Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,JERNEJ,KRUDER,SLO,2t5z 2 8,4t4z 9 7,2t3z 2 3,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
2,SERGEI,LUZHETSKII,RUS,2t5z 3 12,3t4z 12 11,1t4z 3 8,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
3,NIKOLAI,IARILOVETS,RUS,2t4z 4 7,2t3z 7 13,1t3z 2 7,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
4,RAM,LEVIN,ISR,2t5z 11 15,2t2z 3 3,1t3z 2 7,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
5,NICOLAS,COLLIN,BEL,1t5z 1 9,2t3z 7 6,1t3z 3 8,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
6,SERGEI,SKORODUMOV,RUS,2t5z 7 14,3t3z 8 8,0t3z 0 4,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
7,ANZE,PEHARC,SLO,3t5z 7 8,2t2z 4 3,,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
8,ALEKSEY,RUBTSOV,RUS,3t5z 6 8,1t3z 1 5,,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
9,EDVARDS,GRUZITIS,LAT,3t4z 14 8,1t3z 5 7,,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
10,ALEX,KHAZANOV,ISR,1t5z 3 16,1t2z 1 2,,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
11,MARTIN,STRANIK,CZE,1t4z 1 5,1t2z 1 2,,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
12,YUVAL,SHEMLA,ISR,1t4z 1 7,1t2z 1 3,,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
13,GEVA,LEVIN,ISR,2t4z 8 12,1t2z 1 6,,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
14,NILS,FAVRE,SUI,2t4z 14 17,1t2z 2 2,,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
15,WILLIAM,BOSI,GBR,2t5z 6 7,1t2z 2 3,,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
16,NIMROD,MARCUS,ISR,1t5z 2 8,1t2z 3 5,,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
17,VADIM,TIMONOV,RUS,3t5z 8 8,0t2z 0 2,,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
18,SIMON,LORENZI,BEL,2t5z 7 10,0t2z 0 2,,Moscow_(RUS)_2020,21 November - 29 November 2020,Men
