Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,KOKORO,FUJII,JPN,5t6 5b6,2t5 4b9,1t1 3b6,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
2,ALEKSEY,RUBTSOV,RUS,5t8 5b8,3t9 4b5,1t2 2b8,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
3,KEITA,WATABE,JPN,5t12 5b6,2t7 4b5,1t3 2b12,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
4,REI,SUGIMOTO,JPN,5t16 5b8,3t7 4b7,1t5 3b7,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
5,JERNEJ,KRUDER,SLO,5t10 5b9,2t4 4b4,0t 2b3,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
6,DAVID,FIRNENBURG,GER,5t14 5b10,2t3 4b9,0t 1b4,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
7,GABRIELE,MORONI,ITA,4t7 5b7,2t7 3b5,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
8,ROLANDS,RUGENS,LAT,4t13 4b13,1t1 4b6,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
9,YOSHIYUKI,OGATA,JPN,4t11 5b13,1t1 4b7,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
10,SERGII,TOPISHKO,UKR,5t15 5b9,1t2 4b9,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
11,NICOLAS,PELORSON,FRA,5t16 5b12,1t3 4b13,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
12,JONGWON,CHON,KOR,4t9 5b11,1t3 3b3,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
13,JAN,HOJER,GER,4t15 4b15,1t4 4b7,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
14,DMITRII,SHARAFUTDINOV,RUS,4t18 4b15,0t 4b10,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
15,GHOLAMALI,BARATZADEH,IRI,4t21 5b17,0t 4b17,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
16,MICKAEL,MAWEM,FRA,4t9 4b8,0t 3b5,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
17,MANUEL,CORNU,FRA,5t13 5b11,0t 3b7,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
17,MARTIN,STRANIK,CZE,4t14 4b9,0t 3b7,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
19,MEICHI,NARASAKI,JPN,5t12 5b7,0t 3b10,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
20,THILO JELDRIK,SCHRÖTER,NOR,5t16 5b12,0t 3b13,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
21,YUKI,HADA,JPN,4t7 4b5,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
21,TOMOA,NARASAKI,JPN,3t3 4b7,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
23,JEREMY,BONDER,FRA,4t9 5b7,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
23,JAKOB,SCHUBERT,AUT,3t4 4b6,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
25,LEO,AVEZOU,FRA,3t4 3b4,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
25,ERIC,LOPEZ MATEOS,ESP,4t9 4b5,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
27,TSUKURU,HORI,JPN,3t5 5b8,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
27,SIMON,LORENZI,BEL,4t11 5b10,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
29,KAI,HARADA,JPN,4t11 5b11,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
29,DOMEN,SKOFIC,SLO,3t7 4b6,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
31,ANZE,PEHARC,SLO,4t11 4b10,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
31,GREGOR,VEZONIK,SLO,3t8 4b9,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
33,JONATAN,FLOR VAZQUEZ,ESP,4t16 4b8,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
33,NATHAN,PHILLIPS,GBR,3t8 3b7,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
35,AUSTIN,GEIMAN,USA,3t10 4b14,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
35,WILLIAM,RIDAL,GBR,3t5 4b5,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
37,SEAN,MCCOLL,CAN,3t5 4b6,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
37,SIMON,UNGER,GER,3t10 3b10,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
39,ROB,DENAYER,BEL,3t8 5b13,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
39,FLORIAN,KLINGLER,AUT,3t11 5b12,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
41,YUJI,INOUE,JPN,3t11 5b21,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
41,MICHAEL,PICCOLRUAZ,ITA,3t10 5b15,,,Meiringen_(SUI)_2017,7 April - 8 April 2017,Men
