Rank,Name,,Country,Qualification,Semi-Final,Final
1,JAKOB,SCHUBERT,AUT,top  1. | top  1. [4.69],32+,39
2,ADAM,ONDRA,CZE,top  1. | top  1. [4.69],36,38+
3,MAX,RUDIGIER,AUT,42+  12. | top  1. [7.35],36,38+
4,YOSHIYUKI,OGATA,JPN,38+  27. | 46+  8. [15.84],32+,34+
5,KEIICHIRO,KORENAGA,JPN,top  1. | 45+  10. [8.12],32+,33+
6,THOMAS,JOANNES,FRA,41   21. | 45+  10. [16.43],36,26+
7,HANNES,PUMAN,SWE,42   16. | 40   26. [20.71],35+,26
8,ALEXANDER,MEGOS,GER,top  1. | top  1. [4.69],44+,11+
9,MARCELLO,BOMBARDI,ITA,41+  18. | 42+  19. [19.00],32+,
10,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [4.69],32,
11,MASAHIRO,HIGUCHI,JPN,40+  25. | 43+  17. [21.12],31+,
12,ELAN,JONASMCRAE,CAN,41   21. | 40+  22. [22.99],31+,
13,JAMES,POPE,GBR,42+  12. | 40+  22. [17.81],30,
14,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | 45+  10. [8.12],29+,
15,HANWOOL,KIM,KOR,top  1. | 45+  10. [8.12],28+,
16,SEAN,BAILEY,USA,41+  18. | 44+  15. [17.16],28+,
16,FRANCESCO,VETTORATA,ITA,41+  18. | 44+  15. [17.16],28+,
18,STEFANO,GHISOLFI,ITA,top  1. | top  1. [4.69],28,
19,CHRISTOPH,HANKE,GER,top  1. | 40+  22. [11.37],27,
20,MARTIN,TEKLES,GER,42   16. | 39   30. [22.43],26+,
21,DOMEN,SKOFIC,SLO,42+  12. | top  1. [7.35],26,
22,SEBASTIAN,HALENKE,GER,43   11. | 46+  8. [9.67],26,
23,YUKI,HADA,JPN,42+  12. | 45+  10. [12.73],26,
24,FEDIR,SAMOILOV,UKR,top  1. | 36   33. [13.47],25+,
25,SHINICHIRO,NOMURA,JPN,38+  27. | 43+  17. [22.72],25+,
26,NAOKI,SHIMATANI,JPN,38+  27. | 42   20. [24.29],25+,
27,HIROTO,SHIMIZU,JPN,38+  27. | 41+  21. [24.89],,
28,WILLIAM,BOSI,GBR,41   21. | 39+  27. [25.10],,
29,LOÏC,TIMMERMANS,BEL,41   21. | 39   30. [26.20],,
30,YUVAL,SHEMLA,ISR,38+  27. | 40+  22. [26.33],,
31,TOMAS,RAVANAL,CHI,38+  27. | 35   34. [32.59],,
32,ALBERTO,GOTTA,ITA,35+  38. | 39+  27. [32.62],,
33,JAVIER,CANO BLAZQUEZ,ESP,40+  25. | 29+  46. [34.62],,
34,LUCAS,UCHIDA,CAN,33+  44. | 39+  27. [35.10],,
35,DAVID,FIRNENBURG,GER,36+  35. | 35   34. [36.00],,
36,CAMPBELL,HARRISON,AUS,34+  40. | 35   34. [38.42],,
36,ALEX,KHAZANOV,ISR,34+  40. | 35   34. [38.42],,
38,MARIO,LECHNER,AUT,37   34. | 30+  45. [39.12],,
39,RUSTAM,GELMANOV,RUS,35   39. | 34+  39. [39.25],,
40,SIMON,LORENZI,BEL,36+  35. | 32+  42. [39.34],,
41,DAVID,BARRANS,GBR,36+  35. | 29+  46. [41.13],,
42,NOAH,RIDGE,USA,29+  52. | 38+  32. [42.14],,
43,TAKUMA,NUMAJIRI,JPN,37+  33. | 26+  53. [42.21],,
44,JAN,HOJER,GER,33   45. | 33   41. [42.95],,
45,CESAR,GROSSO,BRA,32+  46. | 34+  39. [43.32],,
46,GEORG,PARMA,AUT,29+  52. | 35   34. [44.70],,
47,BOBBY,TAFT - PITTMAN,USA,34+  40. | 27+  51. [45.95],,
48,MATTHIAS,SCHIESTL,AUT,32   50. | 32+  42. [46.37],,
49,FELIPE,HO FOGANHOLO,BRA,30   51. | 32+  42. [46.83],,
50,JERNEJ,KRUDER,SLO,32+  46. | 29+  46. [47.25],,
51,SÉBASTIEN,BERTHE,BEL,32+  46. | 25+  56. [52.03],,
52,SUNGBO,SEO,KOR,29+  52. | 28+  49. [52.41],,
52,KA-CHUN,YAU,HKG,29+  52. | 28+  49. [52.41],,
54,LORENZO,CARASIO,ITA,34   43. | 24+  59. [52.46],,
55,JONATAN,FLOR VAZQUEZ,ESP,29+  52. | 27+  51. [53.46],,
56,MILAN,PRESKAR,SLO,29+  52. | 26+  53. [54.74],,
57,BENJAMIN,HANNA,USA,32+  46. | 24+  59. [55.14],,
58,KHOSRO,HASHEMZADEH,IRI,27   62. | 26+  53. [58.33],,
