Rank,Name,,Country,Qualification,Semi-Final,Final
1,JANJA,GARNBRET,SLO,5t9 5b6,4t6 4b6,3t10 3b6
2,SHAUNA,COXSEY,GBR,4t9 5b9,3t6 4b8,2t2 2b2
3,AKIYO,NOGUCHI,JPN,4t11 5b13,4t6 4b6,1t1 2b4
4,STASA,GEJO,SRB,4t8 5b9,4t6 4b6,1t3 3b9
5,ALEX,PUCCIO,USA,3t9 4b10,3t8 4b9,1t3 2b4
6,PETRA,KLINGLER,SUI,3t6 5b6,3t5 4b6,0t 1b4
7,EKATERINA,KIPRIIANOVA,RUS,2t2 4b5,2t3 3b9,
8,FANNY,GIBERT,FRA,3t4 5b9,2t4 3b7,
9,MAËLYS,AGRAPART,FRA,3t9 5b12,2t4 2b3,
10,MIHO,NONAKA,JPN,5t11 5b8,2t8 3b9,
11,KATJA,DEBEVEC,SLO,3t7 5b9,1t1 4b11,
12,FRANZISKA,STERRER,AUT,3t8 4b4,1t1 3b10,
13,IEVGENIIA,KAZBEKOVA,UKR,2t6 5b14,1t1 2b2,
13,HANNAH,SLANEY,GBR,3t13 5b17,1t1 2b2,
15,CAMILLE,FAILLE,FRA,2t4 4b12,1t1 2b6,
15,MICHAELA,TRACY,GBR,4t8 5b7,1t1 2b6,
17,SIERRA,BLAIR-COYLE,USA,3t8 5b6,1t1 2b8,
18,JULIJA,KRUDER,SLO,2t6 4b9,1t2 3b7,
19,SOL,SA,KOR,4t11 4b9,1t2 3b22,
20,CHLOE,CAULIER,BEL,3t8 4b8,1t3 2b4,
21,JOHANNA,HOLFELD,GER,1t1 5b25,,
21,ANDREA,KÜMIN,SUI,2t3 5b8,,
23,LEAH,CRANE,GBR,2t3 3b4,,
23,HANNAH,MIDTBOE,NOR,1t1 4b13,,
25,KYRA,CONDIE,USA,2t6 5b12,,
25,JESSICA,PILZ,AUT,1t1 4b14,,
27,TARA,HAYES,GBR,2t8 4b9,,
27,SOFYA,YOKOYAMA,SUI,1t1 4b15,,
29,NATALIE,BÄRTSCHI,SUI,1t2 5b14,,
29,KATHARINA,SAURWEIN,AUT,2t10 4b10,,
31,BROOKE,RABOUTOU,USA,1t1 4b11,,
31,MONIKA,RETSCHY,GER,1t2 4b5,,
33,AFRA,HÖNIG,GER,1t2 4b9,,
33,REBEKKA,STOTZ,SUI,1t1 3b3,,
35,IDA,KUPS,POL,1t2 4b21,,
35,KATRINE,VANDET SALLING,DEN,1t2 4b7,,
37,BERIT,SCHWAIGER,AUT,1t2 4b9,,
37,ANNA,STÖHR,AUT,1t2 3b9,,
39,SUNNIVA EIK,HAAVE,NOR,1t3 4b10,,
39,MEAGAN,MARTIN,USA,1t2 3b5,,
41,LILLI,KIESGEN,GER,1t3 3b6,,
41,HUNG YING,LEE,TPE,1t2 3b7,,
43,MAYA,MADERE,USA,1t2 3b9,,
43,AYA,ONOE,JPN,1t3 2b3,,
45,VALENTINA,AGUADO,ARG,1t3 1b1,,
45,EVGENIYA,LAPSHINA,RUS,1t3 4b10,,
47,URSKA,REPUSIC,SLO,1t4 4b8,,
47,PRIMULA,TEILMANN AALUND,DEN,1t3 2b4,,
49,MEI,KOTAKE,JPN,1t4 3b6,,
49,ANNA,MARGOLINA,RUS,1t4 4b17,,
51,LISA,CHULICH,USA,0t 4b8,,
51,JOHANNA,FÄRBER,AUT,1t4 3b7,,
53,SILVIA,BARRETT,SWE,0t 4b13,,
53,ALMA,BESTVATER,GER,1t5 4b10,,
55,HANNAH,MEUL,GER,0t 5b17,,
55,ROXANA,WIENAND,GER,0t 4b26,,
57,RUT,CASAS MUR,ESP,0t 4b8,,
57,HEEYEON,PARK,KOR,0t 3b7,,
59,ANDREA,EBNER,ITA,0t 4b9,,
59,KATHARINA,POSCH,AUT,0t 3b10,,
59,ANNA,TSYGANOVA,RUS,0t 4b9,,
62,TATIANA,SHEMULINKINA,RUS,0t 3b11,,
63,LUCIA,DÖRFFEL,GER,0t 4b10,,
63,ELENA,KRASOVSKAIA,RUS,0t 4b10,,
63,GIULIA,MEDICI,ITA,0t 3b12,,
66,FREDERIKE,FELL,GER,0t 3b15,,
67,SEUNGHYUN,KIM,KOR,0t 2b2,,
67,GIORGIA,TESIO,ITA,0t 3b6,,
69,LUNA,FRIEDRICH,GER,0t 2b3,,
