Rank,Name,,Country,Qualification,Semi-Final,Final
1,JAIN,KIM,KOR,top  1. | top  1. [4.18],28+,38
2,ANNE-SOPHIE,KOLLER,SUI,top  1. | 45+  7. [7.25],28+,38
3,JANJA,GARNBRET,SLO,top  1. | top  1. [4.18],33,32+
4,JULIA,CHANOURDIE,FRA,top  1. | top  1. [4.18],28+,32+
5,ASHIMA,SHIRAISHI,USA,top  1. | 45   9. [7.94],28,32+
6,ANAK,VERHOEVEN,BEL,top  1. | top  1. [4.18],28+,31+
7,JESSICA,PILZ,AUT,top  1. | 46+  5. [6.20],28+,31+
8,MOLLY,THOMPSON-SMITH,GBR,top  1. | 42+  11. [9.17],28+,20+
9,TINA JOHNSEN,HAFSAAS,NOR,top  1. | 42   14. [10.07],28,
10,MARGO,HAYES,USA,top  1. | 29   35. [15.76],28,
11,LAURA,ROGORA,ITA,top  1. | 45+  7. [7.25],27+,
12,SALOMÉ,ROMAIN,FRA,top  1. | 36+  22. [12.41],27+,
13,KATHERINE,CHOONG,SUI,42+  14. | 42   14. [14.25],27+,
14,RISA,OTA,JPN,34   32. | 39   18. [24.19],27+,
15,EKATERINA,KIPRIIANOVA,RUS,39+  17. | 34   23. [20.57],25+,
16,CLAIRE,BUHRFEIND,USA,39+  17. | 31+  27. [22.05],25+,
17,KYRA,CONDIE,USA,37+  23. | 33+  25. [24.99],23+,
18,MATHILDE,BECERRA,FRA,40+  15. | 42+  11. [13.64],23,
19,HANNAH,SCHUBERT,AUT,37+  23. | 37   21. [22.68],20+,
20,CLAUDIA,GHISOLFI,ITA,35   29. | 37+  20. [24.29],20+,
21,MINA,MARKOVIC,SLO,top  1. | 46+  5. [6.20],15+,
22,IEVGENIIA,KAZBEKOVA,UKR,39+  17. | 41   16. [16.97],15+,
23,BROOKE,RABOUTOU,USA,40+  15. | 34   23. [19.09],15+,
24,DELANEY,MILLER,USA,35   29. | 38   19. [23.67],15+,
25,HÉLÈNE,JANICOT,FRA,38   21. | 43   10. [14.66],12+,
26,MOE,YOSHIMURA,JPN,29   40. | 42+  11. [21.91],12+,
27,IVA,ONDRA,CZE,31+  37. | 39+  17. [25.42],,
28,JULIA,FISER,AUT,37+  23. | 29+  28. [27.56],,
28,SOL,SA,KOR,37+  23. | 29+  28. [27.56],,
30,MIA,KRAMPL,SLO,38   21. | 28+  37. [28.20],,
31,DINARA,FAKHRITDINOVA,RUS,39   20. | 24+  40. [28.81],,
32,NOLWENN,ARC,FRA,36+  27. | 29+  28. [29.20],,
33,HANNAH,SLANEY,GBR,34+  31. | 29+  28. [31.00],,
34,TJASA,KALAN,SLO,33   34. | 29+  28. [32.47],,
35,MURIEL,RUÍZ DE LARRAMENDI ARANGOA,ESP,27   42. | 33+  25. [32.73],,
36,JIWON,BAE,KOR,32   35. | 29+  28. [33.17],,
37,TJASA,SLEMENSEK,SLO,36+  27. | 24   44. [35.37],,
38,NETTA,FREDMAN,ISR,34   32. | 24+  40. [36.73],,
39,MAGDALENA,RÖCK,AUT,23+  44. | 29+  28. [37.14],,
40,VALENTINA,AGUADO,ARG,31+  37. | 25+  38. [38.25],,
41,JENNY,LAVARDA,ITA,32   35. | 24+  40. [38.38],,
42,HOMARE,TODA,JPN,21+  46. | 29   35. [40.85],,
43,SEUNGHYUN,KIM,KOR,23+  44. | 25+  38. [41.39],,
44,MEAGAN,MARTIN,USA,21+  46. | 24+  40. [44.16],,
45,MORIWAKI,HONOKA,JPN,27+  41. | 22   51. [45.95],,
46,ANNA,TSYGANOVA,RUS,21+  46. | 24   44. [46.24],,
47,MINSEON,KIM,KOR,31+  37. | 18+  55. [46.95],,
48,NATALIA,GROSSMAN,USA,24   43. | 22   51. [47.06],,
49,CHAUNCEY,CARROLL,USA,18   51. | 24   44. [49.34],,
50,KITTY,MORRISON,GBR,18   51. | 23+  48. [50.68],,
51,JENNIFER,WOOD,GBR,18   51. | 22+  50. [51.72],,
52,BRONWEN,KARNIS,CAN,18   51. | 21+  53. [53.50],,
53,ALEJANDRA,CONTRERAS,CHI,18+  50. | 18+  55. [53.85],,
54,RUT,CASAS MUR,ESP,19+  49. | 16+  62. [55.12],,
55,JANA,MESSNER,ITA,8+  67. | 24   44. [55.21],,
56,KATRIN,AMANN,SWE,18   51. | 18+  55. [55.70],,
56,IRINA,KUZMENKO,RUS,18   51. | 18+  55. [55.70],,
58,PIA,GRAHAM,CAN,17+  57. | 21+  53. [56.18],,
59,MONIKA,PROKOPIUK-KAWECKA,POL,17+  57. | 18+  55. [58.50],,
59,MARISA,ROMERO,USA,17+  57. | 18+  55. [58.50],,
61,ANDREA,ROJAS,ECU,23   49. [59.40],,
62,LUCINDA ANN,TURNBULL,AUS,17+  57. | 13+  64. [61.45],,
63,DANA,MONTEITH,CAN,17+  57. | 12+  65. [62.64],,
64,EMILY,GONZALEZ,ECU,17   62. | 15+  63. [62.75],,
65,CHLOE,EARLE,CAN,7+  68. | 18+  55. [62.80],,
66,ALISSON,VIZUETE,ECU,17   62. | 12+  65. [64.47],,
67,WAI-PING,YU,HKG,12   66. | 12+  65. [66.25],,
68,VICTORIA,GIMENEZ,ARG,13+  64. | 12   69. [66.71],,
69,HEEYEON,PARK,KOR,13+  64. | 8   71. [67.67],,
70,ANASTASIIA,FISENKO,UKR,4+  71. | 12+  65. [68.71],,
71,SUET-YING,LAM,HKG,7   69. | 11   70. [69.75],,
72,SARAH,MCKENZIE,AUS,7   69. | 7   72. [70.74],,
