Rank,Name,,Country,Qualification,Semi-Final,Final
1,JAN,HOJER,GER,5t11 5b9,3t7 4b12,4t10 4b6
2,TOMOA,NARASAKI,JPN,4t7 5b7,3t5 4b6,3t6 3b3
3,TAISEI,ISHIMATSU,JPN,4t10 5b11,3t4 4b5,3t7 3b4
4,JONGWON,CHON,KOR,5t7 5b7,4t6 4b6,2t3 3b4
5,YOSHIYUKI,OGATA,JPN,5t8 5b8,3t7 3b7,2t4 3b4
6,KOKORO,FUJII,JPN,5t6 5b6,4t14 4b12,2t9 2b6
7,ALEXANDER,MEGOS,GER,2t3 5b9,3t11 3b11,
8,ANZE,PEHARC,SLO,4t10 4b9,2t6 3b7,
9,JAKOB,SCHUBERT,AUT,4t9 5b10,2t7 3b7,
10,ALEKSEY,RUBTSOV,RUS,5t11 5b8,2t10 3b10,
11,MANUEL,CORNU,FRA,4t11 5b6,1t1 4b7,
12,JONATAN,FLOR VAZQUEZ,ESP,4t12 4b6,1t2 3b6,
13,VADIM,TIMONOV,RUS,3t4 5b15,1t2 3b7,
14,DAVID,FIRNENBURG,GER,4t9 5b14,1t3 4b9,
15,SERGII,TOPISHKO,UKR,4t7 5b8,1t3 2b3,
16,MATHIAS,CONRAD,GER,2t3 4b12,0t 3b9,
17,YANNICK,FLOHÉ,GER,4t12 4b6,0t 3b12,
18,MICKAEL,MAWEM,FRA,3t5 4b6,0t 2b5,
18,NATHAN,PHILLIPS,GBR,4t8 5b10,0t 2b5,
20,YUJI,INOUE,JPN,4t13 5b14,0t 2b6,
21,SERGEI,LUZHETSKII,RUS,2t4 5b12,,
21,MEICHI,NARASAKI,JPN,4t14 5b9,,
23,JEREMY,BONDER,FRA,2t5 4b11,,
23,KAI,HARADA,JPN,3t3 5b6,,
25,WILLIAM,BOSI,GBR,2t5 3b6,,
25,GABRIELE,MORONI,ITA,3t5 5b8,,
27,SEAN,BAILEY,USA,2t7 5b13,,
27,MICHAEL,PICCOLRUAZ,ITA,3t5 4b6,,
29,JERNEJ,KRUDER,SLO,3t6 5b7,,
29,SIMON,UNGER,GER,2t7 4b9,,
31,GHOLAMALI,BARATZADEH,IRI,3t7 4b14,,
31,BENJAMIN,BLASER,SUI,2t7 4b12,,
33,DMITRII,SHARAFUTDINOV,RUS,3t10 4b12,,
33,MARTIN,STRANIK,CZE,2t8 5b20,,
35,NILS,FAVRE,SUI,3t11 4b11,,
35,JORG,VERHOEVEN,NED,3t11 4b11,,
35,KEITA,WATABE,JPN,1t1 4b14,,
38,KAI,LIGHTNER,USA,1t1 3b9,,
39,KIPRAS,BALTRUNAS,LTU,3t16 4b22,,
39,ERIC,LOPEZ MATEOS,ESP,1t1 3b10,,
41,ALBAN,LEVIER,FRA,1t3 4b8,,
41,GREGOR,VEZONIK,SLO,2t3 5b11,,
43,ALEX,KHAZANOV,ISR,2t4 4b18,,
43,BAPTISTE,OMETZ,SUI,1t3 3b11,,
45,MARCELLO,BOMBARDI,ITA,2t5 5b15,,
45,TSUKURU,HORI,JPN,1t4 4b9,,
47,DAVID,BARRANS,GBR,2t7 4b9,,
47,WILLIAM,RIDAL,GBR,1t4 4b13,,
49,MATTHEW,COUSINS,GBR,1t5 3b10,,
49,MORITZ,HANS,GER,2t7 4b10,,
51,SERGEI,SKORODUMOV,RUS,2t7 4b13,,
51,ELIAS,WEILER,AUT,1t5 2b5,,
53,MATTEO,MANZONI,ITA,2t7 3b13,,
53,SEAN,MCCOLL,CAN,1t5 1b5,,
53,CIARÁN,SCANLON,IRL,1t5 1b5,,
56,ROB,DENAYER,BEL,1t1 4b13,,
57,RUSTAM,GELMANOV,RUS,1t6 4b13,,
57,EGOR,KRYACHKOV,RUS,1t1 3b9,,
57,JAMES,POPE,GBR,1t1 3b9,,
60,ALFONS,DORNAUER,AUT,1t6 3b10,,
61,ALEXANDER,AVERDUNK,GER,1t2 5b17,,
61,CHRISTOPH,HANKE,GER,1t7 3b5,,
63,SEBASTIEN,LAZURE,CAN,1t2 4b10,,
63,NICOLAS,PELORSON,FRA,1t7 2b7,,
65,MATTHIAS,ERBER,AUT,1t2 4b16,,
65,MAX,KLEESATTEL,GER,1t8 2b10,,
67,HANNES,PUMAN,SWE,0t 4b14,,
67,KA-CHUN,YAU,HKG,1t2 3b13,,
69,AMIR,NOURI,IRI,0t 4b16,,
69,LOÏC,TIMMERMANS,BEL,1t3 4b19,,
71,ALESSANDRO,PALMA,ITA,0t 4b17,,
71,LUCAS,UCHIDA,CAN,1t3 3b5,,
73,RUBEN,FIRNENBURG,GER,0t 3b4,,
73,NIMROD,MARCUS,ISR,1t3 3b12,,
73,MAX,RUDIGIER,AUT,0t 3b4,,
76,ELIAS,IAGNEMMA,ITA,1t3 2b4,,
77,KEVIN,HEINIGER,SUI,0t 3b8,,
77,SIMON,HIBBELER,USA,0t 3b8,,
77,POL,ROCA LOPEZ,ESP,1t3 2b16,,
80,STEPAN,STRANIK,CZE,1t4 2b4,,
81,FILIP,SCHENK,ITA,0t 3b10,,
