Rank,Name,,Country,Qualification,Final
1,ALEKSANDR,SHIKOV,RUS,6.200,6.32
2,ASPAR,ASPAR,INA,6.020,6.33
3,SUFRIYANTO,RINDI,INA,6.480,wildcard
4,SABRI,SABRI,INA,6.180,false start
5,DMITRII,TIMOFEEV,RUS,6.370,6.15
6,QIXIN,ZHONG,CHN,6.420,7.35
7,ALEKSANDR,SHILOV,RUS,6.270,8.14
8,VLADISLAV,DEULIN,RUS,6.320,fall
9,LUDOVICO,FOSSALI,ITA,6.160,6.13
10,KOSTIANTYN,PAVLENKO,UKR,6.340,6.28
11,MARCIN,DZIENSKI,POL,6.120,6.33
12,STANISLAV,KOKORIN,RUS,6.160,6.38
13,LEONARDO,GONTERO,ITA,6.270,6.53
14,ZHIYONG,OU,CHN,6.340,6.53
15,PANGERAN,SEPTO WIBOWO SIBURIAN,INA,6.480,7.03
16,JINXIN,LI,CHN,6.260,7.62
17,HINAYAH,MUHAMMAD,INA,6.500,
18,GUILLAUME,MORO,FRA,6.520,
19,ALESSANDRO,SANTONI,ITA,6.630,
20,YULIANTO,ABUDZAR,INA,6.660,
21,FENGQI,WANG,CHN,6.690,
22,RAFAL,HALASA,POL,6.720,
23,GEORGY,ARTAMONOV,RUS,7.030,
24,YONGSU,LEE,KOR,7.040,
25,LUKE,MUEHRING,USA,7.190,
26,JAN,HOJER,GER,7.480,
27,JUNGJU,KIM,KOR,7.570,
28,RONGQI,LIANG,CHN,7.710,
29,GIAN LUCA,ZODDA,ITA,7.750,
30,TOMOA,NARASAKI,JPN,7.850,
31,ARSENII,BOGOMOLOV,RUS,7.960,
32,KOKORO,FUJII,JPN,8.540,
33,JOSH,LEVIN,USA,8.850,
34,JAVIER,CANO BLAZQUEZ,ESP,8.910,
35,YOSHIYUKI,OGATA,JPN,10.250,
36,HANNES,PUMAN,SWE,11.090,
37,SERGIO,PASTOR MARTÍNEZ,ESP,12.030,
38,HONGIL,KIM,KOR,false start,
