Rank,Name,,Country,Qualification,Final
1,VLADISLAV,DEULIN,RUS,5.960,5.53
2,ASPAR,ASPAR,INA,5.980,5.70
3,KOSTIANTYN,PAVLENKO,UKR,6.390,6.34
4,LUDOVICO,FOSSALI,ITA,5.950,7.21
5,DMITRII,TIMOFEEV,RUS,6.190,6.33
6,QIXIN,ZHONG,CHN,6.180,7.31
7,GUILLAUME,MORO,FRA,6.260,7.97
8,HINAYAH,MUHAMMAD,INA,6.070,fall
9,SABRI,SABRI,INA,6.380,6.03
10,ARSENII,BOGOMOLOV,RUS,6.300,6.15
11,LEONARDO,GONTERO,ITA,6.240,6.22
12,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.580,6.47
13,ALEKSANDR,SHILOV,RUS,6.050,7.94
14,ALEKSANDR,SHIKOV,RUS,6.070,fall
15,STANISLAV,KOKORIN,RUS,6.130,fall
16,YULIANTO,ABUDZAR,INA,6.300,fall
17,GEORGY,ARTAMONOV,RUS,6.400,
18,SUFRIYANTO,RINDI,INA,6.410,
19,JINXIN,LI,CHN,6.420,
20,ZHIYONG,OU,CHN,6.430,
21,MARCIN,DZIENSKI,POL,6.520,
22,RAFAL,HALASA,POL,6.530,
23,ALESSANDRO,SANTONI,ITA,6.570,
24,EHSAN,ASRAR,IRI,6.610,
25,FENGQI,WANG,CHN,6.720,
26,YONGSU,LEE,KOR,7.010,
27,GIAN LUCA,ZODDA,ITA,7.210,
28,JAN,HOJER,GER,7.280,
29,JUNGJU,KIM,KOR,7.490,
30,JAVIER,CANO BLAZQUEZ,ESP,8.950,
31,JOSH,LEVIN,USA,9.560,
32,SERGIO,PASTOR MARTÍNEZ,ESP,10.510,
33,MORTEZA,MOHAMMADI,IRI,false start,
33,PANGERAN,SEPTO WIBOWO SIBURIAN,INA,false start,
