Rank,Name,,Country,Qualification,Final
1,VLADISLAV,DEULIN,RUS,6.020,5.83
2,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.960,fall
3,LUDOVICO,FOSSALI,ITA,5.810,wildcard
4,DANYIL,BOLDYREV,UKR,6.510,false start
5,GIAN LUCA,ZODDA,ITA,6.280,6.19
6,LEONARDO,GONTERO,ITA,6.130,6.33
7,ALESSANDRO,SANTONI,ITA,6.210,7.03
8,LIBOR,HROZA,CZE,6.130,fall
9,STANISLAV,KOKORIN,RUS,6.010,6.01
10,GUILLAUME,MORO,FRA,6.570,6.43
11,ARSENII,BOGOMOLOV,RUS,6.300,7.14
12,CARLOS,GRANJA,ECU,6.530,7.14
13,ALEKSANDR,SHIKOV,RUS,6.060,7.42
14,MARCIN,DZIENSKI,POL,6.030,7.54
15,QIXIN,ZHONG,CHN,6.170,7.78
16,DMITRII,TIMOFEEV,RUS,6.210,8.84
17,MICHAEL,FINN-HENRY,USA,6.730,
18,RAFAL,HALASA,POL,7.010,
18,STANISLAO,ZAMA,ITA,7.010,
20,CRISTIAN,DORIGATTI,ITA,7.110,
21,JAN,KRIZ,CZE,7.170,
22,NOAH,BRATSCHI,USA,7.410,
23,MERRITT,ERNSBERGER,USA,7.530,
24,LUKAS,KNAPP,AUT,7.540,
24,JUAN MARTIN,PEÑA,ECU,7.540,
26,LUKE,RODLEY,USA,7.600,
27,GABRIELE,RANDI,ITA,7.610,
28,MAX,HAMMER,USA,7.640,
29,MATTHIAS,ERBER,AUT,7.790,
30,CHI-FUNG,AU,HKG,7.920,
31,DAVID,PICCOLRUAZ,ITA,8.110,
32,JORDAN,ROMIG,USA,8.240,
33,GEORGY,ARTAMONOV,RUS,8.250,
34,GALO,HERNANDEZ,ECU,8.330,
35,LEONARDO,SANDRIN,ITA,8.480,
36,DAVID,FIRNENBURG,GER,8.600,
37,NICKOLAIE,RIVADENEIRA,ECU,8.710,
38,IVAN,FILIPIUK,UKR,8.870,
39,DMYTRO,LYSENKO,UKR,9.160,
40,JAVIER,CANO BLAZQUEZ,ESP,9.190,
41,ISAAC,ESTEVEZ,ECU,9.320,
42,ALESSANDRO,CINGARI,ITA,9.390,
43,BRYAM,MORENO,ECU,9.520,
44,KA-CHUN,YAU,HKG,9.680,
45,HEI-YEUNG,LAM,HKG,10.400,
46,JONATAN,FLOR VAZQUEZ,ESP,10.410,
47,GUSTAVO GABRIEL,SUAREZ MUNNE,ARG,14.370,
48,SANTIAGO,CHRISTENSEN,ARG,false start,
48,FILIP,SCHENK,ITA,false start,
48,NICHOLAS,STRONG,USA,false start,
