Rank,Name,,Country,Qualification,Semi-Final,Final
1,ADAM,ONDRA,CZE,4t11 4b9,3t7 3b6,4t16 4b16
2,JERNEJ,KRUDER,SLO,4t7 5b7,2t3 4b12,3t12 4b13
3,JAN,HOJER,GER,4t9 5b11,3t7 3b6,3t12 3b9
4,GUILLAUME,GLAIRON MONDET,FRA,4t8 4b6,2t2 4b9,2t6 3b7
5,DMITRII,SHARAFUTDINOV,RUS,4t8 4b4,3t8 4b7,1t4 3b9
6,TSUKURU,HORI,JPN,3t5 4b7,3t8 4b8,0t 2b9
7,MATHIAS,CONRAD,GER,3t10 3b9,2t4 3b10,
8,ALBAN,LEVIER,FRA,4t7 5b9,2t4 3b11,
9,SEAN,MCCOLL,CAN,5t9 5b7,2t5 3b10,
10,TOMOA,NARASAKI,JPN,2t3 4b13,2t6 4b12,
11,KILIAN,FISCHHUBER,AUT,4t8 4b7,2t8 4b10,
12,THOMAS,TAUPORN,GER,5t11 5b7,2t9 3b12,
13,JAMES,KASSAY,AUS,2t3 3b4,2t14 2b14,
14,GABRIELE,MORONI,ITA,4t13 5b10,1t1 2b7,
15,STÉPHAN,JULIEN,FRA,3t5 4b5,1t3 3b9,
15,MARTIN,STRANIK,CZE,4t13 5b15,1t3 3b9,
17,JORG,VERHOEVEN,NED,2t3 3b9,1t4 4b12,
18,REI,SUGIMOTO,JPN,3t6 4b7,1t10 4b17,
19,JASON,HOLOWACH,CAN,3t8 3b3,0t 2b4,
20,MAKOTO,YAMAUCHI,JPN,2t2 4b4,0t 2b10,
21,JEREMY,BONDER,FRA,2t4 4b6,,
21,RUSTAM,GELMANOV,RUS,2t4 4b6,,
21,YURY,NOVITSKIY,RUS,3t6 4b8,,
24,KEVIN,HEINIGER,SUI,3t8 4b7,,
25,DANIEL,ANDERSSON,SWE,2t4 3b5,,
25,VADIM,TIMONOV,RUS,2t4 5b14,,
27,DOMINIC,BURNS,IRL,2t4 2b2,,
27,KOKORO,FUJII,JPN,2t4 4b4,,
29,BENJAMIN,BLASER,SUI,2t5 5b11,,
29,STEFAN,DANKER,GER,2t5 3b6,,
31,MAGNUS,MIDTBOE,NOR,2t5 4b8,,
31,MICHAEL,O'ROURKE,USA,2t5 2b2,,
33,JAKUB,GLOWKA,POL,2t5 2b4,,
33,STEFAN,SCARPERI,ITA,2t6 4b10,,
35,JONGWON,CHON,KOR,2t7 4b7,,
35,MICHAEL,PICCOLRUAZ,ITA,2t6 3b4,,
