Rank,Name,,Country,Qualification,Final
1,DANYIL,BOLDYREV,UKR,6.140,7.20
2,MARCIN,DZIENSKI,POL,5.950,fall
3,REZA,ALIPOUR SHENAZANDIFARD,IRI,6.300,6.01
4,BASSA,MAWEM,FRA,6.000,9.74
5,QUENTIN,NAMBOT,FRA,6.260,6.42
6,ALESSANDRO,SANTONI,ITA,6.320,6.44
7,LIBOR,HROZA,CZE,5.800,7.15
8,QIXIN,ZHONG,CHN,6.090,fall
9,DMITRII,TIMOFEEV,RUS,6.580,6.25
10,ARSENII,SHEVCHENKO,RUS,6.350,6.45
11,LEONARDO,GONTERO,ITA,6.310,6.54
12,ALEKSANDR,SHIKOV,RUS,6.380,6.54
13,AMIR,MAIMURATOV,KAZ,6.430,6.92
14,EVGENII,VAITSEKHOVSKII,RUS,6.140,7.59
15,YOANN,LE COUSTER,FRA,6.610,8.76
16,STANISLAV,KOKORIN,RUS,6.310,false start
17,ROBERT,STEWART-PATTERSON,CAN,6.800,
18,JEDRZEJ,KOMOSINSKI,POL,6.880,
19,VLADISLAV,DEULIN,RUS,6.900,
19,YAROSLAV,GONTARYK,UKR,6.900,
21,ANTON,POLIAKOV,RUS,6.940,
22,LUDOVICO,FOSSALI,ITA,7.060,
23,KAROL,DENIS,POL,7.170,
24,VIACHESLAV,VEDENCHUK,RUS,7.180,
25,TOMMASO,PASQUA,ITA,7.440,
26,MICHAL,LEWICKI,POL,7.700,
26,TOMASZ,SORDYL,POL,7.700,
28,ALBAN,LEVIER,FRA,8.940,
29,PETR,BURIAN,CZE,8.990,
30,JOSHUA,BOSLER,GER,9.000,
31,SEAN,MCCOLL,CAN,9.110,
