Rank,Name,,Country,Qualification,Final
1,QIXIN,ZHONG,CHN,6.210,6.03
2,MARCIN,DZIENSKI,POL,6.330,6.45
3,DANYIL,BOLDYREV,UKR,6.520,6.11
4,EVGENII,VAITSEKHOVSKII,RUS,6.690,6.26
5,ASPAR,ASPAR,INA,6.560,6.54
6,STANISLAV,KOKORIN,RUS,6.320,7.03
7,BASSA,MAWEM,FRA,6.310,7.32
8,LIBOR,HROZA,CZE,6.030,7.82
9,ARSENII,SHEVCHENKO,RUS,6.930,6.49
10,DMITRII,TIMOFEEV,RUS,6.700,6.669
11,ASHARI,FAJRI,INA,6.900,6.88
12,ARDI,WINOTO,INA,7.800,7.28
13,SERGEI,SINITCYN,RUS,6.950,7.82
14,SUNGJOON,CHAE,KOR,7.920,8.02
15,VIACHESLAV,VEDENCHUK,RUS,6.950,9.45
16,HYUNJAE,KIM,KOR,7.960,12.29
17,SEUNGBIN,CHOI,KOR,8.130,
18,HONGIL,KIM,KOR,8.420,
19,LINCAI,ZHONG,CHN,8.450,
20,SEAN,MCCOLL,CAN,9.320,
