Rank,Name,,Country,Qualification,Final
1,MARCIN,DZIENSKI,POL,6.261,6.23
2,LIBOR,HROZA,CZE,6.083,fall
3,DANYIL,BOLDYREV,UKR,6.253,5.98
4,BASSA,MAWEM,FRA,6.285,6.07
5,EVGENII,VAITSEKHOVSKII,RUS,6.423,6.282
6,ARSENII,SHEVCHENKO,RUS,6.569,6.58
7,STANISLAV,KOKORIN,RUS,6.301,7.13
8,ROBERT,STEWART-PATTERSON,CAN,6.735,8.81
9,QUENTIN,NAMBOT,FRA,6.014,6.81
10,ALEKSANDR,SHILOV,RUS,6.957,7.11
11,SUNGJOON,CHAE,KOR,7.273,7.29
12,SEONGYEOP,KU,KOR,7.758,7.76
13,SEUNGWOON,CHO,KOR,7.849,9.57
14,SEUNGBIN,CHOI,KOR,7.606,9.96
15,HYUNJAE,KIM,KOR,7.753,9.97
16,HONGIL,KIM,KOR,7.741,12.43
17,ARTEM,SAVELYEV,RUS,7.956,
18,DAEHYEON,KWON,KOR,8.150,
19,HANWOOL,KIM,KOR,8.652,
20,GWANSU,PARK,KOR,8.796,
21,YOUNGWOOK,HER,KOR,8.892,
22,DONGGYU,SON,KOR,9.044,
23,JUNGJU,KIM,KOR,9.213,
24,THATTANA,RAKSACHAT,THA,9.389,
25,TERDPOL,ARTAUI,THA,9.424,
26,SEAN,MCCOLL,CAN,9.601,
27,PHANUPHONG,BUNPRAKOP,THA,10.786,
28,SUPASAN,THANAKORNKUL,THA,11.804,
