Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,JAN,HOJER,GER,4t4 5b18,3t4 4b9,4t26 4b24,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
2,DMITRII,SHARAFUTDINOV,RUS,5t8 5b8,4t9 4b5,3t5 3b5,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
3,JORG,VERHOEVEN,NED,4t5 5b6,2t4 3b7,2t9 2b9,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
4,JAMES,KASSAY,AUS,4t11 5b11,3t5 3b4,1t1 1b1,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
5,GUILLAUME,GLAIRON MONDET,FRA,5t6 5b6,3t8 4b7,1t3 2b2,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
6,VADIM,TIMONOV,RUS,4t5 5b7,3t8 3b8,0t 0b,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
7,JONGWON,CHON,KOR,3t4 5b18,1t2 3b6,,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
8,TSUKURU,HORI,JPN,3t4 4b5,1t2 2b4,,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
9,ROLANDS,RUGENS,LAT,4t5 5b6,1t3 2b2,,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
10,ANDRZEJ,MECHERZYNSKI-WIKTOR,POL,4t11 5b9,1t4 3b4,,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
11,JEREMY,BONDER,FRA,3t7 4b7,1t4 3b6,,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
12,REI,SUGIMOTO,JPN,4t7 5b5,1t4 3b7,,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
13,JERNEJ,KRUDER,SLO,5t5 5b5,1t5 3b4,,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
14,KOKORO,FUJII,JPN,4t4 5b5,1t5 3b6,,Chongqing_(CHN)_2014,26 April - 27 April 2014,Men
