Rank,Name,,Country,Qualification,Final
1,LIBOR,HROZA,CZE,9.250,11.26
2,SERGEI,SINITCYN,RUS,8.310,fall
3,STANISLAV,KOKORIN,RUS,8.680,7.27
4,ZUFAR,NIGMANOV,RUS,8.970,7.71
5,NING,ZHANG,CHN,8.500,7.92
6,QIXIN,ZHONG,CHN,8.190,8.14
7,VAGINAK,SIREKANYAN,RUS,9.080,8.78
8,MAKSYM,STYENKOVYY,UKR,8.340,9.17
9,LUKASZ,SWIRK,POL,8.620,8.36
10,MAKSYM,OSIPOV,UKR,9.170,9.27
11,CSABA,KOMONDI,HUN,9.610,9.39
12,ARMAN,TER-MINASYAN,RUS,10.230,9.88
13,ARSENII,SHEVCHENKO,RUS,9.010,10.39
14,YAROSLAV,TOPAL,UKR,10.030,10.57
15,EVGENII,VAITSEKHOVSKII,RUS,8.760,11.48
16,IVAN,NOVIKOV,RUS,9.700,fall
17,RAFAL,HALASA,POL,10.260,
18,YOANN,LE COUSTER,FRA,10.360,
19,ANDRES,QUINTEROS,ECU,10.440,
20,THOMAS,DUPIN,FRA,10.450,
21,JEDRZEJ,KOMOSINSKI,POL,10.470,
22,TOMASZ,OLEKSY,POL,10.950,
23,STEFANO,GHISOLFI,ITA,11.050,
24,LEONARDO,GONTERO,ITA,11.220,
24,OLEKSIY,YURKO,UKR,11.220,
26,EMILIEN,JOBERT,FRA,11.500,
27,JOAKIM,EL ANHARI,FRA,11.530,
28,JAKUB,POCIECHA,POL,11.710,
29,VINCENT,CHAVOT,FRA,12.340,
29,GYULA,JUHASZ,HUN,12.340,
31,MICHEL,SIROTTI,ITA,12.380,
32,GUILLAUME,MORO,FRA,12.410,
33,SERGEY,ABDRAKHMANOV,RUS,12.450,
34,HUBERT,STYLA,POL,12.570,
35,CLEMENT,CAILLEUX,FRA,14.140,
36,BAPTISTE,MICHAUX,FRA,21.710,
37,SALAH,BOULBAHAIEM,BEL,fall,
