Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,KILIAN,FISCHHUBER,AUT,4t7 4b4,3t4 3b4,4t6 4b6,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
2,ADAM,ONDRA,CZE,5t6 5b5,2t5 4b11,4t6 4b6,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
3,CHRISTIAN,CORE,ITA,4t6 4b4,1t1 2b2,1t1 2b4,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
4,CÉDRIC,LACHAT,SUI,5t6 5b6,1t1 4b20,1t3 4b16,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
5,KLEMEN,BECAN,SLO,3t4 5b8,1t1 2b2,1t6 3b10,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
6,LOÏC,GAIDIOZ,FRA,5t9 5b5,1t1 2b2,0t 3b4,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
7,DMITRII,SHARAFUTDINOV,RUS,3t6 5b8,3t9 3b8,0t 2b7,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
8,VALERIY,KRYUKOV,UKR,4t6 5b9,1t1 2b3,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
9,TSUKURU,HORI,JPN,3t5 4b7,1t3 2b3,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
10,STEWART,WATSON,GBR,3t3 5b5,1t3 2b7,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
11,JONAS,BAUMANN,GER,4t4 5b5,1t4 3b9,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
12,MATTHIAS,MÜLLER,SUI,2t3 5b6,1t4 2b3,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
13,LUDOVIC,LAURENCE,FRA,3t9 4b10,1t4 2b5,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
14,REMO,SOMMER,SUI,4t8 4b6,1t4 1b4,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
15,ALEKSEY,RUBTSOV,RUS,3t5 5b8,0t 3b4,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
16,MYKHAYLO,SHALAGIN,UKR,4t5 4b5,0t 2b7,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
17,KEITA,MOGAKI,JPN,5t7 5b5,0t 2b8,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
18,RUSTAM,GELMANOV,RUS,5t6 5b5,0t 1b1,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
19,LUKAS,ENNEMOSER,AUT,4t7 5b7,0t 1b4,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
19,MARKUS,HOPPE,GER,2t3 2b2,0t 1b4,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
21,FABIEN,DUGIT,FRA,4t7 4b4,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
21,GUILLAUME,GLAIRON MONDET,FRA,2t4 5b10,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
23,STEFAN,DANKER,GER,4t8 5b11,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
23,JAKOB,SCHUBERT,AUT,2t4 5b13,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
25,KEVIN,HEMUND,SUI,4t8 4b4,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
25,JERNEJ,KRUDER,SLO,2t4 3b5,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
27,SACHI,AMMA,JPN,2t4 3b7,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
27,NICKY,DE LEEUW,NED,3t3 5b8,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
27,WOUTER,JONGENEELEN,NED,3t3 5b8,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
30,DAVID,BARRANS,GBR,2t5 4b8,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
31,LUCAS,PRETI,ITA,2t5 4b9,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
31,ANTOINE,VANDEPUTTE,FRA,3t4 5b9,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
33,MICHELE,CAMINATI,ITA,3t5 5b5,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
33,FRANCOIS,KAISER,FRA,1t1 5b9,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
35,THOMAS,CALEYRON,FRA,3t5 4b4,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
35,OLIVIER,LEBRETON,FRA,1t1 4b11,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
37,AKITO,MATSUSHIMA,JPN,3t5 4b6,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
37,BAPTISTE,NOMINE,FRA,1t1 2b2,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
39,STEFANO,GHISOLFI,ITA,1t1 2b3,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
39,STÉPHAN,JULIEN,FRA,3t6 5b5,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
41,PHILIPPE,ALLENSPACH,SUI,1t1 1b1,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
41,GABRIELE,MORONI,ITA,3t6 5b6,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
43,FABIEN,COMINA,FRA,1t2 4b7,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
43,MARTIN,JAGGI,SUI,2t2 4b5,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
45,MIKHAIL,CHERNIKOV,RUS,1t2 4b14,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
45,STANISLAV,KLESHNOV,UKR,2t3 5b5,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
45,BRUNO,MACIAS MATUTANO,ESP,2t3 5b5,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
48,ERIC,LOPEZ MATEOS,ESP,1t2 3b9,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
49,BENOIT,HEINTZ,FRA,2t3 4b4,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
49,ZACH,LERNER,USA,1t3 4b6,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
49,EMANUEL,MOOSBURGER,AUT,2t3 4b4,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
52,MATHIAS,CONRAD,GER,1t4 4b10,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
53,NICCOLO',CERIA,ITA,1t1 4b7,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
53,ROLANDS,RUGENS,LAT,1t6 4b7,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
55,LUCA,BALTENSPERGER,SUI,1t1 3b3,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
55,JURE,BECAN,SLO,0t 4b5,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
55,JONATHAN,PARTRIDGE,GBR,1t1 3b3,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
55,CASPER,TEN SIJTHOFF,NED,0t 4b5,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
59,MARCELLO,BOMBARDI,ITA,1t1 3b4,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
59,GEIR,SÖDERIN,SWE,0t 4b13,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
59,BRUNO,VACKA,CRO,1t1 3b4,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
62,BASTIEN,GERLAND,FRA,0t 3b5,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
63,ATHANASIOS,CHTENAS,GRE,0t 3b6,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
63,ONDREJ,SVUB,SVK,1t1 3b5,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
65,JACOPO,LARCHER,ITA,1t2 5b6,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
65,IGNACIO,SANCHEZ GONZÁLEZ,ESP,0t 3b7,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
67,BENJAMIN,BLASER,SUI,1t2 2b2,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
67,DIDIER,HOARAU,FRA,0t 2b2,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
67,FERDINAND,SCHULTE,NED,0t 2b2,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
70,ADAM,JEEWOOTH,GBR,1t2 2b3,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
71,MARC,EDWARDS,AUS,1t2 2b8,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
71,ONDREJ,NEVELIK,CZE,0t 2b4,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
73,JAKUB,KOVACIK,SVK,0t 2b5,,,Greifensee_(SUI)_2010,14 May - 15 May 2010,Men
