Rank,Name,,Country,Qualification,Semi-Final,Final
1,MASAHIRO,HIGUCHI,JPN,12.96,41+,37
2,LUKA,POTOCAR,SLO,10.95,41,31+
3,SEBASTIAN,HALENKE,GER,9.8,40+,31+
4,DOMEN,SKOFIC,SLO,3.71,29+,31+
5,FEDIR,SAMOILOV,UKR,16.84,37+,30+
6,SATONE,YOSHIDA,JPN,12.96,40+,16+
7,MILAN,PRESKAR,SLO,10.49,34+,15+
8,AO,YURIKUSA,JPN,5.74,33+,15+
9,MARTIN,BERGANT,SLO,10.49,29+,
10,MARTIN,STRANIK,CZE,12.41,29+,
11,SAM,AVEZOU,FRA,18.17,29+,
12,STEFANO,GHISOLFI,ITA,5.74,29,
13,MATHIAS,POSCH,AUT,8.22,28+,
14,YANNICK,FLOHÉ,GER,11.46,27+,
15,SEAN,BAILEY,USA,9.53,26+,
16,NAO,MONCHOIS,FRA,25.72,26,
17,JORG,VERHOEVEN,NED,7.6,25+,
18,CHRISTOPH,HANKE,GER,18.76,25+,
19,WILLIAM,RIDAL,GBR,12.07,25,
20,MARCELLO,BOMBARDI,ITA,16.97,25,
21,GIOVANNI,PLACCI,ITA,26.65,25,
22,JAMES,POPE,GBR,16.96,24,
23,ZENTO,MURASHITA,JPN,9.08,23+,
24,TAITO,NAKAGAMI,JPN,14.12,23+,
25,ALBERTO,GOTTA,ITA,25.72,21+,
26,SASCHA,LEHMANN,SUI,3.71,11+,
27,GEORG,PARMA,AUT,26.99,,
28,ANZE,PEHARC,SLO,27.95,,
29,PAUL,JENFT,FRA,28.06,,
30,LEO,AVEZOU,FRA,28.2,,
31,ANDREJ,POLAK,SLO,29.7,,
32,MINYOUNG,LEE,KOR,29.96,,
33,FILIP,SCHENK,ITA,33.7,,
34,WILLIAM,BOSI,GBR,33.99,,
35,MIKEL ASIER,LINACISORO MOLINA,ESP,34.6,,
36,DYLAN,CHUAT,SUI,35.05,,
37,CAMPBELL,HARRISON,AUS,35.41,,
38,MAX,KLEESATTEL,GER,39.23,,
39,MARK,BRAND,NED,40.1,,
40,ISAAC,LEFF,USA,40.19,,
41,STEFAN,SCHERZ,AUT,40.62,,
42,LETO,CAVÉ,NED,41.28,,
43,DAVID,BARRANS,GBR,41.71,,
44,KIM,MARSCHNER,GER,43.24,,
45,GERGŐ,VÁLYI,HUN,43.82,,
46,TIMOTEJ,ROMŠAK,SLO,44.09,,
47,YUVAL,SHEMLA,ISR,44.67,,
48,ZIGA,ZAJC,SLO,46.02,,
49,CHARLIE,OSBORNE,USA,46.96,,
50,FABIAN,FÖRANDER,SWE,47.24,,
51,LOUIS,GUNDOLF,AUT,47.5,,
52,CODY,STEVENSON,USA,47.84,,
53,FILIP,KURTOVIĆ,CRO,51.74,,
54,GIORGIO,TOMATIS,ITA,52.39,,
55,NIMRÓD SEBESTYÉN,TUSNÁDY,HUN,54.46,,
56,FILIPPOS,LAVRENTAKIS-RIGAKIS,GRE,55.24,,
57,IGOR,VESELIC,SRB,55.42,,
58,BEN,ABEL,AUS,56.75,,
59,VAIDOTAS,MONSTAVICIUS,LTU,59.24,,
60,THEOFANIS-ERMIS,THEOCHAROPOULOS,GRE,59.25,,
61,JOSHUA,BRUYNS,RSA,59.75,,
,HRITIK,MARNE,IND,dns,,
