Rank,Name,,Country,Qualification,Semi-Final,Final
1,STEFANO,GHISOLFI,ITA,3.0,42+,42+
2,DMITRII,FAKIRIANOV,RUS,11.51,40+,39+
3,MARTIN,STRANIK,CZE,5.66,39+,37+
4,SEAN,BAILEY,USA,8.0,42+,36
5,SASCHA,LEHMANN,SUI,9.25,37+,35
6,FEDIR,SAMOILOV,UKR,9.54,37,35
7,ALBERTO,GINÉS LÓPEZ,ESP,6.89,37,27+
8,LUKA,POTOCAR,SLO,2.65,37,22
9,VICTOR,BAUDRAND,CAN,19.49,37,
10,DOMEN,SKOFIC,SLO,4.36,36+,
11,YANNICK,FLOHÉ,GER,6.48,36+,
12,MASAHIRO,HIGUCHI,JPN,13.78,36+,
13,MATHIAS,POSCH,AUT,14.79,36+,
14,NICOLAS,COLLIN,BEL,21.04,33+,
15,MARCELLO,BOMBARDI,ITA,16.2,31.5+,
16,SAM,AVEZOU,FRA,21.0,31.5+,
17,SEBASTIAN,HALENKE,GER,14.12,31.5,
18,NINO,GRÜNENFELDER,SUI,27.21,31.5,
19,HAMISH,MCARTHUR,GBR,9.54,31+,
20,SOHTA,AMAGASA,JPN,19.67,31+,
21,PETER,KURIC,SVK,21.79,31,
22,ROSS,FULKERSON,USA,13.78,28+,
23,JOSHUA,FOURTEAU,FRA,21.79,28+,
24,TIES,VANCRAEYNEST,BEL,21.73,24,
25,CAMPBELL,HARRISON,AUS,27.16,21,
26,HANNES,PUMAN,SWE,18.19,5,
27,MIKEL ASIER,LINACISORO MOLINA,ESP,28.34,,
28,LEO,AVEZOU,FRA,28.94,,
29,ALISTAIR,DUVAL,FRA,29.15,,
30,MILAN,PRESKAR,SLO,30.03,,
31,MARTIN,BERGANT,SLO,30.04,,
32,MEJDI,SCHALCK,FRA,31.04,,
33,CHRISTOPH,HANKE,GER,31.44,,
34,OSCAR,BAUDRAND,CAN,33.2,,
35,SEAN,FAULKNER,CAN,33.26,,
35,STEFAN,SCHERZ,AUT,33.26,,
37,ELLIS,ERNSBERGER,USA,34.6,,
37,MARTIN,TEKLES,GER,34.6,,
39,TIMOTHY,KANG,USA,34.78,,
40,DIEGO,FOURBET,FRA,35.14,,
41,NAO,MONCHOIS,FRA,35.89,,
42,ALBERTO,GOTTA,ITA,36.43,,
43,NICOLAI,UZNIK,AUT,37.06,,
44,DYLAN,CHUAT,SUI,38.41,,
44,ARSÈNE,DUVAL,FRA,38.41,,
46,MAX,KLEESATTEL,GER,39.47,,
47,SATONE,YOSHIDA,JPN,41.24,,
48,STEPAN,VOLF,CZE,43.21,,
49,JULIEN,CLÉMENCE,SUI,44.96,,
50,MARK,BRAND,NED,47.91,,
51,PAUL,JENFT,FRA,48.37,,
52,ZIGA,ZAJC,SLO,49.11,,
53,ANDONI,ESPARTA FRADE,ESP,49.73,,
54,HUGO,PARMENTIER,FRA,49.86,,
55,GIOVANNI,PLACCI,ITA,50.31,,
56,AMIAD,LIPMAN,ISR,51.99,,
57,LETO,CAVÉ,NED,53.11,,
58,TOMAS,PLEVKO,SVK,53.49,,
59,HANNES,VAN DUYSEN,BEL,53.68,,
60,PAUL,BRAND,NED,54.85,,
61,LEO KETIL,BØE,NOR,55.35,,
62,PAOLO,STERNI,ITA,55.74,,
63,JÁCHYM,CINK,CZE,57.29,,
64,OLEKSII,TYTARENKO,UKR,59.5,,
65,JAN,VOPAT,CZE,61.69,,
66,VAIDOTAS,MONSTAVICIUS,LTU,63.34,,
67,LEONID,OSADCHYI,UKR,64.75,,
68,FABIAN,FÖRANDER,SWE,65.99,,
