Rank,Name,,Country,Qualification,Semi-Final,Final
1,JAKOB,SCHUBERT,AUT,4.69,40+,top
2,LUKA,POTOCAR,SLO,9.25,40+,top
3,HAMISH,MCARTHUR,GBR,3.32,top,46+
4,MARTIN,STRANIK,CZE,13.44,40+,46
5,TOMOA,NARASAKI,JPN,2.55,38,46
6,SEBASTIAN,HALENKE,GER,10.39,40,44+
7,YOSHIYUKI,OGATA,JPN,4.87,37+,44+
8,STEFANO,GHISOLFI,ITA,19.79,40,34+
9,YANNICK,FLOHÉ,GER,7.35,37+,
10,SASCHA,LEHMANN,SUI,6.16,35+,
11,WILLIAM,BOSI,GBR,22.86,35+,
12,SATONE,YOSHIDA,JPN,7.16,32,
13,KOKORO,FUJII,JPN,4.36,31+,
14,NICOLAS,COLLIN,BEL,22.86,31+,
15,JORG,VERHOEVEN,NED,14.92,30,
16,MATHIAS,POSCH,AUT,18.19,28,
17,HYUNBIN,MIN,KOR,5.29,27+,
18,VLADISLAV,SHEVCHENKO,CFR,11.11,27+,
19,FEDIR,SAMOILOV,UKR,13.5,27+,
20,MARCELLO,BOMBARDI,ITA,18.19,27+,
21,TOMOAKI,TAKATA,JPN,22.05,26+,
22,PHILIPP,MARTIN,GER,27.5,26+,
23,FILIP,SCHENK,ITA,23.33,23+,
24,MARTIN,BERGANT,SLO,25.75,22+,
25,DOMEN,SKOFIC,SLO,16.64,20+,
26,WILLIAM,RIDAL,GBR,26.24,19+,
27,MILAN,PRESKAR,SLO,27.73,,
28,PAUL,JENFT,FRA,30.07,,
29,TIES,VANCRAEYNEST,BEL,30.3,,
30,YUVAL,SHEMLA,ISR,33.43,,
31,EVGENII,ZAZULIN,CFR,33.54,,
32,JONGWON,CHON,KOR,34.47,,
32,JAN,HOJER,GER,34.47,,
34,NINO,GRÜNENFELDER,SUI,34.9,,
35,JAMES,POPE,GBR,35.91,,
36,ROSS,FULKERSON,USA,35.92,,
37,MINYOUNG,LEE,KOR,36.24,,
38,MICKAEL,MAWEM,FRA,36.74,,
38,MAXIMILLIAN,MILNE,GBR,36.74,,
40,CHRISTOPH,HANKE,GER,36.78,,
41,SIMON,POTUCEK,CZE,37.7,,
42,ELLIS,ERNSBERGER,USA,39.57,,
42,ALEX,KHAZANOV,ISR,39.57,,
44,MIKEL ASIER,LINACISORO MOLINA,ESP,42.0,,
45,DAVIDE MARCO,COLOMBO,ITA,43.25,,
45,REZA,KOLASANGIAN,IRI,43.25,,
47,RAM,LEVIN,ISR,45.46,,
47,MICHAEL,PICCOLRUAZ,ITA,45.46,,
49,DYLAN,CHUAT,SUI,47.33,,
50,JULIEN,CLÉMENCE,SUI,49.08,,
51,ANZE,PEHARC,SLO,49.11,,
52,SERGEI,TIUPYSHEV,CFR,49.46,,
53,KINDAR,MCNAMEE,CAN,52.18,,
54,FELIPE,HO FOGANHOLO,BRA,52.98,,
55,CAMPBELL,HARRISON,AUS,54.49,,
56,FREDRIK,SERLACHIUS,SWE,54.89,,
57,GUY,MCNAMEE,CAN,54.9,,
58,BENJAMIN,HANNA,USA,56.28,,
59,TOMAS,PLEVKO,SVK,56.72,,
60,CARLOS,GRANJA,ECU,57.09,,
61,STEPAN,POTUCEK,CZE,58.9,,
62,GALO,HERNANDEZ,ECU,59.98,,
63,KIPRAS,BALTRUNAS,LTU,60.33,,
64,ISAAC,LEFF,USA,62.0,,
65,SERGII,TOPISHKO,UKR,62.14,,
66,EDVARDS,GRUZITIS,LAT,62.34,,
67,MARK,BRAND,NED,62.99,,
67,VADIM,MALSHCHUKOV,CFR,62.99,,
69,DMITRII,POPOV,CFR,63.53,,
70,SAMUEL CARLOS,DA SILVA,BRA,66.97,,
71,ALEX,MENDES JÚNIOR,BRA,68.92,,
72,CHIA HSIANG,LIN,TPE,69.0,,
73,LEONID,OSADCHYI,UKR,70.24,,
74,RADIN,FOROUGHIAN,IRI,72.99,,
75,NICHOL,TOMAS,THA,75.9,,
76,GEVA,LEVIN,ISR,76.18,,
77,VIN,SUKAPANPOTHARAM,THA,77.73,,
78,BEN,ABEL,AUS,78.4,,
78,JOAQUIN,URRUTIA,CHI,78.4,,
80,WONWOO,HAN,KOR,79.18,,
81,TEERAPHON,BOONDECH,THA,79.7,,
82,HRITIK,MARNE,IND,80.6,,
83,AARON,PEÑARANDA,ECU,80.99,,
84,ALEXEY,PANFILOV,KAZ,82.24,,
85,PEDRO,EGG,BRA,83.0,,
86,MUHAMMET ALİ,KESKİN,TUR,85.69,,
86,WINAI,RUANGRIT,THA,85.69,,
88,JONAS,LEFFECK,BRA,85.96,,
89,KOSTIANTYN,PAVLENKO,UKR,86.22,,
90,DZMITRY,NIKANORAU,BLR,88.36,,
91,NICKOLAIE,RIVADENEIRA,ECU,88.75,,
92,MATIN,BAYAT,IRI,88.76,,
93,JOSHUA,BRUYNS,RSA,89.99,,
93,GAURAV,KUMAR,IND,89.99,,
95,TİMUR,TAŞ,TUR,93.22,,
96,YAROSLAV,TKACH,UKR,94.75,,
97,FERHAT,BEKMEZ,TUR,94.98,,
,PETER,KURIC,SVK,dns,,
,NIMROD,MARCUS,ISR,dns,,
