Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
49,RUSTAM,GELMANOV,RUS,26+  64. | 22+  24. [46.28],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
50,OBED,HARDMEIER,SUI,31+  46. | 21+  45. [47.24],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
51,MILAN,PRESKAR,SLO,21+  81. | 22+  24. [50.51],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
52,JAMES,POPE,GBR,33   30. | 8   79. [50.83],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
53,NICOLAS,COLLIN,BEL,29+  49. | 20+  52. [52.00],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
54,LUCAS,UCHIDA,CAN,33   30. | 7+  81. [52.09],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
55,FLORIAN,KLINGLER,AUT,29+  49. | 20   54. [52.74],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
56,MARCO,MÜLLER,SUI,31+  46. | 16.5+  57. [53.26],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
57,STEPHANE,HANSSENS,BEL,27   62. | 21+  45. [54.77],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
58,CAMPBELL,HARRISON,AUS,32+  36. | 8+  74. [54.79],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
59,JAKUB,KONECNY,CZE,32   44. | 9+  67. [54.81],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
60,CHRISTOPH,HANKE,GER,26   73. | 22   40. [55.94],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
61,PHILIPP,MARTIN,GER,26+  64. | 21+  45. [57.13],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
62,JOSH,LEVIN,USA,27+  58. | 19+  55. [57.47],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
63,JONATAN,FLOR VAZQUEZ,ESP,29   55. | 16.5+  57. [57.92],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
64,MICHAEL,PICCOLRUAZ,ITA,26+  64. | 20+  52. [59.75],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
65,MACIEJ,DOBRZANSKI,POL,26   73. | 21+  45. [59.80],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
66,MARTIN,TEKLES,GER,27+  58. | 16.5+  57. [60.25],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
67,VOJTECH,TROJAN,CZE,23+  78. | 21+  45. [61.38],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
68,SZYMON,PECIKIEWICZ,POL,26+  64. | 19+  55. [61.43],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
69,TIMOTHY,KANG,USA,19   88. | 21+  45. [64.99],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
70,KEITA,DOHI,JPN,27+  58. | 9   69. [65.00],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
70,JEROME,GONZÁLEZ GUTIÉRREZ,ESP,27+  58. | 9   69. [65.00],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
72,STEFANO,CARNATI,ITA,29+  49. | 7+  81. [65.58],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
73,SVEN,LEMPEREUR,BEL,26   73. | 16.5+  57. [67.41],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
74,DYLAN,CHUAT,SUI,26+  64. | 9+  67. [67.75],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
75,SÉBASTIEN,BERTHE,BEL,25+  77. | 16.5+  57. [68.53],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
76,ERIC,LOPEZ MATEOS,ESP,27   62. | 8+  74. [68.92],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
77,CESAR,GROSSO,BRA,23+  78. | 16.5+  57. [69.20],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
78,YUFEI,PAN,CHN,26+  64. | 9   69. [69.48],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
79,SERGII,TOPISHKO,UKR,20+  83. | 16.5+  57. [71.37],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
80,BITTOR,ESPARTA FRADE,ESP,26+  64. | 8+  74. [71.89],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
81,SERGIO,PASTOR MARTÍNEZ,ESP,20   85. | 16.5+  57. [72.01],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
82,OR,MINIELY,ISR,17   90. | 16.5+  57. [74.09],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
83,TOM,GAUQUELIN,FRA,26+  64. | 7+  81. [75.35],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
84,TOMAS,BINTER,CZE,21   82. | 9   69. [76.30],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
85,NAO,MONCHOIS,FRA,26+  64. | 7   87. [77.58],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
86,PHILIPP,GEISENHOFF,SUI,20+  83. | 8+  74. [79.66],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
87,RUBEN,FIRNENBURG,GER,26   73. | 7   87. [81.20],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
88,JULIEN,CLÉMENCE,SUI,17+  89. | 8+  74. [82.24],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
89,GALO,HERNANDEZ,ECU,19+  86. | 7+  81. [84.99],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
90,CARLOS FELIPE,GRANJA LOPEZ,ECU,19+  86. | 7   87. [87.49],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
91,STEFAN,BEDNAR,SVK,6+  91. | 7   87. [89.74],,,Villars_(SUI)_2018,6 July - 7 July 2018,Men
1,JANJA,GARNBRET,SLO,41+  9. | top  1. [4.50],46,44+,Villars_(SUI)_2018,6 July - 7 July 2018,Women
2,JESSICA,PILZ,AUT,42+  4. | 45+  3. [4.58],44+,42,Villars_(SUI)_2018,6 July - 7 July 2018,Women
3,JAIN,KIM,KOR,top  1. | 41+  17. [6.16],43,41+,Villars_(SUI)_2018,6 July - 7 July 2018,Women
4,MANON,HILY,FRA,42+  4. | 42+  10. [8.83],36+,36+,Villars_(SUI)_2018,6 July - 7 July 2018,Women
5,AKIYO,NOGUCHI,JPN,top  1. | top  1. [1.73],36+,35+,Villars_(SUI)_2018,6 July - 7 July 2018,Women
6,MIHO,NONAKA,JPN,40+  20. | 38+  26. [25.74],37+,32+,Villars_(SUI)_2018,6 July - 7 July 2018,Women
7,MEI,KOTAKE,JPN,40+  20. | 41+  17. [21.79],37,31+,Villars_(SUI)_2018,6 July - 7 July 2018,Women
8,ASHIMA,SHIRAISHI,USA,top  1. | 43   6. [3.87],35+,31+,Villars_(SUI)_2018,6 July - 7 July 2018,Women
9,TJASA,KALAN,SLO,41+  9. | 43   6. [10.06],35+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
9,ANNE-SOPHIE,KOLLER,SUI,41+  9. | 43   6. [10.06],35+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
9,VITA,LUKAN,SLO,41+  9. | 43   6. [10.06],35+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
12,JULIA,CHANOURDIE,FRA,41+  9. | 42+  10. [13.25],35+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
13,AYA,ONOE,JPN,41+  9. | 41+  17. [16.02],35+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
14,MIA,KRAMPL,SLO,40+  20. | 42+  10. [18.03],35+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
15,JULIA,FISER,AUT,40+  20. | 37+  28. [27.16],35,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
16,HANNAH,SCHUBERT,AUT,41+  9. | 42+  10. [13.25],34+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
17,TINA JOHNSEN,HAFSAAS,NOR,37   36. | 41+  17. [26.15],32+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
18,FUTABA,ITO,JPN,42+  4. | 43+  5. [5.48],30+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
19,MINA,MARKOVIC,SLO,41   19. | 45+  3. [8.15],29+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
20,CHRISTINE,SCHRANZ,AUT,40+  20. | 41+  17. [21.79],29+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
21,MICHELLE,HULLIGER,SUI,41+  9. | 42+  10. [13.25],29,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
22,YUKI,HIROSHIGE,JPN,42+  4. | 37+  28. [13.30],28+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
23,SEURAN,HAN,KOR,34+  39. | 42+  10. [23.64],28+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
24,STASA,GEJO,SRB,40+  20. | 37+  28. [27.16],28+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
25,PETRA,KLINGLER,SUI,41+  9. | 39   25. [18.37],26+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
26,IULIIA,PANTELEEVA,RUS,40+  20. | 41   22. [23.98],17+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
27,ANAK,VERHOEVEN,BEL,42+  4. | 42+  10. [8.83],14+,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
28,KATHARINA,POSCH,AUT,40+  20. | 36+  32. [28.28],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
29,MATHILDE,BECERRA,FRA,41+  9. | 21+  60. [28.46],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
30,MAGDALENA,RÖCK,AUT,36+  37. | 41   22. [29.37],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
31,EKATERINA,KIPRIIANOVA,RUS,40+  20. | 32+  36. [30.62],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
32,SALOMÉ,ROMAIN,FRA,34+  39. | 41   22. [31.45],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
33,NIKKI,VAN BERGEN,NED,39+  31. | 34+  33. [32.48],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
34,KATHERINE,CHOONG,SUI,34+  39. | 38+  26. [33.76],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
35,ZOÉ,EGLI,SUI,40+  20. | 28+  45. [33.91],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
35,IEVGENIIA,KAZBEKOVA,UKR,40+  20. | 28+  45. [33.91],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
37,LAMU,RENQING,CHN,38+  33. | 32+  36. [35.18],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
38,NOLWEN,BERTHIER,FRA,37+  35. | 32+  36. [36.23],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
39,MINSEON,KIM,KOR,34+  39. | 34+  33. [37.95],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
40,URSKA,REPUSIC,SLO,38   34. | 30+  43. [38.24],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
41,LANA,SKUSEK,SLO,34+  39. | 32+  36. [40.16],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
42,ELENA,KRASOVSKAIA,RUS,31+  48. | 33+  35. [41.20],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
43,GIORGIA,TESIO,ITA,39+  31. | 27   53. [41.24],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
44,SILVIA,CASSOL,ITA,36+  37. | 28+  45. [41.53],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
45,NOLWENN,ARC,FRA,34+  39. | 32   40. [41.73],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
45,HUNG YING,LEE,TPE,34+  39. | 32   40. [41.73],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
47,CLAUDIA,GHISOLFI,ITA,11   64. | 37+  28. [43.45],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
48,LAURA,ROGORA,ITA,34+  39. | 28   48. [45.67],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
49,EMILY,PHILLIPS,GBR,28+  51. | 31+  42. [46.28],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
50,JARA,SPÄTE,SUI,24+  54. | 29+  44. [48.74],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
51,ERINA,MIURA,JPN,31+  48. | 27+  50. [49.73],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
52,HELOÏSE,DOUMONT,BEL,34+  39. | 22+  59. [50.37],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
53,ALMA,BESTVATER,GER,29+  50. | 27+  50. [50.50],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
54,SOFYA,YOKOYAMA,SUI,22+  55. | 28   48. [51.88],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
55,CHLOE,CAULIER,BEL,26   53. | 27+  50. [51.99],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
56,CELINE,CUYPERS,BEL,26+  52. | 25   56. [53.96],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
57,EVGENIIA,MALAMID,RUS,22+  55. | 24+  57. [56.24],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
58,REBECCA,FRANGOS,CAN,21+  57. | 27   53. [56.44],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
58,ANDREA,KÜMIN,SUI,21+  57. | 27   53. [56.44],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
60,MARTINA,ZANETTI,ITA,21+  57. | 23   58. [58.50],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
61,MAGGIE,HAMMER,USA,21+  57. | 20+  61. [60.48],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
61,TIFFANY,MELIUS,AUS,21+  57. | 20+  61. [60.48],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
63,OLIVIA,CAMPTON-SMITH,AUS,21   62. | 20+  61. [62.00],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
64,ANDREA,ROJAS,ECU,20+  63. | 19   64. [63.50],,,Villars_(SUI)_2018,6 July - 7 July 2018,Women
1,STEFANO,GHISOLFI,ITA,39+  5. | 39+  14. [10.07],43+,top,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
2,JAKOB,SCHUBERT,AUT,top  1. | top  1. [4.18],50,48+,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
3,ALEXANDER,MEGOS,GER,top  1. | top  1. [4.18],45+,46+,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
4,DOMEN,SKOFIC,SLO,37+  14. | top  1. [13.10],33+,46+,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
5,WILLIAM,BOSI,GBR,37+  14. | 39   16. [19.80],33+,43+,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
6,SHUTA,TANAKA,JPN,37+  14. | top  1. [13.10],32,43+,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
7,TAISEI,HOMMA,JPN,39+  5. | 36+  22. [13.36],33,40+,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
8,SASCHA,LEHMANN,SUI,39+  5. | 25   58. [21.00],40,30+,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
9,JAKUB,KONECNY,CZE,37+  14. | 36+  22. [24.99],32,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
10,SEAN,BAILEY,USA,top  1. | 35+  33. [9.35],31+,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
11,FRANCESCO,VETTORATA,ITA,37+  14. | 36+  22. [24.99],31,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
12,TOMOA,NARASAKI,JPN,37+  14. | top  1. [13.10],30+,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
13,MARCELLO,BOMBARDI,ITA,37+  14. | 38   19. [22.14],30+,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
14,SEBASTIAN,HALENKE,GER,37+  14. | 36+  22. [24.99],30,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
15,YANNICK,FLOHÉ,GER,37+  14. | top  1. [13.10],29+,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
16,HANNES,PUMAN,SWE,38+  12. | 38+  17. [14.49],29+,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
17,KEITA,DOHI,JPN,35+  42. | top  1. [17.45],29+,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
18,HYUNBIN,MIN,KOR,37+  14. | 38   19. [22.14],29+,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
19,YUKI,HADA,JPN,38.5   11. | top  1. [8.77],29,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
20,KOKORO,FUJII,JPN,37+  14. | top  1. [13.10],28+,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
21,HANWOOL,KIM,KOR,37+  14. | 36+  22. [24.99],28+,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
22,YUVAL,SHEMLA,ISR,38.5+  10. | 38   19. [14.14],24,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
23,JAVIER,CANO BLAZQUEZ,ESP,39+  5. | 25   58. [21.00],24,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
24,LUKA,POTOCAR,SLO,39+  5. | top  1. [7.00],23+,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
25,SAM,AVEZOU,FRA,37+  14. | top  1. [13.10],23+,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
25,HIDEMASA,NISHIDA,JPN,37+  14. | top  1. [13.10],23+,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
27,ROMAIN,DESGRANGES,FRA,top  1. | 36+  22. [7.98],20,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
28,YOSHIYUKI,OGATA,JPN,37+  14. | top  1. [13.10],3,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
29,KAI,LIGHTNER,USA,38   13. | 25+  47. [26.00],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
30,JEREMY,BONDER,FRA,36+  38. | 38+  17. [26.12],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
31,THOMAS,JOANNES,FRA,37+  14. | 36   30. [27.56],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
32,GEORG,PARMA,AUT,37+  14. | 35+  33. [29.28],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
33,DIMITRI,VOGT,SUI,31+  57. | 39+  14. [29.37],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
34,JORG,VERHOEVEN,NED,37+  14. | 34   38. [30.71],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
35,LOÏC,TIMMERMANS,BEL,37+  14. | 29   40. [31.50],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
36,NAO,MONCHOIS,FRA,37+  14. | 25+  47. [35.69],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
37,MIKHAIL,CHERNIKOV,RUS,37   36. | 35+  33. [35.74],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
38,VLADISLAV,SHEVCHENKO,RUS,34   52. | 36+  22. [36.76],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
39,JAN,HOJER,GER,35   46. | 36   30. [37.76],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
40,SIMON,LORENZI,BEL,36   41. | 35+  33. [37.88],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
41,PIETRO,BIAGINI,ITA,34+  47. | 36   30. [38.97],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
42,PHILIPP,MARTIN,GER,37+  14. | 25   58. [39.29],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
43,CAMPBELL,HARRISON,AUS,36+  38. | 26+  43. [41.42],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
44,ARTHUR,GUINET,FRA,29+  70. | 36+  22. [42.25],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
45,MARTIN,BERGANT,SLO,37   36. | 25+  47. [43.57],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
46,ALBAN,LEVIER,FRA,35+  42. | 26+  43. [43.75],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
47,JERNEJ,KRUDER,SLO,35+  42. | 26   46. [44.73],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
48,RAMÓN,JULIAN PUIGBLANQUE,ESP,37+  14. | 17+  97. [50.11],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
49,RUDOLPH,RUANA,USA,34+  47. | 25+  47. [50.48],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
50,ERIC,LOPEZ MATEOS,ESP,30   66. | 34   38. [50.98],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
51,ARSÈNE,DUVAL,FRA,30   66. | 29   40. [52.29],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
52,MICHAEL,PICCOLRUAZ,ITA,31   63. | 26+  43. [53.07],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
53,YUFEI,PAN,CHN,36+  38. | 24+  69. [53.72],,,Chamonix_(FRA)_2018,11 July - 13 July 2018,Men
