Rank,Name,,Country,Qualification,Final
1,ALEKSANDRA,MIROSLAW,POL,7.285,7.31
2,ARIES,SUSANTI RAHAYU,INA,7.793,7.60
3,ANOUCK,JAUBERT,FRA,7.732,7.51
4,ANNA,TSYGANOVA,RUS,8.089,7.54
5,PATRYCJA,CHUDZIAK,POL,8.071,7.95
6,DI,NIU,CHN,8.287,8.81
7,AURELIA,SARISSON,FRA,8.233,10.56
8,ALEKSANDRA,KALUCKA,POL,8.291,fall
9,MINGWEI,NI,CHN,7.971,8.08
10,PEIYANG,TIAN,CHN,8.219,8.22
11,ELENA,TIMOFEEVA,RUS,7.960,8.67
12,ELIZAVETA,IVANOVA,RUS,7.774,8.98
13,IULIIA,KAPLINA,RUS,7.684,8.99
14,ANNA,BROZEK,POL,8.368,9.03
15,ANDREA,ROJAS,ECU,8.260,9.80
16,YILING,SONG,CHN,7.566,13.65
17,VICTOIRE,ANDRIER,FRA,8.405,
18,NATALIA,KALUCKA,POL,8.411,
19,NURUL,IQAMAH,INA,8.415,
20,EKATERINA,BARASHCHUK,RUS,8.490,
21,TETIANA,KOLKOTINA,UKR,8.587,
22,RONG,JIANG,CHN,8.664,
23,HUNG YING,LEE,TPE,8.693,
24,HAIMEI,QIU,CHN,8.755,
25,EMMA,HUNT,USA,8.759,
26,CUILIAN,HE,CHN,8.871,
27,MIHO,NONAKA,JPN,8.904,
28,ELENA,KRASOVSKAIA,RUS,9.095,
29,ALANNAH,YIP,CAN,9.449,
30,PETRA,KLINGLER,SUI,9.470,
31,OCEANIA,MACKENZIE,AUS,9.589,
32,SOL,SA,KOR,9.745,
33,JULIA,CHANOURDIE,FRA,9.805,
34,AKIYO,NOGUCHI,JPN,9.919,
35,VIKTORIIA,MESHKOVA,RUS,9.954,
36,IULIIA,PANTELEEVA,RUS,9.959,
37,YUETONG,ZHANG,CHN,10.012,
38,JESSICA,PILZ,AUT,10.084,
39,VALENTINA,AGUADO,ARG,10.109,
40,CHLOE,CAULIER,BEL,10.124,
41,SIENNA,KOPF,USA,10.362,
42,JAIN,KIM,KOR,10.504,
43,VIRGITA,NADYA PUTRI,INA,10.506,
44,LUCKA,RAKOVEC,SLO,10.574,
45,FANNY,GIBERT,FRA,10.723,
46,EMILY,PHILLIPS,GBR,10.731,
47,SANDRA,LETTNER,AUT,10.939,
48,MAO,NAKAMURA,JPN,10.962,
49,YUZHEN,BAIMA,CHN,10.966,
50,KATJA,DEBEVEC,SLO,11.096,
51,JANJA,GARNBRET,SLO,11.120,
52,LAURA,ROGORA,ITA,11.136,
53,SALSABILA,SALSABILA,INA,11.327,
54,TIFFANY,MELIUS,AUS,11.395,
55,ALEX,JOHNSON,USA,11.481,
56,HELOÏSE,DOUMONT,BEL,11.905,
57,MARGO,HAYES,USA,11.938,
58,CHOIRUL,UMI C,INA,12.124,
59,SARAH,TETZLAFF,NZL,12.171,
60,AI,MORI,JPN,12.309,
61,ANNE-SOPHIE,KOLLER,SUI,12.401,
62,IEVGENIIA,KAZBEKOVA,UKR,12.536,
63,ASHIMA,SHIRAISHI,USA,12.639,
64,JENNIFER,WOOD,GBR,13.070,
65,WAI-PING,YU,HKG,13.176,
66,VERA,ZIJLSTRA,NED,13.388,
67,GRACE,CROWLEY,AUS,14.878,
68,AMANDA,SPEED,NZL,23.211,
