Rank,Name,,Country,Qualification,Final
1,ALFIAN,MUHAMMAD FAJRI,INA,6.174,5.76
2,QIXIN,ZHONG,CHN,5.708,6.38
3,VLADISLAV,DEULIN,RUS,6.055,6.05
4,DANYIL,BOLDYREV,UKR,5.862,fall
5,MARCIN,DZIENSKI,POL,6.035,6.36
6,SERGEI,RUKIN,RUS,5.980,7.44
7,BASSA,MAWEM,FRA,5.793,false start
8,JOHN,BROSLER,USA,6.097,false start
9,ASPAR,ASPAR,INA,5.998,5.87
10,SEUNGBEOM,LEE,KOR,6.064,5.94
11,KOSTIANTYN,PAVLENKO,UKR,6.156,5.99
12,STANISLAV,KOKORIN,RUS,6.185,6.18
13,LONG,CAO,CHN,5.829,7.40
14,ALEKSANDR,SHIKOV,RUS,5.918,7.49
15,ALEKSANDR,SHILOV,RUS,5.975,7.89
16,DMITRII,TIMOFEEV,RUS,5.780,fall
17,CARLOS,GRANJA,ECU,6.202,
18,JAN,KRIZ,CZE,6.220,
19,PIERRE,REBREYEND,FRA,6.274,
20,ERIK,NOYA CARDONA,ESP,6.345,
21,MICKAEL,MAWEM,FRA,6.373,
22,JINBAO,LONG,CHN,6.375,
23,REZA,ALIPOUR SHENAZANDIFARD,IRI,6.428,
24,ARTEM,KHABIBULLIN,RUS,6.488,
25,TOMOA,NARASAKI,JPN,6.514,
26,GIAN LUCA,ZODDA,ITA,6.521,
27,NIKOLAI,IARILOVETS,RUS,6.534,
28,FATCHUR,ROJI,INA,6.570,
29,LEV,RUDATSKIY,RUS,6.636,
30,ZHIXING,CHEN,CHN,6.649,
31,ALMAZ,NAGAEV,RUS,6.698,
32,LUDOVICO,FOSSALI,ITA,6.725,
33,KOKORO,FUJII,JPN,6.741,
34,ALIMZHAN,MYRZABEKOV,KAZ,6.848,
35,SAM,AVEZOU,FRA,6.860,
36,LUKAS,KNAPP,AUT,6.864,
37,MANUEL,CORNU,FRA,6.921,
38,MATTHIAS,ERBER,AUT,6.945,
39,ALISHER,MURAT,KAZ,6.951,
40,JAN,HOJER,GER,6.986,
41,DANNY,VALENCIA,ECU,6.998,
42,RISHAT,KHAIBULLIN,KAZ,7.002,
43,KAI,HARADA,JPN,7.036,
44,ZACH,GALLA,USA,7.090,
45,MEICHI,NARASAKI,JPN,7.096,
46,WILLIAM,BOSI,GBR,7.254,
47,NATHANIEL,COLEMAN,USA,7.310,
48,JERNEJ,KRUDER,SLO,7.352,
49,JONGWON,CHON,KOR,7.372,
50,PEMA THENDUP,BHUTIA,IND,7.377,
51,HANWOOL,KIM,KOR,7.403,
52,REI,SUGIMOTO,JPN,7.407,
53,YANNICK,FLOHÉ,GER,7.443,
54,DOHYUN,LEE,KOR,7.525,
55,ALBERTO,GINÉS LÓPEZ,ESP,7.545,
56,SASCHA,LEHMANN,SUI,7.615,
57,FELIPE,HO FOGANHOLO,BRA,7.638,
58,GANESH,BHUJEL,IND,7.647,
59,MIKEL ASIER,LINACISORO MOLINA,ESP,7.721,
60,JAKOB,SCHUBERT,AUT,7.786,
61,RUDOLPH,RUANA,USA,7.885,
62,CESAR,GROSSO,BRA,7.929,
63,ADAM,ONDRA,CZE,8.006,
64,MARCELLO,BOMBARDI,ITA,8.078,
65,NIMROD,MARCUS,ISR,8.123,
66,JABEE,KIM,KOR,8.227,
67,GIGA,JANKHOTELI,GEO,8.233,
68,JAVIER,CANO BLAZQUEZ,ESP,8.443,
69,RONNY,ESCOBAR,CHI,8.447,
70,LUKA,POTOCAR,SLO,8.539,
71,BEN,ABEL,AUS,8.567,
72,EMILIO,RIOS,CHI,8.769,
73,FRANCESCO,VETTORATA,ITA,8.774,
74,PHILIPP,MARTIN,GER,8.774,
75,TIM,REUSER,NED,8.901,
76,CAMPBELL,HARRISON,AUS,8.968,
77,SIMÓN,PADIN,ARG,9.047,
78,CHRISTOPHER,COSSER,RSA,9.181,
79,BENJAMIN,VARGAS,CHI,9.288,
80,SEAN,MCCOLL,CAN,9.320,
81,BENJAMIN,AYALA,CHI,9.388,
82,STEFANO,GHISOLFI,ITA,9.523,
83,ALEXANDER,MEGOS,GER,9.669,
84,TOBIAS,PLANGGER,AUT,10.019,
85,HANNES,PUMAN,SWE,10.132,
86,JOSE MARIA,ALJARO,CHI,10.274,
87,HRITIK,MARNE,IND,10.293,
88,ROMAIN,DESGRANGES,FRA,10.338,
89,DAVID,BARRANS,GBR,10.539,
90,ANZE,PEHARC,SLO,10.593,
91,YUFEI,PAN,CHN,10.622,
92,JAKUB,KONECNY,CZE,11.992,
93,NICOLAS,COLLIN,BEL,12.067,
94,SOSO,GABULDANI,GEO,12.078,
95,AMIR,MAIMURATOV,KAZ,false start,
95,MICHAEL,PICCOLRUAZ,ITA,false start,
95,MARTIN,STRANIK,CZE,false start,
