Rank,Name,,Country,Qualification,Semi-Final,Final
1,CHAEHYUN,SEO,KOR,top  1. | top  1. [1.50],50,34+
2,YUETONG,ZHANG,CHN,36+  8. | 39+  4. [5.83],50,34+
3,JESSICA,PILZ,AUT,41+  4. | 26+  14. [11.12],50,34+
4,AI,MORI,JPN,35+  10. | 41+  3. [5.48],45,34+
5,ASHIMA,SHIRAISHI,USA,41+  4. | 36+  7. [6.18],42+,34+
6,MOLLY,THOMPSON-SMITH,GBR,24   54. | 36+  7. [21.91],42+,26+
7,LUCKA,RAKOVEC,SLO,42   3. | 26+  14. [9.08],49+,25+
8,NATSUKI,TANII,JPN,37+  7. | 26+  14. [13.87],52+,17+
9,JANJA,GARNBRET,SLO,top  1. | top  1. [1.50],42,
10,AKIYO,NOGUCHI,JPN,39+  6. | 37+  6. [6.00],41.5,
11,MIA,KRAMPL,SLO,36+  8. | 26+  14. [15.29],41+,
12,VITA,LUKAN,SLO,30+  14. | 26+  14. [22.86],40+,
13,CAMILLE,POUGET,FRA,30+  14. | 26+  14. [22.86],36+,
14,JULIA,CHANOURDIE,FRA,30   25. | 38+  5. [11.40],33,
15,CHRISTINE,SCHRANZ,AUT,33+  11. | 26+  14. [17.78],32+,
16,PETRA,KLINGLER,SUI,30+  14. | 26+  14. [22.86],32+,
16,MIHO,NONAKA,JPN,30+  14. | 26+  14. [22.86],32+,
18,MARGO,HAYES,USA,30+  14. | 26+  14. [22.86],32,
19,KATHARINA,POSCH,AUT,30   25. | 34+  12. [17.66],31+,
20,IEVGENIIA,KAZBEKOVA,UKR,33+  11. | 26+  14. [17.78],31+,
21,LUCE,DOUADY,FRA,27+  33. | 33+  13. [21.78],30+,
22,VIKTORIIA,MESHKOVA,RUS,30   25. | 35   11. [16.91],29+,
23,SHAUNA,COXSEY,GBR,27+  33. | 36+  7. [17.61],28+,
24,VALENTINA,AGUADO,ARG,29+  28. | 36+  7. [15.84],26+,
25,FUTABA,ITO,JPN,30+  14. | 26+  14. [22.86],26+,
26,HELOÏSE,DOUMONT,BEL,30+  14. | 26+  14. [22.86],21,
27,TJASA,KALAN,SLO,32+  13. | 25+  47. [26.37],,
28,BROOKE,RABOUTOU,USA,29+  28. | 26+  14. [28.48],,
28,LAURA,ROGORA,ITA,29+  28. | 26+  14. [28.48],,
30,NOLWENN,ARC,FRA,27+  33. | 26+  14. [31.68],,
30,NINA,ARTHAUD,FRA,27+  33. | 26+  14. [31.68],,
32,CHLOE,CAULIER,BEL,30+  14. | 25+  47. [31.88],,
32,KYRA,CONDIE,USA,30+  14. | 25+  47. [31.88],,
32,ANNE-SOPHIE,KOLLER,SUI,30+  14. | 25+  47. [31.88],,
35,MEI,KOTAKE,JPN,26+  42. | 26+  14. [34.39],,
35,ALANNAH,YIP,CAN,26+  42. | 26+  14. [34.39],,
37,JULIA,FISER,AUT,25+  45. | 26+  14. [36.33],,
37,LAN,KIM,KOR,25+  45. | 26+  14. [36.33],,
37,JOANNA,NEAME,GBR,25+  45. | 26+  14. [36.33],,
37,IVA,ONDRA,CZE,25+  45. | 26+  14. [36.33],,
41,SOL,SA,KOR,30+  14. | 24+  67. [36.73],,
42,SANDRA,LETTNER,AUT,29+  28. | 25+  47. [39.73],,
43,ANDREA,KÜMIN,SUI,27+  33. | 26   42. [40.07],,
44,CLAUDIA,GHISOLFI,ITA,22+  60. | 26+  14. [41.12],,
45,LUCIE,WATILLON,BEL,28+  32. | 25+  47. [41.38],,
46,ILARIA,SCOLARIS,ITA,20+  64. | 26+  14. [43.08],,
47,ELENA,KRASOVSKAIA,RUS,27+  33. | 25+  47. [44.19],,
48,MICHELLE,HULLIGER,SUI,19+  74. | 26+  14. [45.26],,
49,ANDREA,ROJAS,ECU,25+  45. | 26   42. [45.96],,
50,VANDA,MICHALKOVA,SVK,27   41. | 25+  47. [46.83],,
51,SILVIA,CASSOL,ITA,17+  79. | 26+  14. [47.63],,
52,NIKKI,VAN BERGEN,NED,25+  45. | 25+  47. [50.68],,
53,TINA JOHNSEN,HAFSAAS,NOR,27+  33. | 24+  67. [50.91],,
53,OCEANIA,MACKENZIE,AUS,27+  33. | 24+  67. [50.91],,
55,KATHERINE,CHOONG,SUI,22+  60. | 26   42. [52.02],,
56,LYNN,VAN DER MEER,NED,26+  42. | 25   61. [52.25],,
57,MAGDALENA,RÖCK,AUT,26+  14. [52.31],,
58,KAJSA,ROSEN,SWE,24+  52. | 25+  47. [53.00],,
59,AFRA,HÖNIG,GER,24   54. | 25+  47. [54.98],,
60,URSKA,REPUSIC,SLO,20   72. | 26   42. [56.48],,
61,ALEJANDRA,CONTRERAS,CHI,22+  60. | 25+  47. [57.36],,
62,ALLISON,VEST,CAN,24+  52. | 25   61. [57.74],,
63,IULIIA,PANTELEEVA,RUS,25+  45. | 24+  67. [58.38],,
64,NOLWEN,BERTHIER,FRA,24   54. | 25   61. [59.90],,
64,RONG,JIANG,CHN,24   54. | 25   61. [59.90],,
64,EMILY,PHILLIPS,GBR,24   54. | 25   61. [59.90],,
67,LÉA,DELACQUIS,FRA,20+  64. | 25+  47. [60.09],,
68,NANAKO,KURA,JPN,24   54. | 24+  67. [63.34],,
69,ROXANA,WIENAND,GER,7+  97. | 26   42. [65.83],,
70,REBECCA,FRANGOS,CAN,20+  64. | 24+  67. [69.23],,
70,ROMY,FUCHS,GER,20+  64. | 24+  67. [69.23],,
70,FITRIA,HARTANI,INA,20+  64. | 24+  67. [69.23],,
73,SOPHIE,BUITENDYK,CAN,20+  64. | 24   76. [71.62],,
74,ELISKA,ADAMOVSKA,CZE,17+  79. | 25   61. [72.38],,
75,RHOSLYN,FRUGTNIET,GBR,22+  60. | 19+  86. [72.73],,
76,BRÉANNE,ROBERT,FRA,25+  47. [72.96],,
77,MICHAELA,SMETANOVA,CZE,20+  64. | 20+  81. [74.40],,
78,HUNG YING,LEE,TPE,18   78. | 24+  67. [74.42],,
79,MARIA,BENACH ZUBERO,ESP,20   72. | 21   79. [75.92],,
80,ANOUCK,JAUBERT,FRA,18+  77. | 22   77. [77.00],,
81,LÉNA,GROSPIRON,FRA,20+  64. | 17   87. [77.73],,
82,HANNAH,SCHUBERT,AUT,19   76. | 20   84. [80.14],,
83,RUT,MONSECH GASCA,ESP,17+  79. | 21+  78. [80.22],,
84,BIANCA,DE MAGALHAES DE CASTRO,BRA,19+  74. | 17   87. [81.66],,
85,LISA-MARIE,KVANDAHL,NOR,17+  79. | 20+  81. [82.25],,
86,LUCINDA ANN,TURNBULL,AUS,17+  79. | 20   84. [83.49],,
87,TAMARA,ULZHABAYEVA,KAZ,15+  89. | 21   79. [84.59],,
88,SIENNA,KOPF,USA,16+  88. | 20+  81. [84.95],,
89,ELISKA,NOVOTNA,CZE,17+  79. | 17   87. [85.93],,
90,INDIANA,CHAPMAN,CAN,17+  79. | 16+  93. [88.06],,
90,NATALIA,KALUCKA,POL,17+  79. | 16+  93. [88.06],,
92,NURUL,IQAMAH,INA,17   87. | 17   87. [88.24],,
93,SABINA,VECEROVA,CZE,15+  89. | 17   87. [89.75],,
94,LUCIA,DÖRFFEL,GER,13   95. | 17   87. [92.45],,
95,NITSA,TVAURI,GEO,15+  89. | 16   96. [93.67],,
96,ARIES,SUSANTI RAHAYU,INA,14   92. | 16   96. [94.71],,
97,ASSEL,MARLENOVA,KAZ,13   95. | 16+  93. [94.75],,
98,AMANDA,SPEED,NZL,13+  93. | 16   96. [95.48],,
99,ROXY,PERRY,AUS,13+  93. | 14   101. [97.18],,
100,RACHELLE,DE CHARMOY,RSA,7+  97. | 16   96. [98.00],,
101,MUYKUAY,SILVA,CHI,15   100. [99.75],,
102,SARAH,TETZLAFF,NZL,7+  97. | 13+  102. [100.23],,
103,JENNIFER MARIE,DE LA TORRE,MEX,7+  97. | 9+  103. [100.72],,
