Rank,Name,,Country,Qualification,Final
1,DMITRII,TIMOFEEV,RUS,5.683,5.59
2,BASSA,MAWEM,FRA,5.769,5.81
3,LUDOVICO,FOSSALI,ITA,6.182,5.85
4,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.657,6.43
5,VLADISLAV,DEULIN,RUS,5.932,5.843
6,KOSTIANTYN,PAVLENKO,UKR,5.964,5.848
7,JAN,KRIZ,CZE,6.059,5.92
8,ZHIXING,CHEN,CHN,5.820,8.27
9,FATCHUR,ROJI,INA,6.112,6.00
10,ALFIAN,MUHAMMAD FAJRI,INA,5.812,6.06
11,PENGHUI,LIN,CHN,6.028,6.11
12,ARSENII,BOGOMOLOV,RUS,6.053,6.12
13,MARCIN,DZIENSKI,POL,6.179,6.20
14,ALEKSANDR,SHILOV,RUS,6.138,6.44
15,ASPAR,ASPAR,INA,5.598,7.09
16,ZHIYONG,OU,CHN,6.054,8.35
17,JOHN,BROSLER,USA,6.225,
18,GIAN LUCA,ZODDA,ITA,6.227,
19,CARLOS,GRANJA,ECU,6.251,
20,JINBAO,LONG,CHN,6.296,
21,LIANG,ZHANG,CHN,6.319,
22,SERGEI,LUZHETSKII,RUS,6.523,
23,MICKAEL,MAWEM,FRA,6.572,
24,QIXIN,ZHONG,CHN,6.612,
25,SHUO,XU,CHN,6.627,
26,ZHAXI,BIANBA,CHN,6.631,
27,KOKORO,FUJII,JPN,6.644,
28,LONG,CAO,CHN,6.668,
29,MICHAEL,PICCOLRUAZ,ITA,6.728,
30,MANUEL,CORNU,FRA,6.752,
31,JAN,HOJER,GER,6.812,
32,DANNY,VALENCIA,ECU,6.882,
33,CHEUNG-CHI SHOJI,CHAN,HKG,6.893,
34,NICOLAS,COLLIN,BEL,6.979,
35,YUFEI,PAN,CHN,7.005,
36,MEICHI,NARASAKI,JPN,7.094,
37,WILLIAM,BOSI,GBR,7.095,
38,JAKOB,SCHUBERT,AUT,7.115,
39,HANWOOL,KIM,KOR,7.135,
40,CHI-FUNG,AU,HKG,7.151,
41,SEAN,MCCOLL,CAN,7.162,
42,KAI,HARADA,JPN,7.232,
43,ODE RIFALDI,RIDJAYA,INA,7.266,
44,NATHANIEL,COLEMAN,USA,7.324,
45,YANNICK,FLOHÉ,GER,7.363,
46,JONGWON,CHON,KOR,7.466,
47,JERNEJ,KRUDER,SLO,7.517,
48,SASCHA,LEHMANN,SUI,7.533,
49,GEORG,PARMA,AUT,7.590,
50,WILLIAM,RIDAL,GBR,7.634,
51,NIKOLAI,IARILOVETS,RUS,7.719,
52,SIMON,LORENZI,BEL,7.789,
53,LEO,AVEZOU,FRA,7.794,
54,TOMOA,NARASAKI,JPN,7.798,
55,RUDOLPH,RUANA,USA,7.817,
56,MARCELLO,BOMBARDI,ITA,7.981,
57,SEAN,BAILEY,USA,8.035,
58,ALEX,KHAZANOV,ISR,8.049,
59,LOÏC,TIMMERMANS,BEL,8.155,
60,HEI-YEUNG,LAM,HKG,8.178,
61,LASA,TEMI,INA,8.182,
62,RAM,LEVIN,ISR,8.190,
63,NIMROD,MARCUS,ISR,8.270,
64,STEFANO,GHISOLFI,ITA,8.274,
65,ZACH,GALLA,USA,8.290,
66,SERGII,TOPISHKO,UKR,8.378,
67,ALBAN,LEVIER,FRA,8.389,
68,ANZE,PEHARC,SLO,8.540,
69,HANNES,PUMAN,SWE,8.624,
70,PHILIPP,MARTIN,GER,8.662,
71,FRANCESCO,VETTORATA,ITA,8.732,
72,SERGEI,SKORODUMOV,RUS,9.126,
73,SAM,LAVENDER,AUS,9.137,
74,NED,MIDDLEHURST,AUS,9.289,
75,FEDIR,SAMOILOV,UKR,9.291,
76,YUVAL,SHEMLA,ISR,9.394,
77,GEORGE,SANDERS,NZL,9.526,
78,DAVID,BARRANS,GBR,9.688,
79,KEITA,DOHI,JPN,9.892,
80,HRITIK,MARNE,IND,10.137,
81,ALEXANDER,MEGOS,GER,10.233,
82,VADIM,TIMONOV,RUS,11.173,
83,THOMAS,WALDIN,NZL,11.383,
84,KRISTOFFER,LINDBÄCK,SWE,11.865,
85,GUILLAUME,MORO,FRA,false start,
