Rank,Name,,Country,Qualification,Semi-Final,Final
1,JAKOB,SCHUBERT,AUT,3t4z 6 4,3t4z 4 6,3t4z 7 8
2,ADAM,ONDRA,CZE,4t5z 10 11,4t4z 8 8,3t3z 3 3
3,JAN,HOJER,GER,4t5z 9 8,3t4z 4 5,2t4z 4 14
4,ALEKSEY,RUBTSOV,RUS,4t4z 8 7,2t4z 2 10,2t3z 5 6
5,ANZE,PEHARC,SLO,4t5z 6 11,3t4z 7 14,1t4z 3 6
6,JONGWON,CHON,KOR,4t4z 13 12,3t4z 3 6,1t3z 5 9
7,TIM,REUSER,NED,3t4z 7 7,2t4z 4 8,
8,GREGOR,VEZONIK,SLO,4t5z 15 9,2t4z 4 10,
9,MICHAEL,PICCOLRUAZ,ITA,3t4z 7 12,2t4z 6 6,
10,ALEXANDER,MEGOS,GER,3t5z 7 6,2t4z 11 13,
11,JERNEJ,KRUDER,SLO,3t4z 3 4,1t4z 1 5,
12,YUFEI,PAN,CHN,3t5z 9 15,1t4z 3 25,
13,NICOLAI,UZNIK,AUT,3t4z 5 7,1t3z 1 5,
14,NATHAN,PHILLIPS,GBR,3t4z 4 9,1t3z 4 7,
15,YOSHIYUKI,OGATA,JPN,4t5z 12 17,1t2z 3 3,
16,WILLIAM,RIDAL,GBR,2t5z 4 12,1t2z 3 5,
17,YUJI,INOUE,JPN,4t5z 15 18,0t3z 0 7,
18,TOMOAKI,TAKATA,JPN,4t5z 10 11,0t3z 0 10,
19,ALBAN,LEVIER,FRA,2t5z 3 9,0t3z 0 13,
20,TAISEI,ISHIMATSU,JPN,3t4z 10 10,0t3z 0 16,
21,ALEX,KHAZANOV,ISR,3t4z 13 14,,
21,SEAN,MCCOLL,CAN,2t4z 3 12,,
23,GHOLAMALI,BARATZADEH,IRI,2t4z 4 9,,
23,PHILIPP,MARTIN,GER,3t4z 14 13,,
25,SERGEI,SKORODUMOV,RUS,2t4z 5 5,,
25,KEITA,WATABE,JPN,3t3z 5 4,,
27,SERGII,TOPISHKO,UKR,3t3z 7 7,,
27,LUCAS,UCHIDA,CAN,2t4z 6 12,,
29,ALFONS,DORNAUER,AUT,2t4z 2 17,,
29,KEVIN,HEINIGER,SUI,2t3z 6 12,,
31,MICKAEL,MAWEM,FRA,2t3z 9 8,,
31,LUKA,POTOCAR,SLO,2t4z 5 19,,
33,ALBERTO,GINÉS LÓPEZ,ESP,2t4z 9 19,,
33,CHRISTOPH,SCHWEIGER,GER,2t3z 10 11,,
35,WILLIAM,BOSI,GBR,1t4z 1 12,,
35,MAX,KLEESATTEL,GER,2t3z 4 3,,
37,ALEXANDER,AVERDUNK,GER,2t3z 4 6,,
37,HANNES,PUMAN,SWE,1t4z 2 9,,
39,KIM,MARSCHNER,GER,2t3z 4 8,,
39,SOYA,SHIMADA,JPN,1t4z 2 10,,
41,MARCELLO,BOMBARDI,ITA,2t3z 5 7,,
41,YANNICK,FLOHÉ,GER,1t3z 1 3,,
43,DAVID,BARRANS,GBR,1t3z 1 6,,
43,THILO JELDRIK,SCHRÖTER,NOR,2t3z 5 10,,
43,MARTIN,STRANIK,CZE,2t3z 5 10,,
46,ZAN,LOVENJAK SUDAR,SLO,1t3z 2 8,,
47,NIKOLAI,IARILOVETS,RUS,1t3z 3 3,,
47,JAN-LUCA,POSCH,AUT,2t3z 6 5,,
49,SAM,AVEZOU,FRA,2t3z 11 13,,
49,ZACH,GALLA,USA,1t3z 3 8,,
49,FEDIR,SAMOILOV,UKR,2t3z 11 13,,
52,CHEUK-HEI,HO,HKG,1t3z 4 21,,
53,LEO,AVEZOU,FRA,2t2z 2 2,,
53,SEAN,BAILEY,USA,1t3z 5 8,,
53,FLORIAN,KLINGLER,AUT,2t2z 2 2,,
56,LOÏC,TIMMERMANS,BEL,1t3z 7 17,,
57,STEFANO,GHISOLFI,ITA,1t2z 2 3,,
57,GEORG,PARMA,AUT,1t3z 1 11,,
59,JOSH,LEVIN,USA,1t2z 2 4,,
59,JAMES,POPE,GBR,1t3z 4 7,,
61,NIMROD,MARCUS,ISR,1t3z 5 8,,
61,MAX,PRINZ,GER,1t2z 3 4,,
63,TAMÁS,FARKAS,HUN,1t3z 5 18,,
63,OR,MINIELY,ISR,1t2z 3 5,,
65,ELIAS,ARRIAGADA KRÜGER,GER,1t2z 3 12,,
65,JAKUB,KONECNY,CZE,1t2z 3 4,,
67,NINO,GRÜNENFELDER,SUI,1t2z 7 7,,
67,RAM,LEVIN,ISR,1t2z 3 9,,
69,BJØRN,ARNEL IISAGER,DEN,1t2z 5 6,,
69,CESAR,GROSSO,BRA,1t1z 4 4,,
71,NILS,FAVRE,SUI,1t2z 5 8,,
71,STEPAN,VOLF,CZE,1t1z 5 5,,
73,BENJAMIN,BLASER,SUI,0t4z 0 32,,
73,FREDRIK,SERLACHIUS,SWE,1t2z 6 5,,
75,MARK,BRAND,NED,1t1z 1 1,,
75,VLADISLAV,BUDNIK,RUS,0t3z 0 6,,
75,ROMAN,KUCERA,CZE,1t1z 1 1,,
78,FELIPE,HO FOGANHOLO,BRA,0t2z 0 3,,
79,NICOLAS,COLLIN,BEL,1t1z 2 2,,
79,JASON,HOLOWACH,CAN,0t2z 0 4,,
81,ALEJANDRO,CRESPO COBOS,ESP,1t1z 4 3,,
81,ELKO,SCHELLINGERHOUT,NED,1t1z 4 3,,
81,SAMUEL,WINGARDH,SWE,0t2z 0 5,,
84,CHI-FUNG,AU,HKG,0t2z 0 8,,
85,YARDEN,PILPEL,ISR,0t2z 0 16,,
85,JAKUB JIRI,SVUB,SVK,1t1z 5 3,,
87,RASMUS,HÜDSI,EST,0t2z 0 17,,
87,MATIC,KOTAR,SLO,0t3z 0 21,,
89,JAVIER,CANO BLAZQUEZ,ESP,0t1z 0 3,,
89,ROMAIN,DESGRANGES,FRA,0t2z 0 15,,
91,BOHDAN,BOTNAR,UKR,0t1z 0 1,,
91,JOSHUA,DAMASCO,AUS,0t1z 0 1,,
91,MYKHAYIL,TKACHUK,UKR,0t1z 0 4,,
94,LUDOVICO,FOSSALI,ITA,0t1z 0 5,,
94,MARKUS,MUINONEN,FIN,0t1z 0 5,,
94,THOMAS,SALAKENOS,BEL,0t1z 0 5,,
97,IONUT-COSMIN,ATOMEI,ROU,0t1z 0 2,,
97,DYLAN,BARKS,USA,0t1z 0 2,,
99,CHRISTOPHER,COSSER,RSA,0t1z 0 3,,
99,VICTOR,SEBROS,GRE,0t1z 0 6,,
99,ALEKSANDR,SHIKOV,RUS,0t1z 0 6,,
99,FREDERIK,VIBERG CHRISTIANSEN,DEN,0t1z 0 6,,
103,STEFAN,BEDNAR,SVK,0t1z 0 6,,
104,THEIS LINDEGREN,ELFENBEIN,DEN,0t1z 0 7,,
105,ARNAUD,ANSION,BEL,0t0z 0 0,,
105,VLAD,CRISTIAN,ROU,0t0z 0 0,,
105,TOMMI,HAAPALA,FIN,0t0z 0 0,,
105,MILOS,NEMY,SVK,0t1z 0 8,,
105,SARUNAS,OBERAUSKAS,LTU,0t0z 0 0,,
105,SERGIO,PASTOR MARTÍNEZ,ESP,0t0z 0 0,,
105,ORFEAS,TSIAOUSIS,GRE,0t0z 0 0,,
105,MATTHAIOS,VALSAMIDIS,GRE,0t0z 0 0,,
113,THEOFANIS-ERMIS,THEOCHAROPOULOS,GRE,0t1z 0 9,,
114,RONNY,ESCOBAR,CHI,0t1z 0 13,,
115,CRISTIAN,LANUZA,GUA,0t0z 0 0,,
115,MAKSIM,LIND,EST,0t0z 0 0,,
115,KEIT,NURGA,EST,0t0z 0 0,,
115,TOMI,SALO,FIN,0t0z 0 0,,
115,DAVID,ZAVACKY,SVK,0t0z 0 0,,
