Rank,Name,,Country,Qualification,Final
1,ALEKSANDR,SHIKOV,RUS,5.630,5.54
2,DMITRII,TIMOFEEV,RUS,5.716,fall
3,JAN,KRIZ,CZE,6.040,7.76
4,BASSA,MAWEM,FRA,5.686,fall
5,VLADISLAV,DEULIN,RUS,5.956,5.75
6,DANYIL,BOLDYREV,UKR,5.964,6.01
7,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.923,false start
8,QIXIN,ZHONG,CHN,5.873,fall
9,LUDOVICO,FOSSALI,ITA,6.142,5.86
10,LEV,RUDATSKIY,RUS,5.803,6.30
11,JINBAO,LONG,CHN,5.755,6.55
12,LONG,CAO,CHN,5.799,6.97
13,ALEKSANDR,SHILOV,RUS,6.099,7.36
14,RISHAT,KHAIBULLIN,KAZ,6.149,7.49
15,SEUNGBEOM,LEE,KOR,5.871,fall
16,SERGEI,RUKIN,RUS,5.909,false start
17,MARCIN,DZIENSKI,POL,6.170,
18,STANISLAV,KOKORIN,RUS,6.199,
19,KOSTIANTYN,PAVLENKO,UKR,6.245,
20,ALFIAN,MUHAMMAD FAJRI,INA,6.252,
21,ZHIXING,CHEN,CHN,6.280,
22,MANUEL,CORNU,FRA,6.388,
23,PIERRE,REBREYEND,FRA,6.391,
24,CARLOS,GRANJA,ECU,6.430,
25,ERIK,NOYA CARDONA,ESP,6.492,
26,KOKORO,FUJII,JPN,6.497,
27,GIAN LUCA,ZODDA,ITA,6.503,
28,TOMOA,NARASAKI,JPN,6.562,
29,NIKOLAI,IARILOVETS,RUS,6.564,
30,ARTEM,KHABIBULLIN,RUS,6.650,
31,JAN,HOJER,GER,6.671,
32,LUKAS,KNAPP,AUT,6.721,
33,KAI,HARADA,JPN,6.753,
34,YUFEI,PAN,CHN,6.798,
35,MICHAEL,PICCOLRUAZ,ITA,6.987,
36,WILLIAM,BOSI,GBR,7.072,
37,NATHANIEL,COLEMAN,USA,7.114,
38,CHI-FUNG,AU,HKG,7.136,
39,CESAR,GROSSO,BRA,7.149,
40,MEICHI,NARASAKI,JPN,7.204,
41,JAKOB,SCHUBERT,AUT,7.268,
42,JONGWON,CHON,KOR,7.282,
43,ZACH,GALLA,USA,7.377,
44,DANNY,VALENCIA,ECU,7.463,
45,RUDOLPH,RUANA,USA,7.464,
46,REI,SUGIMOTO,JPN,7.479,
47,SEAN,MCCOLL,CAN,7.694,
48,MICKAEL,MAWEM,FRA,7.713,
49,MIKEL ASIER,LINACISORO MOLINA,ESP,7.753,
50,DOHYUN,LEE,KOR,7.788,
51,JERNEJ,KRUDER,SLO,7.804,
52,STEFANO,GHISOLFI,ITA,7.849,
53,SIMON,LORENZI,BEL,7.864,
54,NIMROD,MARCUS,ISR,8.038,
55,TOBIAS,PLANGGER,AUT,8.062,
56,RAM,LEVIN,ISR,8.095,
57,CHRISTOPHER,COSSER,RSA,8.115,
58,HANWOOL,KIM,KOR,8.173,
59,FRANCESCO,VETTORATA,ITA,8.197,
60,ALBERTO,GINÉS LÓPEZ,ESP,8.285,
61,ANZE,PEHARC,SLO,8.324,
62,ALEXANDER,MEGOS,GER,8.329,
63,YANNICK,FLOHÉ,GER,8.346,
64,LEO,AVEZOU,FRA,8.357,
65,MATTHIAS,ERBER,AUT,8.455,
66,JABEE,KIM,KOR,8.519,
67,JOHN,BROSLER,USA,8.540,
68,JAVIER,CANO BLAZQUEZ,ESP,8.778,
69,MARCELLO,BOMBARDI,ITA,8.789,
70,LUKA,POTOCAR,SLO,8.834,
71,TIM,REUSER,NED,8.843,
72,RONNY,ESCOBAR,CHI,8.858,
73,SEAN,BAILEY,USA,9.238,
74,AMIR,MAIMURATOV,KAZ,9.691,
75,CAMPBELL,HARRISON,AUS,9.795,
76,SIMÓN,PADIN,ARG,10.078,
77,DOMEN,SKOFIC,SLO,10.149,
78,JAKUB,KONECNY,CZE,10.594,
79,JOSE MARIA,ALJARO,CHI,10.722,
80,NICOLAS,COLLIN,BEL,12.071,
81,ASPAR,ASPAR,INA,false start,
81,DMITRII,FAKIRIANOV,RUS,fall,
81,FATCHUR,ROJI,INA,false start,
81,MARTIN,STRANIK,CZE,false start,
