Rank,Name,,Country,Qualification,Final
1,YILING,SONG,CHN,7.842,wildcard
2,ELIZAVETA,IVANOVA,RUS,7.824,false start
3,ALEKSANDRA,KALUCKA,POL,8.161,7.66
4,ARIES,SUSANTI RAHAYU,INA,7.885,fall
5,ANNA,BROZEK,POL,8.493,7.97
6,ANDREA,ROJAS,ECU,8.538,8.31
7,PATRYCJA,CHUDZIAK,POL,8.204,8.34
8,MARIIA,KRASAVINA,RUS,8.203,8.54
9,NURUL,IQAMAH,INA,8.719,8.35
10,ELENA,REMIZOVA,RUS,8.667,8.36
11,MINGWEI,NI,CHN,8.680,9.03
12,ALEXANDRA,ELMER,AUT,9.002,9.03
13,CAPUCINE,VIGLIONE,FRA,8.937,9.09
14,KSENIIA,PETROVA,RUS,8.508,9.28
15,DI,NIU,CHN,8.780,9.67
16,ANOUCK,JAUBERT,FRA,8.886,fall
17,ASSEL,MARLENOVA,KAZ,9.203,
18,EKATERINA,BARASHCHUK,RUS,9.221,
19,NATALIA,KALUCKA,POL,9.233,
20,ELENA,KRASOVSKAIA,RUS,9.247,
21,ELISABETTA,DALLA BRIDA,ITA,9.268,
22,KYRA,CONDIE,USA,9.298,
23,RONG,JIANG,CHN,9.308,
24,HUNG YING,LEE,TPE,9.387,
25,FUTABA,ITO,JPN,9.391,
26,ALANNAH,YIP,CAN,9.477,
27,SIENNA,KOPF,USA,9.496,
28,OCEANIA,MACKENZIE,AUS,9.532,
29,MIHO,NONAKA,JPN,9.540,
30,JANJA,GARNBRET,SLO,9.616,
31,ROMANE,FONTELAYE,FRA,9.620,
32,JULIA,CHANOURDIE,FRA,9.657,
33,PETRA,KLINGLER,SUI,9.681,
34,ELENA,TIMOFEEVA,RUS,9.723,
35,SOL,SA,KOR,9.746,
36,FARNAZ,ESMAEILZADEH,IRI,9.801,
37,AKIYO,NOGUCHI,JPN,9.832,
38,SHAUNA,COXSEY,GBR,9.844,
39,JESSICA,PILZ,AUT,9.914,
40,ALEJANDRA,CONTRERAS,CHI,9.941,
41,BROOKE,RABOUTOU,USA,10.099,
42,CHLOE,CAULIER,BEL,10.153,
43,VICTOIRE,ANDRIER,FRA,10.173,
44,IULIIA,PANTELEEVA,RUS,10.246,
45,SANDRA,LETTNER,AUT,10.256,
46,HANA,KRIZOVA,CZE,10.338,
47,NANAKO,KURA,JPN,10.715,
48,VALENTINA,AGUADO,ARG,10.909,
49,AURELIA,SARISSON,FRA,11.122,
50,SOFYA,YOKOYAMA,SUI,11.387,
51,LAURA,ROGORA,ITA,11.472,
52,EMILY,PHILLIPS,GBR,11.523,
53,FITRIA,HARTANI,INA,11.562,
54,URSKA,REPUSIC,SLO,11.907,
55,CHAEHYUN,SEO,KOR,12.076,
56,LUCIE,WATILLON,BEL,12.096,
57,MARGO,HAYES,USA,12.130,
58,MUYKUAY,SILVA,CHI,12.142,
59,SARAH,TETZLAFF,NZL,12.295,
60,LAN,KIM,KOR,12.648,
61,HELOÏSE,DOUMONT,BEL,12.743,
62,MIA,KRAMPL,SLO,12.788,
63,MOLLY,THOMPSON-SMITH,GBR,12.912,
64,AI,MORI,JPN,13.057,
65,YUETONG,ZHANG,CHN,13.435,
66,ASHIMA,SHIRAISHI,USA,13.481,
67,REBECCA,FRANGOS,CAN,13.699,
68,NITSA,TVAURI,GEO,13.704,
69,AFRA,HÖNIG,GER,13.734,
70,JENNIFER MARIE,DE LA TORRE,MEX,13.790,
71,MARIA,BENACH ZUBERO,ESP,13.800,
72,RUT,MONSECH GASCA,ESP,13.889,
73,MARGARITA,AGAMBAYEVA,KAZ,14.151,
74,VITA,LUKAN,SLO,14.593,
75,VANDA,MICHALKOVA,SVK,14.948,
76,BIANCA,MAGALHAES DE CASTRO,BRA,15.246,
77,RACHELLE,DE CHARMOY,RSA,15.304,
78,AMANDA,SPEED,NZL,15.930,
79,GRACE,CROWLEY,AUS,16.726,
80,LUCINDA ANN,STIRLING,AUS,17.209,
81,AZAM,KARAMI,IRI,false start,
81,KOBRA,LAKZAIIFAR,IRI,fall,
81,TAMARA,ULZHABAYEVA,KAZ,false start,
