Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,ALBAN,LEVIER,FRA,4t7 5b13,2t3 3b4,3t6 4b5,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
2,NATHANIEL,COLEMAN,USA,3t4 4b5,2t5 3b5,3t9 4b8,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
3,ADAM,ONDRA,CZE,4t10 5b8,2t3 3b10,2t3 3b3,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
4,KOKORO,FUJII,JPN,4t6 4b4,2t3 2b2,2t4 3b3,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
5,MANUEL,CORNU,FRA,4t25 4b18,2t5 3b5,1t1 3b3,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
6,JONGWON,CHON,KOR,5t10 5b9,2t3 2b2,1t3 2b3,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
7,JEREMY,BONDER,FRA,4t6 4b6,2t3 3b4,0t 2b4,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
8,ANDRZEJ,MECHERZYNSKI-WIKTOR,POL,3t3 4b4,1t1 4b9,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
9,MATHIAS,CONRAD,GER,3t4 4b5,1t1 4b11,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
10,GUILLAUME,GLAIRON MONDET,FRA,3t4 4b4,1t1 3b4,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
11,JERNEJ,KRUDER,SLO,4t9 5b11,1t1 3b7,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
11,DOMEN,SKOFIC,SLO,4t13 4b12,1t1 3b7,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
13,JAKOB,SCHUBERT,AUT,4t5 4b4,1t1 3b9,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
14,MICKAEL,MAWEM,FRA,4t7 5b6,1t1 2b2,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
14,YOSHIYUKI,OGATA,JPN,4t8 4b6,1t1 2b2,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
14,STEFAN,SCARPERI,ITA,3t3 4b4,1t1 2b2,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
17,SEAN,MCCOLL,CAN,4t9 4b8,1t1 2b3,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
18,ALFONS,DORNAUER,AUT,4t10 4b7,1t2 3b5,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
19,REI,SUGIMOTO,JPN,4t6 4b4,1t2 3b7,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
20,JASON,HOLOWACH,CAN,4t12 4b8,1t2 2b4,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
21,BENJAMIN,BLASER,SUI,3t7 3b3,0t 2b4,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
22,MICHAEL,PICCOLRUAZ,ITA,3t8 5b9,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
23,DAVID,BARRANS,GBR,3t8 5b11,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
23,NICKY,DE LEEUW,NED,3t10 4b6,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
23,JAMES,KASSAY,AUS,3t10 4b6,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
26,SHAWN,RABOUTOU,USA,3t9 4b15,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
27,JAN,HOJER,GER,3t10 3b4,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
27,MARTIN,STRANIK,CZE,2t2 3b4,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
29,BJØRN,ARNEL IISAGER,DEN,2t4 3b4,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
29,MAURICIO,HUERTA,MEX,3t14 5b17,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
31,ANDRE,DIFELICE,CAN,2t2 3b10,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
31,JORG,VERHOEVEN,NED,2t4 3b8,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
33,KEVIN,HEINIGER,SUI,2t4 5b17,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
33,JOSH,LARSON,USA,1t1 4b8,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
35,ALEX,KHAZANOV,ISR,1t1 3b3,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
35,TOMOA,NARASAKI,JPN,2t4 3b8,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
37,MICHAEL,O'ROURKE,USA,1t1 3b7,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
37,ERIC,SETHNA,CAN,2t5 4b9,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
39,LOUIS,PARKINSON,GBR,1t1 3b8,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
39,KEITA,WATABE,JPN,2t6 4b10,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
41,JAKUB,GLOWKA,POL,1t1 2b2,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
41,PEDRO FERREIRA,NICOLOSO,BRA,1t1 2b2,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
41,SAMUEL,TIUKUVAARA,CAN,1t1 2b2,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
41,MAKOTO,YAMAUCHI,JPN,2t6 3b3,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
45,NATHAN,PHILLIPS,GBR,1t1 4b8,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
46,AUSTIN,GEIMAN,USA,1t3 4b12,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
47,DANIEL,FISHER,AUS,1t1 2b5,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
47,SEBASTIEN,LAZURE,CAN,1t1 2b5,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
47,BEN,WEST,GBR,1t4 3b6,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
50,ELIAS,WEILER,AUT,1t4 2b5,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
51,JESSE,TAPLIN,CAN,1t5 3b13,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
51,SIMON,UNGER,GER,1t2 3b3,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
53,SANTIAGO,SCHMIDT,ARG,1t2 3b8,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
53,VILLE,TIUKUVAARA,CAN,0t 3b9,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
55,JULIEN,BOURASSA-MOREAU,CAN,0t 2b2,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
55,YVES,GRAVELLE,CAN,1t2 2b3,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
57,ADAM,LUDFORD,RSA,0t 2b7,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
57,SEBASTIAN M,MONTES,ARG,1t3 3b6,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
59,ORRIN,COLEY,GBR,1t6 3b7,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
59,NATHAN,SMITH,CAN,0t 2b9,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
61,SHAUN,HUNTER,CAN,0t 3b7,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
61,LUCAS,UCHIDA,CAN,0t 1b1,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
63,DAN,ARCHAMBAULT,CAN,0t 1b2,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
63,ANDREW,FUNK,CAN,0t 2b3,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
63,AYODELE,SOPEJU,CAN,0t 2b3,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
66,HECTOR,LOPEZ VALDEZ,MEX,0t 1b4,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
66,NICOLAS,PACHECO,ARG,0t 1b4,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
68,MARC,EVELEIGH,CAN,0t 1b1,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
68,DMITRI,KARAMAN,CAN,0t 1b1,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
70,JAKE,TIGER,CAN,0t 1b5,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
71,ROBERT,D'ANASTASIO,USA,0t 0b,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
71,BENJAMIN,FENTON,CAN,0t 0b,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
71,BRYAN,MÉRIDA,GUA,0t 1b2,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Men
1,ANNA,STÖHR,AUT,4t5 4b5,3t12 3b9,3t6 4b5,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
2,AKIYO,NOGUCHI,JPN,5t6 5b6,3t6 4b6,3t7 4b7,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
3,JULIANE,WURM,GER,5t7 5b7,3t5 4b5,2t2 4b5,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
4,ALEX,PUCCIO,USA,4t5 4b4,3t3 4b4,2t3 3b3,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
5,KATHARINA,SAURWEIN,AUT,4t8 4b8,3t6 3b4,0t 3b10,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
6,MELISSA,LE NEVE,FRA,4t4 4b4,2t4 4b7,0t 2b2,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
7,MIHO,NONAKA,JPN,5t8 5b7,2t4 3b5,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
8,FANNY,GIBERT,FRA,4t5 4b5,1t2 4b8,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
9,SHAUNA,COXSEY,GBR,4t6 4b6,1t2 4b10,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
10,JULIJA,KRUDER,SLO,2t3 4b5,1t4 4b8,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
11,PETRA,KLINGLER,SUI,4t9 4b6,0t 4b7,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
12,ALEX,JOHNSON,USA,4t6 4b4,0t 4b13,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
13,CHARLOTTE,DURIF,FRA,4t9 4b4,0t 3b5,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
14,ELSA,PONZO,FRA,3t8 4b4,0t 3b6,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
15,ANGELA,PAYNE,USA,3t4 3b3,0t 3b8,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
15,MÉLANIE,SANDOZ,FRA,3t3 4b4,0t 3b8,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
17,MARGO,HAYES,USA,4t8 4b4,0t 3b12,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
18,SOL,SA,KOR,4t7 4b4,0t 2b4,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
19,AYA,ONOE,JPN,4t8 4b5,0t 2b5,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
20,MEAGAN,MARTIN,USA,2t8 3b5,0t 2b9,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
21,LEAH,CRANE,GBR,1t1 4b7,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
21,BERIT,SCHWAIGER,AUT,3t9 4b5,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
23,FRANCESCA,METCALF,USA,1t2 4b10,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
23,STACEY,WELDON,CAN,2t2 2b2,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
25,SIERRA,BLAIR-COYLE,USA,1t2 3b4,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
25,KATARZYNA,EKWINSKA,POL,2t4 3b3,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
27,MONIKA,RETSCHY,GER,0t 4b4,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
27,KAROLINE,SINNHUBER,AUT,2t5 3b6,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
29,KAORI,HOSONO,JPN,0t 3b4,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
29,THOMASINA,PIDGEON,CAN,0t 3b4,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
29,VERA,ZIJLSTRA,NED,2t6 4b4,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
32,ANNA,VOLLENWYDER,AUT,2t7 4b6,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
33,CHLOE,CAULIER,BEL,2t7 4b9,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
33,CLAIRE,KASSAY,AUS,0t 3b6,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
35,REBECCA,FRANGOS,CAN,0t 3b8,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
35,MIWA,OBA,JPN,0t 3b8,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
35,ELISE,SETHNA,CAN,1t1 4b5,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
38,ERINA,MIURA,JPN,1t3 4b6,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
39,ALLISON,VEST,CAN,1t4 4b9,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
39,CELESTE,WALL,CAN,0t 2b5,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
39,MÁRIA,ČELKOVÁ,SVK,0t 2b5,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
42,LISA,CHULICH,USA,1t4 3b10,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
43,EMMA,HORAN,AUS,0t 2b7,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
43,DIANE,MERRICK,GBR,1t5 3b12,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
45,KUMARI,BARRY,AUS,0t 1b2,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
45,CLARRIE,LAM,CAN,0t 1b2,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
45,ALISON,STEWART-PATTERSON,CAN,0t 3b7,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
48,SU EN,NEO,CAN,0t 2b4,,,Toronto_(CAN)_2015,30 May - 31 May 2015,Women
