Rank,Name,,Country,Qualification,Final
1,REZA,ALIPOUR SHENAZANDIFARD,IRI,6.110,6.06
2,LIBOR,HROZA,CZE,5.710,fall
3,BASSA,MAWEM,FRA,6.060,wildcard
4,DANYIL,BOLDYREV,UKR,6.200,false start
5,MARCIN,DZIENSKI,POL,6.300,6.03
6,ALEKSANDR,SHILOV,RUS,6.260,6.16
7,STANISLAV,KOKORIN,RUS,6.590,6.28
8,QIXIN,ZHONG,CHN,6.370,false start
9,ZHIYONG,OU,CHN,6.990,6.86
10,QUENTIN,NAMBOT,FRA,6.990,6.98
11,VLADISLAV,DEULIN,RUS,7.200,7.07
12,MORTEZA,MOHAMMADI,IRI,7.380,7.66
13,GUILLAUME,MORO,FRA,8.080,7.85
14,PENGHUI,LIN,CHN,7.080,8.52
15,MICHAL,LEWICKI,POL,7.730,13.35
16,EVGENII,VAITSEKHOVSKII,RUS,6.880,fall
17,ZIDA,MA,CHN,8.520,
18,JUNGJU,KIM,KOR,8.620,
19,SEAN,MCCOLL,CAN,9.000,
20,ZHAXI,BIANBA,CHN,10.330,
21,NAOTO,HAKAMADA,JPN,10.650,
