Rank,Name,,Country,Qualification,Semi-Final,Final
1,ANGELA,EITER,AUT,3.162,40+,48+
2,JAIN,KIM,KOR,3.162,46+,44+
3,JOHANNA,ERNST,AUT,2.646,45+,42+
4,MOMOKA,ODA,JPN,3.162,42+,42+
5,CHARLOTTE,DURIF,FRA,2.646,33,42+
6,MATILDA,SÖDERLUND,SWE,8.367,38+,39+
7,HÉLÈNE,JANICOT,FRA,3.162,40,30+
8,EVGENIIA,MALAMID,RUS,5.292,36,30+
9,BARBARA,BACHER,AUT,11.456,32+,
9,CHRISTINE,SCHRANZ,AUT,4.583,32+,
11,DINARA,FAKHRITDINOVA,RUS,2.646,32,
12,YUKA,KOBAYASHI,JPN,7,31+,
12,JENNY,LAVARDA,ITA,8,31+,
12,MAGDALENA,RÖCK,AUT,4.472,31+,
15,REBEKKA,STOTZ,SUI,11.683,28+,
16,CECILE,AVEZOU,FRA,9.987,27,
17,MATHILDE,BRUMAGNE,BEL,6.062,26+,
17,KATHARINA,POSCH,AUT,10.583,26+,
17,MAJA,STREMFELJ,SLO,6.892,26+,
20,OLGA,SHALAGINA,UKR,11.683,26,
21,ANDREA BRIGITTA,SZEKELY,HUN,11.662,25,
22,SEURAN,HAN,KOR,3.742,22+,
22,LAURA,MICHELARD,FRA,12.329,22+,
22,ANAK,VERHOEVEN,BEL,7.55,22+,
25,JULIA,CHANOURDIE,FRA,11.456,22,
25,NIKKI,VAN BERGEN,NED,11.456,22,
27,TINA JOHNSEN,HAFSAAS,NOR,13.36,,
27,PETRA,KLINGLER,SUI,11.958,,
29,ALEXANDRA,EYER,SUI,15.248,,
29,TINA,SUSTERSIC,SLO,15.7,,
31,DELANEY,MILLER,USA,15.297,,
31,CAROLINA,ROSERO,ECU,16.202,,
33,KATHERINE,CHOONG,SUI,17.493,,
33,JULIA,SERRIÈRE,FRA,16.956,,
35,YANA,CHERESHNEVA,RUS,17.861,,
35,IEVGENIIA,KAZBEKOVA,UKR,18.439,,
37,OLENA,OSTAPENKO,UKR,19.209,,
37,LAMU,RENQING,CHN,19.494,,
39,TEREZA,SVOBODOVA,CZE,19.487,,
39,GALINA,TERENTEVA,RUS,19.583,,
41,SOHO,LANGBEHN,CHI,20.445,,
41,ANASTASIIA,SAMOILINA,RUS,20.748,,
43,VALERI,KREMER,ISR,21.477,,
43,HUNG YING,LEE,TPE,21.477,,
43,XUHUA,PAN,CHN,20.616,,
46,HANNAH,MIDTBOE,NOR,21.749,,
47,MICHAELA,KIERSCH,USA,23.917,,
47,ANDREA,ROJAS,ECU,23.495,,
49,JANINE,CARDOSO,BRA,24.372,,
49,OLENA,SHURUBOR,UKR,25.739,,
51,OLEKSANDRA,BUD GUSAIM,UKR,26.192,,
51,MARIA DAVIES,SANDBU,NOR,24.536,,
53,PUNTARIKA,TUNYAVANICH,THA,24.98,,
53,TAMARA,ULZHABAYEVA,KAZ,26.981,,
55,MARIA,GEORGIEVA,BUL,27.24,,
55,BARBARA,GILIC,CRO,26.458,,
57,MARCELA,AVELLANEDA,COL,28.46,,
57,TEGAN,WILSON,USA,28.496,,
59,YELENA,GRUNYASHINA,KAZ,29.249,,
59,KONUL,HUSEYNOVA,AZE,30.496,,
59,AYSEL,SULTANOVA,AZE,30.496,,
62,ALIYA,ISKAKOVA,KAZ,31.249,,
63,SVIATLANA,FEDARKEVICH,BLR,31.749,,
64,SIMA,SEFEROVA,AZE,33.249,,
65,REYHAN,MAMMADOVA,AZE,33.749,,
