Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,SACHI,AMMA,JPN,top  1. | top  1. [6.32],40+,43+,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
2,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [6.32],39+,41+,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
3,SEAN,MCCOLL,CAN,top  1. | top  1. [6.32],top,40+,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
4,MIKHAIL,CHERNIKOV,RUS,top  1. | top  1. [6.32],40+,34+,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
5,MAGNUS,MIDTBOE,NOR,top  1. | top  1. [6.32],39+,25+,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
6,THOMAS,BALLET,FRA,top  1. | 35   13. [10.20],39+,25+,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
7,THOMAS,TAUPORN,GER,top  1. | 35+  11. [9.59],39+,20,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
8,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [6.32],39+,8+,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
9,HYUNBIN,MIN,KOR,top  1. | 28+  33. [16.97],39+,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
10,AKITO,MATSUSHIMA,JPN,39+  31. | 36+  10. [17.61],39+,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
11,JAKOB,SCHUBERT,AUT,top  1. | top  1. [6.32],39,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
12,VALERIY,KRYUKOV,UKR,44   21. | top  1. [10.49],39,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
13,STEFANO,GHISOLFI,ITA,44+  16. | 35+  11. [14.39],35+,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
14,MARIO,LECHNER,AUT,top  1. | 33+  14. [11.14],34+,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
15,DOMEN,SKOFIC,SLO,top  1. | 32+  18. [13.56],34+,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
16,THOMAS,JOANNES,FRA,44   21. | 33+  14. [18.47],33,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
17,EMMANUEL,LOPEZ,FRA,44+  16. | 32+  18. [20.35],33,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
18,GAUTIER,SUPPER,FRA,top  1. | 32+  18. [13.56],32,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
19,FRANCESCO,VETTORATA,ITA,44+  16. | 30+  29. [23.43],32,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
20,KEVIN,AGLAE,FRA,44+  16. | 32+  18. [20.35],28+,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
21,VICTOR,ESTELLER OCAÑA,ESP,top  1. | top  1. [6.32],27+,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
22,SILVIO,REFFO,ITA,38   34. | 33+  14. [23.12],26+,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
23,URBAN,PRIMOZIC,SLO,top  1. | 32+  18. [13.56],23+,,Chamonix_(FRA)_2012,12 July - 13 July 2012,Men
