Rank,Name,,Country,Qualification,Final
1,STANISLAV,KOKORIN,RUS,6.440,6.00
2,BASSA,MAWEM,FRA,6.080,6.01
3,QIXIN,ZHONG,CHN,6.200,6.20
4,VLADISLAV,DEULIN,RUS,6.390,6.36
5,DANYIL,BOLDYREV,UKR,6.410,6.22
6,GUILLAUME,MORO,FRA,6.440,7.68
7,QUENTIN,NAMBOT,FRA,6.730,8.43
8,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.970,fall
9,LEONARDO,GONTERO,ITA,6.770,6.58
10,LUDOVICO,FOSSALI,ITA,6.730,6.95
11,HAMIDREZA,TOOZANDEHJANI,IRI,6.640,7.32
12,GUANGDONG,LI,CHN,6.820,9.87
13,MARCIN,DZIENSKI,POL,6.280,false start
14,ALEKSANDR,SHIKOV,RUS,6.620,false start
15,ZHIYONG,OU,CHN,6.660,false start
16,JAN,KRIZ,CZE,6.790,fall
17,PENGHUI,LIN,CHN,7.020,
18,RAFAL,HALASA,POL,7.030,
18,ALESSANDRO,SANTONI,ITA,7.030,
20,ZHIXUAN,CHEN,CHN,7.230,
21,ZHAXI,BIANBA,CHN,7.450,
22,XU,HAORAN,CHN,7.810,
23,ZIDA,MA,CHN,7.930,
24,MICHAL,LEWICKI,POL,8.090,
25,DANZENG,CHILIE,CHN,8.660,
26,SEAN,MCCOLL,CAN,9.650,
27,CHI-FUNG,AU,HKG,9.900,
28,JAVIER,CANO BLAZQUEZ,ESP,10.960,
29,SERGIO,PASTOR MARTÍNEZ,ESP,11.970,
30,ELAN,JONASMCRAE,CAN,12.530,
31,ZAHEER,AHMAD,PAK,23.370,
32,SAJID,ASLAM,PAK,fall,
