Rank,Name,,Country,Qualification,Semi-Final,Final
1,ADAM,ONDRA,CZE,1. [3.46],46+,top
2,JAKOB,SCHUBERT,AUT,1. [3.00],43+,42+
3,GAUTIER,SUPPER,FRA,7. [7.07],44,41
4,DOMEN,SKOFIC,SLO,5. [5.83],45+,38+
5,ROMAIN,DESGRANGES,FRA,1. [3.00],43+,38+
6,SEAN,MCCOLL,CAN,1. [3.46],43,37+
7,STEFANO,GHISOLFI,ITA,6. [5.61],42+,37
8,KEIICHIRO,KORENAGA,JPN,1. [3.00],42+,28
9,RAMÓN,JULIAN PUIGBLANQUE,ESP,1. [3.00],43,9+
10,SEBASTIAN,HALENKE,GER,1. [3.46],42,
11,DMITRII,FAKIRIANOV,RUS,1. [3.46],41+,
12,URBAN,PRIMOZIC,SLO,5. [5.83],39,
13,LOÏC,TIMMERMANS,BEL,12. [14.67],35+,
13,FRANCESCO,VETTORATA,ITA,7. [7.94],35+,
15,HANNES,PUMAN,SWE,9. [10.25],31+,
16,FEDIR,SAMOILOV,UKR,12. [14.67],30,
17,DAVID,FIRNENBURG,GER,12. [14.67],26+,
17,SASCHA,LEHMANN,SUI,9. [9.64],26+,
19,ALBERTO,GOTTA,ITA,11. [11.62],25+,
19,GEORG,PARMA,AUT,10. [12.76],25+,
21,JIHWAN,PARK,KOR,8. [8.57],25,
22,KEVIN,HUSER,SUI,12. [12.02],24+,
23,JAKUB,KONECNY,CZE,11. [13.75],22+,
24,MASAHIRO,HIGUCHI,JPN,5. [4.90],21+,
25,NAOKI,SHIMATANI,JPN,13. [12.50],21,
26,THOMAS,JOANNES,FRA,10. [9.95],13+,
26,MAX,RUDIGIER,AUT,8. [8.75],13+,
28,JAVIER,CANO BLAZQUEZ,ESP,14. [13.46],,
29,MARCELLO,BOMBARDI,ITA,15. [15.00],,
29,SERGEI,BYDTAEV,RUS,15. [15.00],,
29,MEICHI,NARASAKI,JPN,15. [15.49],,
32,SEAN,BAILEY,USA,16. [15.75],,
33,CHRISTOPH,HANKE,GER,17. [15.23],,
33,MARTIN,TEKLES,GER,17. [16.20],,
35,TOMAS,RAVANAL,CHI,18. [16.02],,
35,YUVAL,SHEMLA,ISR,18. [16.25],,
37,MARTIN,BERGANT,SLO,19. [17.32],,
37,HANWOOL,KIM,KOR,19. [17.45],,
39,SEUNGWOON,CHO,KOR,20. [18.97],,
39,RUBEN,FIRNENBURG,GER,20. [18.81],,
41,STEFANO,CARNATI,ITA,21. [19.44],,
41,ELAN,JONASMCRAE,CAN,21. [18.94],,
43,NICOLAS,COLLIN,BEL,22. [21.17],,
43,MINYOUNG,LEE,KOR,22. [19.74],,
45,DAVID,BARRANS,GBR,23. [22.25],,
45,JABEE,KIM,KOR,23. [20.27],,
45,SERGEI,LUZHETSKII,RUS,23. [20.27],,
48,VALERIY,KRYUKOV,UKR,24. [22.58],,
49,WILLIAM,BOSI,GBR,25. [24.24],,
49,VLADISLAV,SHEVCHENKO,RUS,25. [23.87],,
51,MANUEL,CORNU,FRA,26. [24.59],,
51,ANTOINE,KAUFFMANN,BEL,26. [24.99],,
53,YIFTACH,KUSHNIR,ISR,27. [26.72],,
53,TIM,REUSER,NED,27. [25.42],,
53,OR,WECHSLER,ISR,27. [26.72],,
56,CARLO,TRAVERSI,USA,28. [26.22],,
57,STEPHANE,HANSSENS,BEL,29. [27.84],,
57,JAMES,POPE,GBR,29. [28.97],,
59,MIKHAIL,CHERNIKOV,RUS,30. [28.37],,
59,YUFEI,PAN,CHN,30. [28.98],,
61,AUSTIN,GEIMAN,USA,31. [32.23],,
61,JOONHA,SHIN,KOR,31. [29.07],,
63,BENJAMIN,HANNA,USA,32. [32.94],,
63,ERIC,LOPEZ MATEOS,ESP,32. [29.93],,
65,CHEUNG-CHI SHOJI,CHAN,HKG,33. [33.23],,
65,CAMPBELL,HARRISON,AUS,33. [32.23],,
67,ARTYOM,DEVYATERIKOV,KAZ,34. [33.25],,
67,BRENDAN,MITCHELL,USA,34. [33.25],,
69,STEFAN,BEDNAR,SVK,35. [34.55],,
69,THILO JELDRIK,SCHRÖTER,NOR,35. [34.00],,
71,ÀLEX,HERNÁNDEZ CASTILLA,ESP,36. [36.28],,
71,MARTIN,JECH,CZE,36. [35.68],,
73,SÉBASTIEN,BERTHE,BEL,37. [36.25],,
73,NATHAN,SMITH,CAN,37. [36.75],,
75,PETAR,IVANOV,BUL,38. [38.50],,
75,ROLANDS,RUGENS,LAT,38. [37.73],,
77,TOMAS,BINTER,CZE,39. [38.95],,
77,KA-CHUN,YAU,HKG,39. [39.71],,
79,BENJAMIN,AYALA,CHI,40. [39.97],,
79,RONNY,ESCOBAR,CHI,40. [40.25],,
81,MYKHAYIL,TKACHUK,UKR,41. [40.89],,
81,MATTHEW,WELLINGTON,CAN,41. [40.74],,
83,IÑAKI,ARANTZAMENDI IRUETA,ESP,42. [40.80],,
83,KYLE,MURDOCH,CAN,42. [41.00],,
85,JOHN,BROSLER,USA,43. [41.74],,
85,ALISTAIR,EARLEY,AUS,43. [44.46],,
87,ROLF -MARTIN,BJØRNGAARD,NOR,44. [42.24],,
87,NIKOLA,PETROV,BUL,44. [45.48],,
87,TOSH,SHERKAT,CAN,44. [42.24],,
90,CHI-FUNG,AU,HKG,45. [45.87],,
91,MARK,BRAND,NED,46. [46.20],,
91,DANIEL,UNGUREANU,ROU,46. [43.50],,
93,ZORBEY,AKTUYUN,TUR,47. [45.74],,
93,DIEGO,LEQUERICA BUSCAGLIA,PER,47. [46.90],,
95,VANCO,NAUNOV,MKD,48. [48.25],,
95,SEBASTIAN,PRIETO PERILLA,COL,48. [47.20],,
97,GREGORY RAYMOND,BORMAN,RSA,49. [48.70],,
97,BOZHIDAR,LYUBENOV,BUL,49. [47.49],,
99,NIRAJ,KARKI,NEP,50. [50.22],,
99,OLIVER,MARX,RSA,50. [48.44],,
101,OĞUZ KAAN,BEĞEÇ,TUR,51. [49.96],,
101,VIKTOR,TRPOVSKI,MKD,51. [50.23],,
103,VASIL,TASEVSKI,MKD,52. [50.25],,
103,ALI,ŞEN,TUR,52. [51.50],,
