Rank,Name,,Country,Qualification,Final
1,ANOUCK,JAUBERT,FRA,8.030,8.15
2,IULIIA,KAPLINA,RUS,7.960,10.13
3,ELMA,FLEURET,FRA,8.870,8.74
4,ANNA,BROZEK,POL,8.770,9.95
5,AURELIA,SARISSON,FRA,8.620,8.58
6,PATRYCJA,CHUDZIAK,POL,8.810,8.83
7,EDYTA,ROPEK,POL,8.210,9.40
8,ANNA,TSYGANOVA,RUS,8.340,10.41
9,DARIA,KAN,RUS,8.660,8.72
10,SVETLANA,MOTOVILOVA,RUS,9.000,8.96
11,KLAUDIA,BUCZEK,POL,8.290,9.21
12,ELENA,TIMOFEEVA,RUS,8.290,9.40
13,NINA,LACH,AUT,9.130,9.47
14,ALEXANDRA,ELMER,AUT,9.460,9.87
15,ELIZAVETA,IVANOVA,RUS,8.700,10.34
16,ALEKSANDRA,MIROSLAW,POL,8.230,fall
17,ANDREA,ROJAS,ECU,9.550,
18,ALLA,MARENYCH,UKR,9.590,
19,MONIKA,PROKOPIUK-KAWECKA,POL,9.630,
20,ERICA,MEISTER,USA,9.860,
21,ELISABETTA,DALLA BRIDA,ITA,9.870,
22,STEFANIE,PICHLER,AUT,9.910,
23,GIORGIA,RANDI,ITA,10.450,
24,SILVIA,PORTA,ITA,10.480,
25,GIULIA,FOSSALI,ITA,10.760,
26,VICTOIRE,ANDRIER,FRA,11.200,
