Rank,Name,,Country,Qualification,Semi-Final,Final
1,TOMOA,NARASAKI,JPN,5t9 5b9,1t1 3b5,3t6 4b7
2,ADAM,ONDRA,CZE,4t4 5b5,2t4 4b9,3t11 4b10
3,MANUEL,CORNU,FRA,4t8 5b7,2t5 3b5,2t9 3b8
4,MICKAEL,MAWEM,FRA,4t6 5b7,2t5 3b3,1t1 3b5
5,JEREMY,BONDER,FRA,5t11 5b10,2t5 4b12,1t2 2b5
6,TSUKURU,HORI,JPN,4t10 4b9,1t1 4b8,1t6 2b7
7,ALEKSEY,RUBTSOV,RUS,5t20 5b12,1t1 3b7,
8,TOMOAKI,TAKATA,JPN,3t4 5b19,1t1 2b2,
9,JONGWON,CHON,KOR,5t11 5b9,1t1 2b4,
10,GABRIELE,MORONI,ITA,4t8 5b9,1t4 2b6,
11,JERNEJ,KRUDER,SLO,3t5 4b10,0t 4b9,
12,KOKORO,FUJII,JPN,5t7 5b6,0t 3b4,
12,ALBAN,LEVIER,FRA,5t5 5b5,0t 3b4,
14,SEAN,MCCOLL,CAN,4t11 5b8,0t 3b5,
15,SERGII,TOPISHKO,UKR,4t8 4b5,0t 3b8,
16,TYLER,LANDMAN,GBR,4t13 5b17,0t 3b10,
17,NATHAN,PHILLIPS,GBR,4t6 4b5,0t 3b12,
18,RUSTAM,GELMANOV,RUS,5t11 5b9,0t 2b3,
19,KEITA,WATABE,JPN,4t9 5b7,0t 2b6,
20,JAMES,KASSAY,AUS,4t7 5b6,0t 1b2,
21,MICHAEL,PICCOLRUAZ,ITA,3t7 4b10,,
21,MARTIN,STRANIK,CZE,4t12 5b13,,
23,GHOLAMALI,BARATZADEH,IRI,4t14 5b19,,
23,ALESSANDRO,PALMA,ITA,3t7 4b11,,
25,YOSHIYUKI,OGATA,JPN,4t15 5b11,,
25,CARLO,TRAVERSI,USA,3t8 5b17,,
27,JAN,HOJER,GER,3t8 3b4,,
27,ROLANDS,RUGENS,LAT,4t15 5b15,,
29,BJØRN,ARNEL IISAGER,DEN,3t10 3b6,,
29,DAVID,BARRANS,GBR,3t4 5b6,,
31,ANDRZEJ,MECHERZYNSKI-WIKTOR,POL,2t2 3b7,,
31,VADIM,TIMONOV,RUS,2t2 5b19,,
33,ALEXANDER,AVERDUNK,GER,2t3 5b12,,
33,DMITRII,SHARAFUTDINOV,RUS,2t2 4b7,,
35,NATHANIEL,COLEMAN,USA,2t4 4b6,,
35,ALFONS,DORNAUER,AUT,2t4 3b3,,
35,ERIC,LOPEZ MATEOS,ESP,2t4 4b6,,
38,THILO JELDRIK,SCHRÖTER,NOR,2t4 3b4,,
39,BENJAMIN,BLASER,SUI,2t4 3b3,,
39,MORITZ,HANS,GER,2t4 2b4,,
41,ALEX,KHAZANOV,ISR,2t5 4b13,,
41,BAPTISTE,OMETZ,SUI,2t5 4b6,,
43,JONATAN,FLOR VAZQUEZ,ESP,2t5 4b12,,
43,HEI-YEUNG,LAM,HKG,2t6 3b7,,
45,POL,ROCA LOPEZ,ESP,2t12 3b15,,
45,GREGOR,VEZONIK,SLO,2t5 2b4,,
47,JULES,NICOULEAU BOURLES,FRA,1t1 5b7,,
47,ARMAN,TER-MINASYAN,RUS,2t5 2b5,,
49,SUNGJOON,CHAE,KOR,2t6 4b10,,
49,DAVID,FIRNENBURG,GER,1t1 5b8,,
51,CHEUNG-CHI SHOJI,CHAN,HKG,1t1 3b11,,
51,SHAWN,RABOUTOU,USA,2t6 3b10,,
53,KIPRAS,BALTRUNAS,LTU,1t2 4b10,,
53,RICCARDO,PIAZZA,ITA,2t7 2b5,,
53,CIARÁN,SCANLON,IRL,2t7 2b5,,
56,LUKAS,GEUKENS,BEL,1t2 4b17,,
57,JAKUB,GLOWKA,POL,1t2 3b4,,
57,YUFEI,PAN,CHN,2t7 2b7,,
59,STEPAN,STRANIK,CZE,2t9 2b9,,
59,KA-CHUN,YAU,HKG,1t2 3b11,,
61,BENJAMIN,HANNA,USA,1t3 4b8,,
61,STEFAN,SCARPERI,ITA,2t11 4b16,,
63,NICKY,DE LEEUW,NED,1t1 3b12,,
63,AUSTIN,GEIMAN,USA,1t3 4b13,,
