Rank,Name,,Country,Qualification,Final
1,MARCIN,DZIENSKI,POL,5.910,5.76
2,DANYIL,BOLDYREV,UKR,6.090,5.81
3,BASSA,MAWEM,FRA,6.140,6.08
4,LEONARDO,GONTERO,ITA,6.410,6.19
5,LIBOR,HROZA,CZE,6.570,6.16
6,ALEKSANDR,SHIKOV,RUS,6.290,6.26
7,QUENTIN,NAMBOT,FRA,6.600,7.29
8,GUILLAUME,MORO,FRA,6.490,8.73
9,ALESSANDRO,SANTONI,ITA,6.770,6.28
10,STANISLAV,KOKORIN,RUS,6.460,6.29
11,LUDOVICO,FOSSALI,ITA,6.840,6.40
12,ARSENII,BOGOMOLOV,RUS,6.640,6.42
13,ALEKSANDR,SHILOV,RUS,6.510,6.58
14,RAFAL,HALASA,POL,6.990,7.24
15,KOSTIANTYN,PAVLENKO,UKR,6.440,7.31
16,JAN,KRIZ,CZE,6.720,fall
17,MICHAL,LEWICKI,POL,7.170,
18,ISAAC,ESTEVEZ,ECU,7.180,
19,CRISTIAN,DORIGATTI,ITA,7.280,
20,LUKAS,KNAPP,AUT,7.590,
21,LEONARDO,SANDRIN,ITA,7.600,
22,ALESSANDRO,CINGARI,ITA,7.610,
23,GABRIELE,RANDI,ITA,7.640,
24,PAOLO,MARTIGNENE,ITA,7.660,
25,STANISLAO,ZAMA,ITA,7.860,
26,NOAH,BRATSCHI,USA,8.080,
27,DAVIDE,BUOSO,ITA,8.400,
28,MACIEJ,STYLA,POL,8.520,
29,GIAN LUCA,ZODDA,ITA,9.550,
30,MICHAEL,FINN-HENRY,USA,9.650,
31,AHMED,TOURE,USA,9.970,
32,DAVID,FIRNENBURG,GER,11.340,
