Rank,Name,,Country,Qualification,Final
1,MARCIN,DZIENSKI,POL,5.960,5.96
2,LIBOR,HROZA,CZE,6.070,7.95
3,REZA,ALIPOUR SHENAZANDIFARD,IRI,6.090,6.01
4,STANISLAV,KOKORIN,RUS,6.500,6.38
5,LUDOVICO,FOSSALI,ITA,6.480,6.65
6,JAN,KRIZ,CZE,6.780,6.90
7,DMITRII,TIMOFEEV,RUS,6.170,7.59
8,QUENTIN,NAMBOT,FRA,6.510,fall
9,ALESSANDRO,SANTONI,ITA,6.700,6.46
10,ARSENII,BOGOMOLOV,RUS,6.840,6.69
11,ARSENII,SHEVCHENKO,RUS,6.720,6.76
12,LEONARDO,GONTERO,ITA,6.710,6.88
13,ALEKSANDR,SHILOV,RUS,6.530,8.24
14,VLADISLAV,DEULIN,RUS,6.730,8.80
15,BASSA,MAWEM,FRA,6.070,false start
16,KOSTIANTYN,PAVLENKO,UKR,6.750,fall
17,GIAN LUCA,ZODDA,ITA,6.870,
18,DANYIL,BOLDYREV,UKR,7.120,
19,RAFAL,HALASA,POL,7.200,
20,MICHAL,LEWICKI,POL,7.230,
21,GUILLAUME,MORO,FRA,7.340,
22,EVGENII,VAITSEKHOVSKII,RUS,7.480,
23,GEORGY,ARTAMONOV,RUS,7.870,
23,MANUEL,CORNU,FRA,7.870,
23,CRISTIAN,DORIGATTI,ITA,7.870,
26,LUKAS,KNAPP,AUT,7.990,
27,SEAN,MCCOLL,CAN,8.140,
28,STANISLAO,ZAMA,ITA,8.490,
29,MORTEZA,MOHAMMADI,IRI,8.570,
30,SEUNGWOON,CHO,KOR,9.030,
31,HANWOOL,KIM,KOR,9.430,
32,MAX,RUDIGIER,AUT,10.180,
