Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,ALEKSEY,RUBTSOV,RUS,3t4 5b11,3t6 3b4,2t6 3b10,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
2,MARTIN,STRANIK,CZE,2t4 2b4,2t4 4b11,2t6 2b6,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
3,JORG,VERHOEVEN,NED,3t11 4b9,2t3 3b5,2t7 4b10,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
4,ALBAN,LEVIER,FRA,4t8 5b6,3t6 3b3,1t1 2b2,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
5,JAKOB,SCHUBERT,AUT,3t9 5b18,2t3 3b4,1t3 3b14,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
6,TYLER,LANDMAN,GBR,3t7 4b16,3t4 3b3,1t3 2b4,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
7,MICKAEL,MAWEM,FRA,2t3 4b4,2t4 3b4,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
7,GABRIELE,MORONI,ITA,4t9 5b7,2t4 3b4,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
9,KOKORO,FUJII,JPN,3t9 5b7,2t4 3b5,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
9,JAN,HOJER,GER,4t8 4b8,2t4 3b5,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
11,TSUKURU,HORI,JPN,4t8 5b5,2t4 3b6,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
12,RUSTAM,GELMANOV,RUS,4t7 4b6,2t5 3b7,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
13,JEREMY,BONDER,FRA,3t9 5b17,2t5 3b8,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
14,JERNEJ,KRUDER,SLO,4t11 5b14,2t7 3b10,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
15,REI,SUGIMOTO,JPN,4t12 5b7,2t11 3b9,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
16,DAVID,BARRANS,GBR,3t9 5b9,1t1 4b7,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
17,JONGWON,CHON,KOR,2t3 4b6,1t1 2b2,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
18,TOMOA,NARASAKI,JPN,3t11 5b13,1t1 1b1,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
19,KIPRAS,BALTRUNAS,LTU,2t3 5b10,1t2 3b4,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
20,SEAN,MCCOLL,CAN,3t5 4b4,0t 3b5,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
21,ROLANDS,RUGENS,LAT,2t8 5b17,,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
21,TOMOAKI,TAKATA,JPN,2t4 5b9,,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
23,ALEXANDER,AVERDUNK,GER,2t9 4b8,,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
23,ANDRZEJ,MECHERZYNSKI-WIKTOR,POL,2t4 4b8,,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
25,TIM,REUSER,NED,1t1 5b9,,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
25,STEPAN,STRANIK,CZE,2t6 4b12,,,Meiringen_(SUI)_2016,15 April - 16 April 2016,Men
