Rank,Name,,Country,Qualification,Semi-Final,Final
1,TOMOA,NARASAKI,JPN,5t8 5b6,4t5 4b5,4t6 4b5
2,JONGWON,CHON,KOR,5t6 5b5,4t6 4b6,3t5 3b3
3,ALEKSEY,RUBTSOV,RUS,5t5 5b5,4t5 4b5,2t2 3b8
4,DAVID,FIRNENBURG,GER,5t10 5b6,4t6 4b5,2t3 3b3
5,MICKAEL,MAWEM,FRA,5t8 5b7,4t4 4b4,1t2 4b8
6,MANUEL,CORNU,FRA,5t7 5b7,4t6 4b6,1t3 4b9
7,JEREMY,BONDER,FRA,5t8 5b7,4t8 4b4,
8,KOKORO,FUJII,JPN,4t7 5b7,4t11 4b11,
9,MORITZ,HANS,GER,5t7 5b5,3t4 4b5,
10,ALBAN,LEVIER,FRA,5t5 5b5,3t5 4b5,
11,BAPTISTE,OMETZ,SUI,5t7 5b6,3t5 4b6,
12,SERGII,TOPISHKO,UKR,5t8 5b6,3t7 4b6,
13,DMITRII,SHARAFUTDINOV,RUS,5t6 5b6,3t7 4b8,
14,JAKOB,SCHUBERT,AUT,5t7 5b6,3t7 4b10,
15,MICHAEL,PICCOLRUAZ,ITA,4t4 5b5,2t3 4b5,
16,KEITA,WATABE,JPN,4t7 5b6,2t4 4b5,
17,MARTIN,STRANIK,CZE,4t7 5b6,2t4 4b9,
18,TAISEI,ISHIMATSU,JPN,5t6 5b5,2t5 4b11,
19,GHOLAMALI,BARATZADEH,IRI,5t12 5b9,2t11 4b14,
20,JONATAN,FLOR VAZQUEZ,ESP,4t7 5b7,1t1 4b8,
21,JAN-LUCA,POSCH,AUT,4t14 5b10,,
21,MAKOTO,YAMAUCHI,JPN,5t9 5b5,,
23,ALFONS,DORNAUER,AUT,3t3 5b5,,
23,SERGEI,LUZHETSKII,RUS,5t11 5b7,,
25,TSUKURU,HORI,JPN,3t3 4b4,,
25,ERIC,LOPEZ MATEOS,ESP,3t3 4b4,,
25,GREGOR,VEZONIK,SLO,5t11 5b8,,
28,JERNEJ,KRUDER,SLO,4t4 5b5,,
29,CHI-FUNG,AU,HKG,4t4 5b6,,
29,YOSHIYUKI,OGATA,JPN,3t4 5b6,,
31,ANTHONY,GULLSTEN,FIN,4t4 4b4,,
31,TYLER,LANDMAN,GBR,3t4 4b4,,
33,JAN,HOJER,GER,3t4 4b5,,
33,ANZE,PEHARC,SLO,4t6 5b6,,
