Rank,Name,,Country,Qualification,Semi-Final,Final
1,FLAVIO,CRESPI,ITA,top,37,47-
2,RAMÓN,JULIAN PUIGBLANQUE,ESP,top,top,43
3,JORG,VERHOEVEN,NED,top,top,28-
4,SYLVAIN,MILLET,FRA,top,38,26-
5,FABIEN,DUGIT,FRA,top,34-,26-
6,PATXI,USOBIAGA LAKUNZA,ESP,top,top,25
7,MANUEL,ROMAIN,FRA,top,36-,24-
8,TOMÁS,MRÁZEK,CZE,top,38-,23
9,DAVID,CAUDE,FRA,top,34-,23-
10,SANGWON,SON,KOR,top,33,
11,KILIAN,FISCHHUBER,AUT,top,33-,
12,ROMAIN,PAGNOUX,FRA,35-,30.5,
13,SACHI,AMMA,JPN,top,30.25,
14,ROMAIN,DESGRANGES,FRA,top,30.25-,
15,FLAVIEN,GUERIMAND,FRA,top,30,
16,MIKHAIL,CHERNIKOV,RUS,39+,30-,
16,FABIEN,COMINA,FRA,top,30-,
16,MICHAËL,FUSELIER,FRA,35-,30-,
16,MAGNUS,MIDTBOE,NOR,34-,30-,
16,GAUTIER,SUPPER,FRA,top,30-,
16,ROMAN,VAN DER WERF,NED,top,30-,
16,DANIEL,WINKLER,SUI,34,30-,
23,DMITRII,SHARAFUTDINOV,RUS,39+,29.5-,
24,MIKHAIL,GOGOL,RUS,34,29+,
25,DAVID,LAMA,AUT,top,18-,
26,YUJI,HIRAYAMA,JPN,top,3+,
27,STEPHANE,DUGIT,FRA,39,,
27,IVAN,KAUROV,RUS,33-,,
29,PABLO,BARBERO ALFONSO,ESP,32-,,
29,STEFAN,DANKER,GER,32-,,
29,MARTIN,JAGGI,SUI,39-,,
29,JABEE,KIM,KOR,32-,,
29,ERIC,LOPEZ MATEOS,ESP,32-,,
29,THOMAS,TAUPORN,GER,32-,,
35,LUCA,ZARDINI,ITA,34-,,
36,ANTHONY,SAPEY,SUI,31,,
37,MATEJ,SOVA,SLO,31-,,
38,RUSTAM,GELMANOV,RUS,30+,,
39,ALESSANDRO,FIORI,ITA,28-,,
39,EMMANUEL,LOPEZ,FRA,31.5+,,
41,GABRIEL,JOSSERON,FRA,25-,,
41,MARCO ANTONIO,JUBES ANGARITA,ESP,25-,,
41,JOHANNES,LAU,GER,25-,,
41,CHANGZHONG,LIU,CHN,25-,,
41,SERGEI,SINITCYN,RUS,25-,,
41,CASPER,TEN SIJTHOFF,NED,25-,,
47,TÉO,GENECAND,SUI,24+,,
48,MARK,AMANN,AUT,24,,
48,BENOIT,HEINTZ,FRA,24,,
50,KLEMEN,BECAN,SLO,24+,,
51,MICHAËL,LECOMTE,BEL,17-,,
51,DALIBOR,MURAN,CZE,24-,,
53,MIGUEL ANGEL,HERNANDEZ MEDINA,MEX,16,,
53,CHI-WAI,LAI,HKG,23-,,
55,JÜRGEN,REIS,AUT,19-,,
55,THOMAS,SCHMID,SUI,19-,,
55,IAKOV,SUBBOTIN,RUS,16-,,
55,KRISTOFFER KVAMME,THORBJOERNSEN,NOR,19-,,
59,ILIJA,RISTOVSKI,MKD,11-,,
60,FREDERIC,BONNET,AUS,10+,,
61,LUYUAN,CAI,CHN,18,,
61,JOVAN,IVANOV,MKD,5+,,
63,KIRE,SERAFIMOVSKI,MKD,6,,
