Rank,Name,,Country,Qualification,Semi-Final,Final
1,MAJA,STREMFELJ,SLO,top,top,42-
2,IRATI,ANDA VILLANUEVA,ESP,38-,37,36-
3,LUCKA,FRANKO,SLO,37+,36+,36-
4,CAROLINE,CIAVALDINI,FRA,top,top,26+
5,CHARLOTTE,DURIF,FRA,37-,38-,26+
6,MINA,MARKOVIC,SLO,top,37,26+
7,ALEXANDRA,EYER,SUI,top,38-,18-
8,MURIEL,SARKANY,BEL,top,top,16.5+
9,NATALIJA,GROS,SLO,top,36,
10,YANA,CHERESHNEVA,RUS,top,36-,
10,CHRISTINE,SCHRANZ,AUT,top,36-,
12,OLENA,OSTAPENKO,UKR,37+,36-,
13,ANGELA,EITER,AUT,top,35+,
14,KINGA,OCIEPKA,POL,top,34,
15,BARBARA,BACHER,AUT,38-,32,
16,ASJA,GOSAR,SLO,37-,31-,
16,KATHARINA,SAURWEIN,AUT,37-,31-,
18,KATJA,VIDMAR,SLO,top,30.5,
19,MARTINA,HARNISCH,AUT,37+,30-,
20,GERDA,RAFFETSEDER,AUT,30,29-,
21,ANDREA BRIGITTA,SZEKELY,HUN,29+,26-,
22,VERA,ZIJLSTRA,NED,31-,25,
23,BETTINA,SCHÖPF,AUT,37-,23,
24,AGATA,MODRZEJEWSKA,POL,28-,21-,
25,SANDRA,BAKULIC,CRO,25-,19-,
26,OKSANA,RAZNO,UKR,27,17-,
27,ANAMARIA,BOGACIU,ROU,21+,,
28,MAJA,LOZIC,CRO,19-,,
