Rank,Name,,Country,Qualification,Semi-Final,Final
1,KILIAN,FISCHHUBER,AUT,6t11 6b9,4t11 4b8,4t8 4b5
2,JORG,VERHOEVEN,NED,5t9 6b10,3t5 4b4,4t9 4b5
3,AKITO,MATSUSHIMA,JPN,3t4 6b15,3t10 3b3,2t7 2b4
4,DAVID,LAMA,AUT,4t7 6b9,3t7 4b8,2t8 4b10
5,GABRIELE,MORONI,ITA,4t11 5b11,3t5 4b5,1t3 3b4
6,DMITRII,SHARAFUTDINOV,RUS,5t13 5b11,3t13 4b11,
7,STÉPHAN,JULIEN,FRA,5t10 5b10,2t2 3b3,
8,TOMÁS,MRÁZEK,CZE,6t12 6b12,2t2 2b2,
9,DANIEL,DU LAC,FRA,4t6 5b8,2t4 4b4,
10,MYKHAYLO,SHALAGIN,UKR,4t10 5b11,2t7 4b12,
11,NICOLAS,BADIA,FRA,3t4 3b4,2t7 3b7,
12,DAVID,BARRANS,GBR,3t5 4b11,2t8 3b3,
13,WOUTER,JONGENEELEN,NED,3t6 5b9,1t3 3b9,
14,JÉRÔME,MEYER,FRA,4t5 5b6,1t3 2b3,
15,ANDRE,BOROWKA,GER,3t7 5b15,0t 4b19,
16,MICHELE,CAMINATI,ITA,4t10 4b9,0t 3b7,
17,PETER,WÜRTH,GER,3t7 5b16,0t 2b10,
18,MARC,EDWARDS,AUS,3t4 3b4,0t 1b2,
19,MARIAN,GEORGIEV,BUL,3t5 3b5,0t 0b,
20,JONAS,BAUMANN,GER,3t7 4b7,,
21,JOHN,BOWLES,CAN,3t7 4b8,,
22,KORNELIUS,OBLEITNER,AUT,3t7 3b5,,
23,JOACKYM,RAMSAMY,FRA,3t7 3b7,,
24,KAZUMA,WATANABE,JPN,3t8 6b17,,
25,NALLE,HUKKATAIVAL,FIN,3t8 5b11,,
26,EMANUEL,MOOSBURGER,AUT,3t8 4b8,,
27,MARKUS,HOPPE,GER,3t8 4b12,,
28,STANISLAV,KLESHNOV,UKR,3t10 4b13,,
29,ARIC,MERZ,GER,3t10 3b9,,
30,LUKAS,ENNEMOSER,AUT,2t2 6b15,,
31,KARSTEN,BOROWKA,GER,2t2 5b9,,
32,GÉROME,POUVREAU,FRA,2t2 5b14,,
33,ALESSANDRO,GANDOLFO,ITA,2t2 5b17,,
34,ROK,KLANCNIK,SLO,2t2 4b11,,
35,GARETH,PARRY,GBR,2t2 3b3,,
36,HIROSHI,OKANO,JPN,2t2 3b4,,
37,THOMAS,CALEYRON,FRA,2t2 3b5,,
37,CHRISTIAN,CORE,ITA,2t2 3b5,,
37,HEIKO,WILHELM,AUT,2t2 3b5,,
40,ROLAND,WAGNER,AUT,2t2 3b8,,
41,KEVIN,HEMUND,SUI,2t2 2b2,,
41,LUCAS,PRETI,ITA,2t2 2b2,,
41,BLAZ,RANT,SLO,2t2 2b2,,
41,CASPER,TEN SIJTHOFF,NED,2t2 2b2,,
45,REMO,SOMMER,SUI,2t3 5b9,,
46,MARK,CROXALL,GBR,2t3 5b12,,
47,STEFANO,GHIDINI,ITA,2t3 3b7,,
47,MARTIN,MAYR,AUT,2t3 3b7,,
49,GRZEGORZ,KAROLAK,POL,2t6 3b4,,
50,ALEKSEI,PORTSEV,RUS,2t7 2b2,,
51,MAXIMILIAN,BREITENLECHNER,AUT,2t8 2b5,,
52,JIRI,BRADÁC,CZE,2t10 2b4,,
53,THEODOROS,KONSTANTAKOPOULOS,GRE,1t1 2b2,,
53,PAUL,STADLOBER,AUT,1t1 2b2,,
55,FREDERIC,BONNET,AUS,1t1 2b6,,
56,SERGII,KARPIN,UKR,0t 2b2,,
57,CÉDRIC,LACHAT,SUI,0t 0b,,
