Rank,Name,,Country,Qualification,Semi-Final,Final
1,KILIAN,FISCHHUBER,AUT,6t7 6b6,4t13 4b13,4t6 4b5
2,AKITO,MATSUSHIMA,JPN,6t13 6b9,3t5 4b7,3t6 4b6
3,NALLE,HUKKATAIVAL,FIN,3t3 6b10,4t19 4b18,3t6 4b7
4,JORG,VERHOEVEN,NED,4t9 6b9,2t8 3b15,3t9 4b4
5,GUILLAUME,GLAIRON MONDET,FRA,5t9 6b9,2t8 4b12,3t10 4b10
6,DMITRII,SHARAFUTDINOV,RUS,5t9 6b7,3t7 3b7,3t13 4b8
7,CÉDRIC,LACHAT,SUI,4t5 6b9,2t9 4b15,
8,GABRIELE,MORONI,ITA,4t7 5b5,2t10 3b10,
9,MIKHAIL,CHERNIKOV,RUS,3t6 6b15,2t10 3b16,
10,STÉPHAN,JULIEN,FRA,5t8 6b6,2t11 4b15,
11,MARTIN,JAGGI,SUI,4t12 5b7,2t12 3b20,
12,CHRISTIAN,CORE,ITA,3t3 5b6,2t14 2b11,
13,JÉRÔME,MEYER,FRA,4t6 5b7,1t2 3b11,
14,JONAS,BAUMANN,GER,4t5 6b8,1t3 2b2,
15,STEWART,WATSON,GBR,3t3 5b6,1t4 2b9,
16,PETER,WÜRTH,GER,3t5 4b4,0t 3b16,
17,GÉROME,POUVREAU,FRA,4t5 6b7,0t 2b7,
18,NICOLAS,BADIA,FRA,3t7 6b9,0t 1b2,
19,BLAZ,RANT,SLO,3t6 5b7,0t 1b3,
20,MYKHAYLO,SHALAGIN,UKR,3t7 4b7,0t 1b9,
21,KAZUMA,WATANABE,JPN,3t9 5b7,,
22,STEFANO,GHIDINI,ITA,3t10 5b9,,
23,WOUTER,JONGENEELEN,NED,2t2 6b7,,
23,TOMASZ,OLEKSY,POL,2t2 6b7,,
25,DANIEL,DU LAC,FRA,2t2 5b7,,
26,MATHIEU,DUTRAY,FRA,2t3 5b7,,
27,ARIC,MERZ,GER,2t3 5b10,,
28,JONATHAN,PHILIPPE,FRA,2t4 6b7,,
29,GARETH,PARRY,GBR,2t4 6b9,,
30,ANDRE,BOROWKA,GER,2t4 5b9,,
31,REMO,SOMMER,SUI,2t5 5b7,,
32,JORDAN,BUYS,GBR,2t5 5b13,,
33,BASTIEN,GLAIRON MONDET,FRA,2t5 5b17,,
34,JOACKYM,RAMSAMY,FRA,2t6 4b5,,
35,DANIEL,WINKLER,SUI,2t6 3b3,,
36,EMANUEL,MOOSBURGER,AUT,1t1 6b8,,
37,CASPER,TEN SIJTHOFF,NED,1t1 6b11,,
38,MARK,CROXALL,GBR,1t1 5b7,,
38,ROK,KLANCNIK,SLO,1t1 5b7,,
40,BASTIEN,GERLAND,FRA,1t1 5b8,,
41,KORNELIUS,OBLEITNER,AUT,1t1 4b5,,
42,NICOLAS,FARCY,BEL,1t1 4b8,,
42,SEBASTIEN,JALMAIN,FRA,1t1 4b8,,
44,PIERRE,DUROCHE,FRA,1t1 3b5,,
45,ALESSANDRO,GANDOLFO,ITA,1t2 5b10,,
46,THOMAS,SCHMID,SUI,1t2 4b9,,
47,BEN,MEEKS,GBR,1t2 3b5,,
47,HEIKO,WILHELM,AUT,1t2 3b5,,
49,THEODOROS,KONSTANTAKOPOULOS,GRE,1t2 2b5,,
50,KEVIN,HEMUND,SUI,1t2 2b6,,
51,FLORENT,SAMYN,FRA,1t2 1b1,,
52,DAVID,BARRANS,GBR,1t3 5b6,,
53,RYAN,PASQUILL,GBR,1t3 4b8,,
54,TOM,GORE,GBR,1t3 3b4,,
55,TOM,SUGDEN,GBR,0t 4b4,,
56,GRZEGORZ,KAROLAK,POL,0t 4b7,,
57,CHRIS,GRAHAM,GBR,0t 2b2,,
57,YUKI,SUZUKI,JPN,0t 2b2,,
59,MATTHIAS,RUH,SUI,0t 2b4,,
60,FREDERIC,BONNET,AUS,0t 2b6,,
61,JIRI,BRADÁC,CZE,0t 1b2,,
