Rank,Name,,Country,Qualification,Final
1,SERGEI,SINITCYN,RUS,34.860,23.410
2,EVGENII,VAITSEKHOVSKII,RUS,28.530,27.650
3,ALEXANDER,KOSTERIN,RUS,29.950,24.830
4,ALEXANDER,PESHEKHONOV,RUS,31.440,28.230
5,OLEKSANDR,SALIMOV,UKR,32.720,27.140
6,DMITRII,SHARAFUTDINOV,RUS,33.100,28.530
7,LIBOR,HROZA,CZE,33.120,34.930
8,MANUEL,ESCOBAR,VEN,26.090,fall
9,ANATOLY,SKRIPOV,RUS,36.550,30.360
10,NESTOR,CARVAJAL,VEN,35.470,30.590
11,LEONEL,DE LAS SALAS,VEN,36.820,30.890
12,VALERIY,VOROBYEV,RUS,37.710,31.420
13,LUCAS,PRETI,ITA,37.200,37.070
14,NICOLAS,BADIA,FRA,36.660,37.550
15,MARCO ANTONIO,JUBES ANGARITA,ESP,36.910,38.670
16,NICOLAS,JANUEL,FRA,36.520,42.480
17,CSABA,KOMONDI,HUN,,
18,JOHANNES,LAU,GER,,
19,MIKHAIL,CHERNIKOV,RUS,,
20,IVAN,KAUROV,RUS,,
21,SYLVAIN,CHAPELLE,FRA,,
22,MAKSYM,OSIPOV,UKR,,
23,IVAN,SHYSHKOVSKYY,UKR,,
24,ERIC,LOPEZ MATEOS,ESP,,
25,SERGIY,KRYVONOS,UKR,,
26,GUILLAUME,GLAIRON MONDET,FRA,,
27,MARK,AMANN,AUT,,
28,LUKASZ,SWIRK,POL,,
29,MICHEL,SIROTTI,ITA,,
30,IAKOV,SUBBOTIN,RUS,,
31,LUYUAN,CAI,CHN,,
32,MIKHAIL,GOGOL,RUS,,
33,CHI-WAI,LAI,HKG,,
34,SALAH,BOULBAHAIEM,BEL,,
35,GYULA,JUHASZ,HUN,,
36,JAKUB,HEJL,CZE,,
37,JIRI,SVACHA,CZE,,
37,QIXIN,ZHONG,CHN,,
