Rank,Name,,Country,Qualification,Final
1,DANYIL,BOLDYREV,UKR,6.100,5.58
2,ALEKSANDR,SHILOV,RUS,6.050,5.70
3,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.850,5.59
4,DMITRII,TIMOFEEV,RUS,5.800,6.26
5,VLADISLAV,DEULIN,RUS,6.310,6.11
6,MARCIN,DZIENSKI,POL,6.290,6.49
7,JAN,KRIZ,CZE,6.210,6.80
8,BASSA,MAWEM,FRA,6.160,fall
9,ALEKSANDR,SHIKOV,RUS,6.330,6.00
10,STANISLAV,KOKORIN,RUS,6.300,6.10
11,KOSTIANTYN,PAVLENKO,UKR,6.080,6.27
12,LEONARDO,GONTERO,ITA,6.280,6.32
13,JOHN,BROSLER,USA,6.300,6.32
14,LEV,RUDATSKIY,RUS,6.320,6.34
15,LUDOVICO,FOSSALI,ITA,6.330,6.60
16,ALESSANDRO,SANTONI,ITA,6.200,7.13
17,PIERRE,REBREYEND,FRA,6.390,
18,ARTEM,KHABIBULLIN,RUS,6.400,
19,CARLOS,GRANJA,ECU,6.410,
20,GUILLAUME,MORO,FRA,6.460,
21,GIAN LUCA,ZODDA,ITA,6.480,
22,MATTHIAS,ERBER,AUT,6.640,
23,MICHAEL,FINN-HENRY,USA,6.660,
24,MAX,HAMMER,USA,6.680,
25,CRISTIAN,DORIGATTI,ITA,6.720,
26,JOE,GOODACRE,USA,6.800,
27,YAROSLAV,TKACH,UKR,6.850,
28,ALESSANDRO,CINGARI,ITA,6.870,
29,TOBIAS,PLANGGER,AUT,6.900,
30,STANISLAO,ZAMA,ITA,6.990,
31,PETR,BURIAN,CZE,7.050,
32,LUKAS,KNAPP,AUT,7.070,
33,JACOPO,STEFANI,ITA,7.130,
34,GABRIELE,RANDI,ITA,7.280,
35,MILOSZ,BUJAK,POL,7.310,
36,MICKAEL,MAWEM,FRA,7.320,
36,NICKOLAIE,RIVADENEIRA,ECU,7.320,
38,LEONARDO,SANDRIN,ITA,7.330,
39,JAN,HOJER,GER,7.430,
40,LUKE,RODLEY,USA,7.630,
41,GALO,HERNANDEZ,ECU,7.660,
42,MICHAEL,PICCOLRUAZ,ITA,7.740,
43,PIETRO,BIAGINI,ITA,7.950,
44,NOAH,BRATSCHI,USA,8.100,
45,MACIEJ,DOBRZANSKI,POL,8.140,
46,IHOR,ROBOTA,UKR,8.270,
47,ARTEM,HLUSHKO,UKR,8.410,
48,FILIP,SCHENK,ITA,8.450,
49,DIMITRI,VOGT,SUI,8.490,
50,SEAN,MCCOLL,CAN,8.610,
51,DAVID,FIRNENBURG,GER,8.670,
52,JUAN MARTIN,PEÑA,ECU,8.780,
53,SHUTA,TANAKA,JPN,8.880,
54,SERGIO,VERDASCO URIZAL,ESP,9.080,
55,MARCELLO,BOMBARDI,ITA,9.160,
56,NICOLAS,COLLIN,BEL,9.390,
57,MATEJ,BURIAN,CZE,9.420,
58,İSMAİL,OZTÜRK,TUR,9.540,
59,FELIPE,HO FOGANHOLO,BRA,9.590,
60,SIMON,LORENZI,BEL,9.730,
61,ALEXANDER,MEGOS,GER,10.010,
62,CESAR,GROSSO,BRA,10.080,
63,EMILIO,RIOS,CHI,10.100,
64,BENJAMIN,VARGAS,CHI,10.280,
65,OLAF,MALINOWSKI,POL,10.780,
66,BITTOR,ESPARTA FRADE,ESP,10.830,
67,VLADISLAV,SHEVCHENKO,RUS,11.130,
68,BENJAMIN,AYALA,CHI,12.000,
69,PEDRO FERREIRA,NICOLOSO,BRA,12.010,
70,JEAN,OURIQUES,BRA,12.700,
71,ÀLEX,HERNÁNDEZ CASTILLA,ESP,13.810,
72,SANTIAGO,CHRISTENSEN,ARG,13.850,
