Rank,Name,,Country,Qualification,Semi-Final,Final
1,JANJA,GARNBRET,SLO,top  1. | top  1. [1.22],top,50+
2,JESSICA,PILZ,AUT,48+  3. | 40   5. [4.18],44+,49+
3,ANAK,VERHOEVEN,BEL,55   2. | top  1. [1.73],40,39+
4,CLAIRE,BUHRFEIND,USA,43   7. | 36   10. [8.66],41+,33+
5,HÉLÈNE,JANICOT,FRA,40+  10. | 32+  16. [13.87],37,31
6,MANON,HILY,FRA,28+  16. | 39+  6. [12.25],37+,28
7,IEVGENIIA,KAZBEKOVA,UKR,40+  10. | 35+  11. [11.96],37,28
8,CHRISTINE,SCHRANZ,AUT,28+  16. | 44   3. [8.66],43,9
9,TJASA,KALAN,SLO,28+  16. | 40+  4. [10.00],34+,
10,MINA,MARKOVIC,SLO,48+  3. | 25+  28. [10.67],34+,
11,TINA JOHNSEN,HAFSAAS,NOR,44+  5. | 25+  28. [13.37],33+,
12,STASA,GEJO,SRB,40   13. | 32+  16. [15.08],33+,
13,AYA,ONOE,JPN,28+  16. | 31+  20. [22.36],33+,
14,JULIA,CHANOURDIE,FRA,28+  16. | 37+  8. [14.14],32+,
15,HELOÏSE,DOUMONT,BEL,26   40. | 35+  11. [22.95],31,
16,MEI,KOTAKE,JPN,44+  5. | 35+  11. [8.46],30+,
17,ANNE-SOPHIE,KOLLER,SUI,42+  9. | 36+  9. [9.00],30+,
18,KATHARINA,POSCH,AUT,35   14. | 27.5+  24. [18.65],28+,
19,HANNAH,SCHUBERT,AUT,43   7. | 38   7. [7.25],26+,
20,KATHERINE,CHOONG,SUI,28+  16. | 30+  21. [23.18],26+,
21,LAURA,ROGORA,ITA,28+  16. | 35+  11. [18.03],26,
21,ASHIMA,SHIRAISHI,USA,28+  16. | 35+  11. [18.03],26,
23,YUKI,HIROSHIGE,JPN,28+  16. | 32+  16. [20.92],26,
24,IDA,KUPS,POL,28+  16. | 30+  21. [23.18],26,
25,BROOKE,RABOUTOU,USA,28+  16. | 27+  25. [25.25],26,
26,KATJA,DEBEVEC,SLO,40+  10. | 30   23. [15.91],25+,
27,LAURA,STÖCKLER,AUT,35   14. | 19+  48. [27.19],,
28,JULIA,FISER,AUT,28+  16. | 25+  28. [28.50],,
28,CLAUDIA,GHISOLFI,ITA,28+  16. | 25+  28. [28.50],,
28,SEURAN,HAN,KOR,28+  16. | 25+  28. [28.50],,
28,NATSUMI,HIRANO,JPN,28+  16. | 25+  28. [28.50],,
28,MIU,KURITA,JPN,28+  16. | 25+  28. [28.50],,
28,MOE,YOSHIMURA,JPN,28+  16. | 25+  28. [28.50],,
34,NOLWEN,BERTHIER,FRA,17   53. | 32+  16. [30.45],,
35,GIORGIA,TESIO,ITA,26+  35. | 27+  25. [30.72],,
36,VALENTINA,AGUADO,ARG,28+  16. | 24+  39. [32.21],,
37,FRANCESCA,MEDICI,ITA,25   43. | 26   27. [34.07],,
38,SALOMÉ,ROMAIN,FRA,25+  42. | 25+  28. [36.95],,
39,TJASA,SLEMENSEK,SLO,28+  16. | 19   55. [37.08],,
40,MAJA,RUDKA,POL,26+  35. | 25   38. [37.50],,
41,SILVIA,CASSOL,ITA,23+  44. | 25+  28. [38.45],,
42,ANDREA,EBNER,ITA,26+  35. | 24+  39. [39.19],,
43,NOA,SHIRAN,ISR,26+  35. | 22+  45. [41.26],,
44,KATRIN,AMANN,SWE,26+  35. | 19+  48. [43.44],,
45,ALEJANDRA,CONTRERAS,CHI,23+  44. | 24+  39. [43.45],,
46,ALLISON,VEST,CAN,23   48. | 24+  39. [44.63],,
47,GIULIA,MEDICI,ITA,22+  49. | 24+  39. [45.32],,
47,ANDREA,ROJAS,ECU,22+  49. | 24+  39. [45.32],,
49,MINSEON,KIM,KOR,26   40. | 18+  56. [47.62],,
50,JENNIFER,WOOD,GBR,23+  44. | 19+  48. [48.17],,
51,RHOSLYN,FRUGTNIET,GBR,18+  52. | 22+  45. [48.91],,
52,ANOUCK,JAUBERT,FRA,16+  54. | 22+  45. [50.53],,
53,NATALIA,KALUCKA,POL,16+  54. | 19+  48. [53.20],,
