Rank,Name,,Country,Qualification,Semi-Final,Final
1,DOMEN,SKOFIC,SLO,top  1. | top  1. [6.00],37+,45+
2,STEFANO,GHISOLFI,ITA,top  1. | top  1. [6.00],34,45+
3,HYUNBIN,MIN,KOR,top  1. | 32+  10. [9.59],33+,38+
4,HIDEMASA,NISHIDA,JPN,top  1. | 26+  19. [12.33],33+,23
5,TAISEI,HOMMA,JPN,36   18. | top  1. [9.25],34+,20+
6,ROMAIN,DESGRANGES,FRA,top  1. | top  1. [6.00],33+,20+
7,YUKI,HADA,JPN,top  1. | 33   9. [8.49],33+,20+
8,SASCHA,LEHMANN,SUI,top  1. | 13   27. [14.83],33+,20+
9,FEDIR,SAMOILOV,UKR,top  1. | 32+  10. [9.59],32+,
10,NICOLAS,COLLIN,BEL,36   18. | 24   20. [20.45],32+,
11,TOMOA,NARASAKI,JPN,top  1. | top  1. [6.00],31+,
12,LOÏC,TIMMERMANS,BEL,top  1. | 29   14. [10.58],31+,
13,YOSHIYUKI,OGATA,JPN,top  1. | 27+  15. [11.49],31+,
14,MAX,RUDIGIER,AUT,top  1. | top  1. [6.00],31,
15,FRANCESCO,VETTORATA,ITA,top  1. | 32+  10. [9.59],31,
16,JAKOB,SCHUBERT,AUT,top  1. | top  1. [6.00],29+,
17,GEORG,PARMA,AUT,32   23. | 32+  10. [16.26],28,
18,MARCELLO,BOMBARDI,ITA,36   18. | 27+  15. [17.71],27+,
19,MICHAEL,PICCOLRUAZ,ITA,31+  24. | 24   20. [23.22],27+,
20,HAIBIN,QU,CHN,top  1. | top  1. [6.00],25+,
21,ELAN,JONASMCRAE,CAN,35+  21. | 24   20. [21.75],23+,
22,MINORU,NAKANO,JPN,36+  17. | 27+  15. [16.75],21+,
23,MASAHIRO,HIGUCHI,JPN,37+  16. | 24   20. [18.76],21+,
24,MARTIN,KUHNEL,USA,31   26. | 24   20. [23.92],20+,
25,TAITO,NAKAGAMI,JPN,35+  21. | 27+  15. [18.83],19+,
26,RAHUL,SAPRA,CAN,23+  28. | 18+  25. [26.46],18,
27,JOHN,BROSLER,USA,26+  27. | 13   27. [27.25],,
28,BRANDON,BARRACLOUGH,CAN,20+  29. | 14+  26. [27.46],,
29,WAN JAE,JO,KOR,31+  24. | 6   31. [27.78],,
30,AIDAN,DOYLE,CAN,19+  30. | 12   29. [29.50],,
31,MARCIN,DZIENSKI,POL,9+  31. | 8   30. [30.50],,
32,KA-CHUN,YAU,HKG,6   31. [31.75],,
