Rank,Name,,Country,Qualification,Semi-Final,Final
1,GREGOR,VEZONIK,SLO,3t4z 6 8,2t4z 2 4,2t4z 2 13
2,JERNEJ,KRUDER,SLO,3t4z 7 8,3t4z 7 4,2t3z 9 7
3,JAKOB,SCHUBERT,AUT,2t3z 7 8,3t4z 9 5,2t3z 9 11
4,YOSHIYUKI,OGATA,JPN,4t5z 11 12,3t4z 5 7,2t3z 11 13
5,YUJI,INOUE,JPN,5t5z 24 22,4t4z 11 6,2t2z 5 5
6,MICKAEL,MAWEM,FRA,3t4z 6 11,3t3z 3 3,1t2z 1 3
7,KOKORO,FUJII,JPN,4t5z 16 17,2t4z 3 6,
8,REI,SUGIMOTO,JPN,4t4z 8 5,2t4z 3 11,
9,TOMOA,NARASAKI,JPN,4t4z 12 9,2t4z 4 9,
9,KEITA,WATABE,JPN,4t5z 9 9,2t4z 4 9,
11,ALEXANDER,AVERDUNK,GER,4t5z 19 19,2t4z 5 7,
12,JAN,HOJER,GER,2t4z 4 15,2t4z 5 8,
13,TAISEI,ISHIMATSU,JPN,2t3z 4 4,1t4z 2 9,
14,ALFONS,DORNAUER,AUT,3t5z 12 16,1t3z 1 5,
14,ALEKSEY,RUBTSOV,RUS,2t4z 5 16,1t3z 1 5,
16,MANUEL,CORNU,FRA,2t3z 5 5,1t3z 2 3,
17,TOMOAKI,TAKATA,JPN,2t3z 6 4,1t3z 2 4,
18,GABRIELE,MORONI,ITA,3t5z 8 16,1t3z 2 9,
19,YUKI,HADA,JPN,3t4z 7 9,1t3z 3 6,
20,YANNICK,FLOHÉ,GER,3t3z 11 8,1t3z 5 9,
21,MATTHEW,COUSINS,GBR,3t4z 8 16,,
21,ANZE,PEHARC,SLO,1t4z 1 8,,
23,MARCELLO,BOMBARDI,ITA,1t4z 1 13,,
23,MAX,KLEESATTEL,GER,1t4z 1 13,,
23,ALEXANDER,MEGOS,GER,3t3z 6 6,,
23,DMITRII,SHARAFUTDINOV,RUS,3t3z 6 6,,
27,SEAN,BAILEY,USA,1t4z 1 14,,
27,KEITA,DOHI,JPN,3t3z 11 9,,
29,DAVID,FIRNENBURG,GER,3t3z 11 10,,
29,JONATAN,FLOR VAZQUEZ,ESP,1t4z 1 18,,
31,ZAN,LOVENJAK SUDAR,SLO,1t4z 2 14,,
31,RUDOLPH,RUANA,USA,3t3z 13 12,,
33,STEFAN,SCHMIEG,GER,3t3z 16 16,,
33,STEPHAN,VOGT,GER,1t4z 6 11,,
35,KAI,HARADA,JPN,2t3z 2 4,,
35,SASCHA,LEHMANN,SUI,1t3z 1 3,,
35,AIDAN,ROBERTS,GBR,1t3z 1 3,,
38,MATTHIAS,ERBER,AUT,2t3z 3 5,,
39,ALBAN,LEVIER,FRA,2t3z 6 7,,
39,MICHAEL,PICCOLRUAZ,ITA,1t3z 1 5,,
39,THILO JELDRIK,SCHRÖTER,NOR,1t3z 1 5,,
42,NATHAN,PHILLIPS,GBR,2t3z 7 9,,
43,GUILLAUME,GLAIRON MONDET,FRA,1t3z 1 6,,
43,KIM,MARSCHNER,GER,1t3z 1 6,,
43,GEORG,PARMA,AUT,2t3z 8 9,,
46,JAN-LUCA,POSCH,AUT,2t3z 10 12,,
47,CHI-FUNG,AU,HKG,1t3z 1 8,,
47,BAPTISTE,OMETZ,SUI,2t3z 11 11,,
47,SIMON,UNGER,GER,1t3z 1 8,,
50,RUBEN,FIRNENBURG,GER,2t3z 11 15,,
51,HANNES,PUMAN,SWE,1t3z 3 5,,
51,STEFAN,SCARPERI,ITA,2t2z 3 3,,
51,MARTIN,STRANIK,CZE,2t2z 3 3,,
51,DON,VAN LAERE,NED,1t3z 3 5,,
55,NATHANIEL,COLEMAN,USA,2t2z 5 4,,
55,FREDRIK,SERLACHIUS,SWE,1t3z 3 11,,
57,PHILIPP,MARTIN,GER,1t3z 4 10,,
57,RYUICHI,MURAI,JPN,2t2z 7 7,,
59,ALEX,KHAZANOV,ISR,2t2z 10 7,,
59,SERGII,TOPISHKO,UKR,1t3z 5 11,,
61,BENJAMIN,BLASER,SUI,1t2z 1 2,,
61,DAVID,FITZGERALD,IRL,1t2z 1 2,,
61,FEDIR,SAMOILOV,UKR,2t2z 11 9,,
64,COLIN,WILLS,USA,2t2z 21 20,,
65,NICOLAS,JANUEL,FRA,1t3z 1 13,,
65,ERIC,LOPEZ MATEOS,ESP,1t2z 2 3,,
65,VADIM,TIMONOV,RUS,1t2z 2 3,,
68,KIPRAS,BALTRUNAS,LTU,1t3z 5 6,,
69,BJØRN,ARNEL IISAGER,DEN,1t2z 2 10,,
69,CLEMENT,OZUN,FRA,1t3z 5 8,,
71,NILS,FAVRE,SUI,1t2z 3 4,,
71,SERGIO,VERDASCO URIZAL,ESP,1t2z 2 7,,
73,FELIPE,HO FOGANHOLO,BRA,1t2z 2 13,,
73,KONSTANTIN,MITIN,RUS,1t2z 2 13,,
73,MAX,PRINZ,GER,1t2z 4 3,,
73,CHRISTOPH,SCHWEIGER,GER,1t2z 4 3,,
77,WILLIAM,RIDAL,GBR,1t2z 3 5,,
77,ELIAS,WEILER,AUT,1t2z 4 4,,
79,MAXWELL,AYRTON,GBR,1t2z 3 6,,
79,JOSEPH,DIAZ,USA,1t2z 3 6,,
79,JEAN,OURIQUES,BRA,1t2z 4 5,,
82,JEROME,GONZÁLEZ GUTIÉRREZ,ESP,1t2z 5 8,,
83,JAKOB,ELLIOTT,CAN,1t1z 2 1,,
83,ROLANDS,RUGENS,LAT,1t2z 4 4,,
85,MORITZ,HANS,GER,0t3z 0 6,,
85,PEDRO FERREIRA,NICOLOSO,BRA,0t3z 0 6,,
85,JOSEF,SUNDAKOV-KRUMINS,AUS,1t2z 5 6,,
88,FLORIAN,KLINGLER,AUT,1t2z 8 12,,
89,LUKAS,GEUKENS,BEL,0t3z 0 9,,
89,NATHAN,SMITH,CAN,1t1z 2 1,,
89,ANDREA,ZANONE,ITA,0t3z 0 9,,
92,FLORIAN,WIENTJES,GER,1t1z 3 1,,
93,DIEGO,LEQUERICA BUSCAGLIA,PER,0t2z 0 3,,
93,CIARÁN,SCANLON,IRL,1t1z 3 3,,
95,CESAR,GROSSO,BRA,0t1z 0 1,,
95,SEAN,MCCOLL,CAN,0t2z 0 4,,
95,PETERIS,MEIRANS,LAT,0t1z 0 1,,
95,SERGIO,PASTOR MARTÍNEZ,ESP,0t1z 0 1,,
95,STEPAN,STRANIK,CZE,0t1z 0 1,,
100,SERGEI,LUZHETSKII,RUS,0t2z 0 7,,
101,STEFAN,BEDNAR,SVK,0t2z 0 8,,
102,HOSSEIN,FAMILROHANI,IRI,0t2z 0 11,,
102,CHEUK-HEI,HO,HKG,0t2z 0 11,,
104,ELIAS,IAGNEMMA,ITA,0t1z 0 2,,
104,RAM,LEVIN,ISR,0t1z 0 2,,
104,YUVAL,SHEMLA,ISR,0t1z 0 2,,
107,POUYA,SHAFENEJAD,IRI,0t1z 0 1,,
108,ZOLTÁN,KOMJÁTI,HUN,0t1z 0 2,,
109,BEN,ABEL,AUS,0t1z 0 3,,
109,NADAV,GROPPER,ISR,0t1z 0 3,,
109,DAVID,TRUDEAU,CAN,0t1z 0 3,,
112,SARP,SAHIN,TUR,0t1z 0 4,,
113,SZYMON,PECIKIEWICZ,POL,0t1z 0 5,,
113,MYKOLA,SILEVYCH,UKR,0t1z 0 4,,
115,THEIS LINDEGREN,ELFENBEIN,DEN,0t1z 0 6,,
115,ROBERT,LUBY,SVK,0t1z 0 8,,
115,JAKUB JIRI,SVUB,SVK,0t1z 0 6,,
118,MUHAMMET NURİ,AYDEMİR,TUR,0t0z 0 0,,
118,JOHN,BROSLER,USA,0t0z 0 0,,
118,JAVIER,CANO BLAZQUEZ,ESP,0t0z 0 0,,
118,MACIEJ,DOBRZANSKI,POL,0t0z 0 0,,
118,BENJAMIN,HANNA,USA,0t0z 0 0,,
118,PAVEL,KRATOCHVIL,SVK,0t0z 0 0,,
118,MAKSIM,LIND,EST,0t0z 0 0,,
125,DOMBROVSKIS,ARTŪRS,LAT,0t0z 0 0,,
125,JAKUB,JEDLICKA,CZE,0t0z 0 0,,
125,YARDEN,PILPEL,ISR,0t0z 0 0,,
125,ÖVGÜN,YILDIRIM,TUR,0t0z 0 0,,
