Rank,Name,,Country,Qualification,Final
1,ALEKSANDR,SHIKOV,RUS,6.070,6.67
2,ALEKSANDR,SHILOV,RUS,6.180,6.79
3,DANYIL,BOLDYREV,UKR,6.060,6.00
4,BASSA,MAWEM,FRA,5.800,fall
5,KOSTIANTYN,PAVLENKO,UKR,6.330,6.59
6,JINXIN,LI,CHN,6.369,7.51
7,GUILLAUME,MORO,FRA,6.400,8.50
8,REZA,ALIPOUR SHENAZANDIFARD,IRI,6.100,false start
9,MICHAEL,FINN-HENRY,USA,6.630,6.76
10,PENGHUI,LIN,CHN,6.290,6.77
11,DMITRII,TIMOFEEV,RUS,6.430,16.34
12,STANISLAV,KOKORIN,RUS,6.220,fall
13,MARCIN,DZIENSKI,POL,6.360,fall
14,ALESSANDRO,SANTONI,ITA,6.410,fall
15,LEONARDO,GONTERO,ITA,6.450,fall
16,LEV,RUDATSKIY,RUS,6.550,false start
17,LUDOVICO,FOSSALI,ITA,6.640,
18,JAN,KRIZ,CZE,6.649,
19,GIAN LUCA,ZODDA,ITA,6.670,
20,PIERRE,REBREYEND,FRA,6.790,
21,LUKAS,KNAPP,AUT,6.850,
22,QIXIN,ZHONG,CHN,6.930,
23,CARLOS,GRANJA,ECU,6.940,
24,JACOPO,STEFANI,ITA,7.090,
25,RUSLAN,FAIZULLIN,RUS,7.220,
26,MATTHIAS,ERBER,AUT,7.250,
27,OLEKSANDR,PAVLENKO,UKR,7.350,
28,STANISLAO,ZAMA,ITA,7.400,
29,ARSENII,BOGOMOLOV,RUS,7.500,
30,YOSHIYUKI,OGATA,JPN,7.510,
31,KAI,HARADA,JPN,7.580,
32,IHOR,ROBOTA,UKR,8.390,
33,KAI,LIGHTNER,USA,8.450,
34,MICHAEL,PICCOLRUAZ,ITA,8.530,
35,IHOR,TIAPKIN,UKR,8.560,
36,YUFEI,PAN,CHN,8.660,
37,FILIP,SCHENK,ITA,8.740,
38,CHRISTOPH,HANKE,GER,8.749,
39,ARTEM,HLUSHKO,UKR,8.790,
40,RUDOLPH,RUANA,USA,8.840,
41,JAVIER,CANO BLAZQUEZ,ESP,8.870,
42,JOSH,LEVIN,USA,8.890,
43,MACIEJ,DOBRZANSKI,POL,9.010,
44,ERIC,LOPEZ MATEOS,ESP,9.050,
45,WILLIAM,BOSI,GBR,9.060,
46,JERNEJ,KRUDER,SLO,9.200,
47,DIMITRI,VOGT,SUI,9.450,
48,SIMON,LORENZI,BEL,9.700,
49,RUBEN,FIRNENBURG,GER,9.730,
50,JONATAN,FLOR VAZQUEZ,ESP,9.760,
51,ALEKSEY,RUBTSOV,RUS,9.800,
52,SERGIO,PASTOR MARTÍNEZ,ESP,9.990,
53,CESAR,GROSSO,BRA,10.220,
54,BITTOR,ESPARTA FRADE,ESP,10.430,
55,JEROME,GONZÁLEZ GUTIÉRREZ,ESP,10.590,
56,GRIFFIN,BARROS-KING,USA,11.050,
57,HANWOOL,KIM,KOR,11.080,
58,SZYMON,PECIKIEWICZ,POL,11.160,
59,LUKA,POTOCAR,SLO,11.350,
60,LUCAS,UCHIDA,CAN,12.060,
61,ALEXANDER,MEGOS,GER,12.220,
62,PHILIPP,MARTIN,GER,13.180,
63,NIMROD,MARCUS,ISR,13.560,
64,KOKORO,FUJII,JPN,fall,
64,ARTEM,KHABIBULLIN,RUS,false start,
64,TOMOA,NARASAKI,JPN,false start,
64,HAIBIN,QU,CHN,false start,
64,SHUTA,TANAKA,JPN,false start,
