Rank,Name,,Country,Qualification,Final
1,DANYIL,BOLDYREV,UKR,6.000,6.08
2,DMITRII,TIMOFEEV,RUS,6.050,6.31
3,BASSA,MAWEM,FRA,5.700,5.64
4,QIXIN,ZHONG,CHN,5.800,fall
5,ALEKSANDR,SHILOV,RUS,6.070,5.72
6,LUDOVICO,FOSSALI,ITA,5.910,5.89
7,GIAN LUCA,ZODDA,ITA,6.310,6.04
8,MARCIN,DZIENSKI,POL,6.120,false start
9,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.740,6.46
10,JINXIN,LI,CHN,6.110,6.73
11,GUILLAUME,MORO,FRA,6.270,7.83
12,AMIR,MAIMURATOV,KAZ,6.150,9.96
13,STANISLAV,KOKORIN,RUS,6.050,fall
14,ALEKSANDR,SHIKOV,RUS,6.070,false start
15,JAN,KRIZ,CZE,6.200,fall
16,LEONARDO,GONTERO,ITA,6.330,false start
17,ARSENII,BOGOMOLOV,RUS,6.350,
17,ALESSANDRO,SANTONI,ITA,6.350,
19,JOHN,BROSLER,USA,6.400,
20,PIERRE,REBREYEND,FRA,6.460,
21,CARLOS,GRANJA,ECU,6.480,
22,RISHAT,KHAIBULLIN,KAZ,6.560,
23,ARTEM,KHABIBULLIN,RUS,6.570,
24,LEV,RUDATSKIY,RUS,6.650,
25,YAROSLAV,TKACH,UKR,6.680,
26,MICKAEL,MAWEM,FRA,6.720,
27,MATTHIAS,ERBER,AUT,6.770,
28,STANISLAO,ZAMA,ITA,6.860,
29,JACOPO,STEFANI,ITA,6.930,
30,YUFEI,PAN,CHN,6.950,
31,TOMOA,NARASAKI,JPN,6.970,
32,CRISTIAN,DORIGATTI,ITA,7.020,
33,LUKAS,KNAPP,AUT,7.090,
34,MANUEL,CORNU,FRA,7.120,
35,ALIMZHAN,MYRZABEKOV,KAZ,7.150,
36,YOSHIYUKI,OGATA,JPN,7.210,
37,ALESSANDRO,CINGARI,ITA,7.230,
38,NIKITA,DEVYATERIKOV,KAZ,7.280,
38,JOSH,LEVIN,USA,7.280,
40,ALEXEY,MOLCHANOV,KAZ,7.370,
40,OLEKSANDR,PAVLENKO,UKR,7.370,
42,NICKOLAIE,RIVADENEIRA,ECU,7.430,
43,KEITA,DOHI,JPN,7.510,
44,KAI,HARADA,JPN,7.600,
45,WILLIAM,BOSI,GBR,7.660,
45,KAI,LIGHTNER,USA,7.660,
47,KOKORO,FUJII,JPN,7.820,
48,ARTYOM,DEVYATERIKOV,KAZ,7.830,
49,HAIBIN,QU,CHN,7.890,
50,KOSTIANTYN,PAVLENKO,UKR,7.940,
51,IHOR,ROBOTA,UKR,7.970,
52,SZYMON,PECIKIEWICZ,POL,7.990,
53,HANWOOL,KIM,KOR,8.030,
53,JAKOB,SCHUBERT,AUT,8.030,
55,JAVIER,CANO BLAZQUEZ,ESP,8.040,
56,ERIC,LOPEZ MATEOS,ESP,8.050,
56,RUDOLPH,RUANA,USA,8.050,
58,JERNEJ,KRUDER,SLO,8.220,
59,NICOLAS,COLLIN,BEL,8.360,
60,GALO,HERNANDEZ,ECU,8.500,
61,SHUTA,TANAKA,JPN,8.530,
62,CHRISTOPH,HANKE,GER,8.550,
63,YANNICK,FLOHÉ,GER,8.660,
64,SERGIO,PASTOR MARTÍNEZ,ESP,8.740,
65,ALBAN,LEVIER,FRA,8.780,
66,MACIEJ,DOBRZANSKI,POL,8.980,
67,GRIFFIN,BARROS-KING,USA,9.230,
68,EMILIO,RIOS,CHI,9.480,
69,JASON,HOLOWACH,CAN,9.620,
70,FELIPE,HO FOGANHOLO,BRA,9.650,
71,JONATAN,FLOR VAZQUEZ,ESP,9.800,
72,IHOR,TIAPKIN,UKR,10.370,
73,CESAR,GROSSO,BRA,10.430,
74,LUCAS,UCHIDA,CAN,10.500,
75,JEROME,GONZÁLEZ GUTIÉRREZ,ESP,10.520,
76,LUKA,POTOCAR,SLO,10.620,
77,BENJAMIN,VARGAS,CHI,10.680,
78,ALEXANDER,MEGOS,GER,10.910,
79,VLADISLAV,SHEVCHENKO,RUS,10.950,
80,JEAN,OURIQUES,BRA,12.400,
81,PEDRO FERREIRA,NICOLOSO,BRA,14.950,
82,RUSLAN,FAIZULLIN,RUS,false start,
82,PENGHUI,LIN,CHN,false start,
