Rank,Name,,Country,Qualification,Semi-Final,Final
1,JANJA,GARNBRET,SLO,5t5z 10 9,3t4z 4 4,4t4z 4 4
2,MIHO,NONAKA,JPN,5t5z 15 13,3t4z 5 4,4t4z 5 5
3,AKIYO,NOGUCHI,JPN,4t5z 17 17,3t4z 7 4,4t4z 7 6
4,FANNY,GIBERT,FRA,4t4z 8 6,3t4z 4 4,1t4z 1 8
5,KATJA,DEBEVEC,SLO,3t3z 3 3,2t4z 2 5,1t2z 1 5
6,EKATERINA,KIPRIIANOVA,RUS,3t4z 4 4,2t4z 2 7,0t3z 0 5
7,FUTABA,ITO,JPN,3t4z 7 11,2t4z 3 7,
8,KAROLINE,SINNHUBER,AUT,2t4z 4 9,2t4z 5 7,
9,PETRA,KLINGLER,SUI,4t5z 6 8,2t4z 6 9,
10,MAO,NAKAMURA,JPN,4t5z 14 13,2t4z 6 11,
11,MEI,KOTAKE,JPN,4t4z 7 4,2t4z 6 12,
12,ALMA,BESTVATER,GER,4t4z 8 5,2t3z 3 5,
13,BERIT,SCHWAIGER,AUT,2t4z 3 5,2t3z 4 5,
14,ANNE-SOPHIE,KOLLER,SUI,2t4z 11 18,2t3z 6 7,
15,MÉLANIE,SANDOZ,FRA,3t5z 6 11,1t4z 1 7,
16,CLEMENTINE,KAISER,FRA,3t5z 5 6,1t4z 1 8,
16,FRANZISKA,STERRER,AUT,3t5z 12 14,1t4z 1 8,
18,JESSICA,PILZ,AUT,4t5z 4 5,1t4z 1 10,
19,NANAKO,KURA,JPN,2t5z 6 11,1t3z 1 6,
20,EMILY,PHILLIPS,GBR,2t4z 6 9,1t2z 1 2,
21,CHLOE,CAULIER,BEL,2t3z 2 3,,
21,EVGENIYA,LAPSHINA,RUS,3t4z 4 6,,
23,AYA,ONOE,JPN,2t3z 3 8,,
23,ASHIMA,SHIRAISHI,USA,3t4z 5 6,,
25,KYRA,CONDIE,USA,3t3z 6 5,,
25,URSKA,REPUSIC,SLO,2t3z 4 6,,
27,AFRA,HÖNIG,GER,2t3z 6 8,,
27,JULIA,PINGGERA,AUT,3t3z 7 4,,
29,LILLI,KIESGEN,GER,2t3z 8 10,,
29,JULIJA,KRUDER,SLO,2t5z 2 7,,
31,STASA,GEJO,SRB,2t5z 3 13,,
31,SAEKO,SUGIMURA,JPN,2t3z 8 11,,
33,MOMOKA,KANEKO,JPN,1t4z 1 10,,
33,IRINA,KUZMENKO,RUS,2t4z 2 9,,
35,CAMILLE,FAILLE,FRA,1t4z 2 5,,
35,SAKI,KIKUCHI,JPN,2t4z 8 13,,
37,FLAVY,COHAUT,FRA,2t4z 12 10,,
37,KATRINE,VANDET SALLING,DEN,1t4z 2 10,,
39,CHARLOTTE,ANDRE,FRA,1t3z 1 4,,
39,VERA,ZIJLSTRA,NED,2t3z 5 5,,
41,NATALIE,BÄRTSCHI,SUI,2t3z 5 7,,
41,FREDERIKE,FELL,GER,1t3z 1 5,,
43,ISABELL,ADOLPH,GER,1t3z 1 7,,
43,ROMY,FUCHS,GER,1t3z 1 7,,
43,JOHANNA,FÄRBER,AUT,1t3z 1 7,,
43,TIBA,VROOM,NED,2t3z 6 4,,
43,JENNIFER,WOOD,GBR,1t3z 1 7,,
43,SOFYA,YOKOYAMA,SUI,2t3z 6 4,,
49,VALERI,KREMER,ISR,2t2z 6 2,,
50,JOHANNA,HOLFELD,GER,1t5z 1 14,,
51,VALIANTSINA,CHAMIAKINA,BLR,1t3z 1 8,,
51,HANNAH,MEUL,GER,1t5z 3 12,,
53,MAYA,MADERE,USA,1t3z 1 10,,
53,ALYSSA,WEBER,CAN,1t4z 1 6,,
55,SIERRA,BLAIR-COYLE,USA,1t3z 2 7,,
55,TJASA,SLEMENSEK,SLO,1t4z 1 10,,
57,ANASTASIIA,EVGENEVA,RUS,1t4z 3 5,,
57,ANDREA,KÜMIN,SUI,1t3z 2 8,,
59,ANDREA,EBNER,ITA,1t4z 4 11,,
59,SUNNIVA EIK,HAAVE,NOR,1t2z 1 2,,
61,TINA JOHNSEN,HAFSAAS,NOR,1t3z 1 6,,
61,RAHIL,RAMEZANI,IRI,1t2z 1 3,,
63,LISA,CHULICH,USA,1t2z 1 7,,
63,REBECCA,FRANGOS,CAN,1t3z 3 5,,
65,TAN,SHI HUI,SGP,1t2z 1 2,,
65,JARA,SPÄTE,SUI,1t2z 2 5,,
67,KARINA,BILKOVA,CZE,1t2z 3 6,,
67,ANNA,TSYGANOVA,RUS,1t2z 1 4,,
69,AMOUR,PAZ,ISR,1t2z 8 7,,
69,OLIVIA,WYETT,CAN,1t2z 2 2,,
71,Mª CARMEN,ALARCÓN GRAU,ESP,1t1z 1 1,,
71,PATRÍCIA,ANTUNES,BRA,1t1z 1 1,,
71,AGNIETE,BALTRUNE,LTU,1t1z 1 1,,
71,KLAUDIA,BUCZEK,POL,1t1z 1 1,,
71,CELINE,CUYPERS,BEL,0t4z 0 4,,
71,LUCIA,DÖRFFEL,GER,1t1z 1 1,,
71,IULIIA,PANTELEEVA,RUS,0t4z 0 4,,
71,THAIS MAKINO,SHIRAIWA,BRA,1t1z 1 1,,
79,KATRIN,AMANN,SWE,0t3z 0 3,,
79,LINDA,SJÖDIN,SWE,0t3z 0 3,,
79,HOLLY,TOOTHILL,GBR,0t3z 0 3,,
82,NÓRA,KIRÁLY,HUN,0t3z 0 4,,
83,ELFE,CLAES,BEL,1t1z 2 1,,
83,RHOSLYN,FRUGTNIET,GBR,0t3z 0 5,,
83,YAEL,TAUB,ISR,1t1z 2 1,,
86,YEVHENIIA,CHERNIAVSKA,UKR,0t3z 0 6,,
87,SANDRA,JONSSON,SWE,1t1z 2 2,,
87,LUANA,RISCADO,BRA,1t1z 2 2,,
87,ITZIAR,ZABALA ZURINAGA,ESP,0t3z 0 10,,
90,SARA,ENGQVIST,SWE,0t2z 0 2,,
91,BEGÜM,KAZAZİ,TUR,1t1z 3 1,,
91,ALISE,ZVIGULE,LAT,0t2z 0 4,,
93,LOTINA,DIANA,LAT,0t2z 0 5,,
93,CIRVELE,KATRĪNA,LAT,1t1z 3 3,,
93,DANIELA,KOTRBOVA,CZE,1t1z 3 3,,
96,PATRYCJA,CHUDZIAK,POL,0t2z 0 6,,
96,SEVDA,GEYIK,TUR,0t2z 0 6,,
96,LARA,ÖZAK,TUR,0t2z 0 6,,
99,HEEYEON,PARK,KOR,1t1z 4 3,,
100,LEAH,JEFFRIES,AUS,0t2z 0 6,,
101,DOMBROVSKA,INTA,LAT,0t2z 0 13,,
101,ANNA,KRAJUSHKINA,EST,0t0z 0 0,,
