Rank,Name,,Country,Qualification,Semi-Final,Final
1,JANJA,GARNBRET,SLO,5t5z 14 10,3t3z 3 3,2t3z 7 7
2,AKIYO,NOGUCHI,JPN,4t4z 7 5,2t3z 4 7,2t2z 4 3
3,STASA,GEJO,SRB,3t5z 4 8,2t3z 8 9,1t2z 1 6
4,JESSICA,PILZ,AUT,2t4z 8 8,2t3z 7 15,0t2z 0 4
5,MIHO,NONAKA,JPN,3t4z 4 6,2t3z 10 25,0t2z 0 4
6,PETRA,KLINGLER,SUI,2t4z 5 7,3t3z 10 9,0t0z 0 0
7,BERIT,SCHWAIGER,AUT,1t4z 2 13,2t2z 7 7,
8,SOL,SA,KOR,1t4z 8 13,2t2z 8 7,
9,FANNY,GIBERT,FRA,2t4z 5 8,2t2z 11 8,
10,MARGO,HAYES,USA,3t4z 11 10,1t3z 2 10,
11,HANNAH,SLANEY,GBR,1t4z 5 18,1t3z 6 16,
12,KATJA,DEBEVEC,SLO,2t4z 4 7,1t2z 4 9,
13,ALANNAH,YIP,CAN,1t3z 3 5,1t2z 6 8,
14,IEVGENIIA,KAZBEKOVA,UKR,3t3z 10 4,1t1z 2 2,
15,TATIANA,SHEMULINKINA,RUS,1t4z 2 14,1t1z 3 3,
16,ALEX,PUCCIO,USA,2t5z 5 17,0t3z 0 21,
17,MANON,HILY,FRA,1t3z 2 7,0t2z 0 16,
18,CHLOE,CAULIER,BEL,1t4z 1 8,0t2z 0 17,
19,JOHANNA,FÄRBER,AUT,1t4z 2 10,0t1z 0 7,
20,KATHARINA,SAURWEIN,AUT,1t3z 2 8,0t1z 0 9,
21,JULIA,PINGGERA,AUT,1t4z 2 18,,
21,FRANZISKA,STERRER,AUT,1t3z 6 10,,
23,EKATERINA,KIPRIIANOVA,RUS,1t4z 3 6,,
23,LAURA,STÖCKLER,AUT,1t2z 7 9,,
25,KYRA,CONDIE,USA,0t4z 0 5,,
25,MEI,KOTAKE,JPN,1t4z 3 14,,
27,OCEANIA,MACKENZIE,AUS,0t4z 0 8,,
27,IULIIA,PANTELEEVA,RUS,1t3z 1 6,,
27,ASHIMA,SHIRAISHI,USA,1t3z 1 6,,
30,SANDRA,LETTNER,AUT,0t4z 0 18,,
31,CLAIRE,BUHRFEIND,USA,0t3z 0 4,,
31,BROOKE,RABOUTOU,USA,1t3z 4 8,,
33,LILLI,KIESGEN,GER,1t2z 1 3,,
33,MIA,KRAMPL,SLO,0t3z 0 7,,
33,KAROLINE,SINNHUBER,AUT,0t3z 0 7,,
36,ALLISON,VEST,CAN,1t2z 2 4,,
37,MINA,MARKOVIC,SLO,0t4z 0 8,,
37,VERA,ZIJLSTRA,NED,0t3z 0 8,,
39,ANNE-SOPHIE,KOLLER,SUI,0t3z 0 12,,
39,URSKA,REPUSIC,SLO,0t4z 0 25,,
41,ALEJANDRA,CONTRERAS,CHI,0t2z 0 4,,
41,JAIN,KIM,KOR,0t3z 0 10,,
43,ALMA,BESTVATER,GER,0t2z 0 5,,
43,FRANCIS,GUILLEN,VEN,0t3z 0 13,,
43,GIORGIA,TESIO,ITA,0t2z 0 5,,
43,ANNA,ZAIKINA,RUS,0t2z 0 5,,
47,EMILY,PHILLIPS,GBR,0t3z 0 21,,
48,CELINE,CUYPERS,BEL,0t2z 0 2,,
49,ELENA,KRASOVSKAIA,RUS,0t2z 0 3,,
49,EVGENIYA,LAPSHINA,RUS,0t2z 0 6,,
51,VITA,LUKAN,SLO,0t2z 0 7,,
51,MAYA,MADERE,USA,0t2z 0 4,,
53,ANOUCK,JAUBERT,FRA,0t2z 0 8,,
53,IDA,KUPS,POL,0t2z 0 6,,
53,ANDREA,KÜMIN,SUI,0t2z 0 8,,
53,LINDA,SJÖDIN,SWE,0t2z 0 6,,
