Rank,Name,,Country,Qualification,Final
1,ARIES,SUSANTI RAHAYU,INA,7.910,7.74
2,ANOUCK,JAUBERT,FRA,8.150,8.01
3,IULIIA,KAPLINA,RUS,7.877,7.65
4,MARIIA,KRASAVINA,RUS,7.874,7.87
5,SARI,AGUSTINA,INA,8.070,8.10
6,ANNA,TSYGANOVA,RUS,8.430,8.30
7,MINGWEI,NI,CHN,8.400,8.92
8,PUJI,LESTARI,INA,8.230,9.75
9,ANNA,BROZEK,POL,8.280,8.50
10,CUILIAN,HE,CHN,8.620,8.66
11,RAJIAH,SALLSABILLAH,INA,8.540,8.80
12,VICTOIRE,ANDRIER,FRA,8.580,8.95
13,AURELIA,SARISSON,FRA,8.960,9.01
14,EKATERINA,BARASHCHUK,RUS,8.900,9.02
15,TETIANA,KOLKOTINA,UKR,9.140,9.47
16,NURUL,IQAMAH,INA,8.360,fall
17,HAIMEI,QIU,CHN,9.170,
18,ELENA,REMIZOVA,RUS,9.260,
19,GUIZHEN,XIE,CHN,9.480,
20,ELENA,TIMOFEEVA,RUS,9.970,
21,OCEANIA,MACKENZIE,AUS,10.570,
22,MULYANI,MUDJI,INA,10.670,
23,FUTABA,ITO,JPN,11.030,
24,JANJA,GARNBRET,SLO,11.210,
25,ELIZABETH,SEPULVEDA,USA,11.520,
26,AKIYO,NOGUCHI,JPN,11.730,
27,JESSICA,PILZ,AUT,12.100,
28,FANNY,GIBERT,FRA,12.230,
29,MIU,KURITA,JPN,14.540,
30,MIA,KRAMPL,SLO,14.990,
31,REBECCA,FRANGOS,CAN,15.090,
32,HELOÏSE,DOUMONT,BEL,16.900,
33,LIJUAN,DENG,CHN,false start,
