Rank,Name,,Country,Qualification,Semi-Final,Final
1,STEFANO,GHISOLFI,ITA,39+  5. | 39+  14. [10.07],43+,top
2,JAKOB,SCHUBERT,AUT,top  1. | top  1. [4.18],50,48+
3,ALEXANDER,MEGOS,GER,top  1. | top  1. [4.18],45+,46+
4,DOMEN,SKOFIC,SLO,37+  14. | top  1. [13.10],33+,46+
5,WILLIAM,BOSI,GBR,37+  14. | 39   16. [19.80],33+,43+
6,SHUTA,TANAKA,JPN,37+  14. | top  1. [13.10],32,43+
7,TAISEI,HOMMA,JPN,39+  5. | 36+  22. [13.36],33,40+
8,SASCHA,LEHMANN,SUI,39+  5. | 25   58. [21.00],40,30+
9,JAKUB,KONECNY,CZE,37+  14. | 36+  22. [24.99],32,
10,SEAN,BAILEY,USA,top  1. | 35+  33. [9.35],31+,
11,FRANCESCO,VETTORATA,ITA,37+  14. | 36+  22. [24.99],31,
12,TOMOA,NARASAKI,JPN,37+  14. | top  1. [13.10],30+,
13,MARCELLO,BOMBARDI,ITA,37+  14. | 38   19. [22.14],30+,
14,SEBASTIAN,HALENKE,GER,37+  14. | 36+  22. [24.99],30,
15,YANNICK,FLOHÉ,GER,37+  14. | top  1. [13.10],29+,
16,HANNES,PUMAN,SWE,38+  12. | 38+  17. [14.49],29+,
17,KEITA,DOHI,JPN,35+  42. | top  1. [17.45],29+,
18,HYUNBIN,MIN,KOR,37+  14. | 38   19. [22.14],29+,
19,YUKI,HADA,JPN,38.5   11. | top  1. [8.77],29,
20,KOKORO,FUJII,JPN,37+  14. | top  1. [13.10],28+,
21,HANWOOL,KIM,KOR,37+  14. | 36+  22. [24.99],28+,
22,YUVAL,SHEMLA,ISR,38.5+  10. | 38   19. [14.14],24,
23,JAVIER,CANO BLAZQUEZ,ESP,39+  5. | 25   58. [21.00],24,
24,LUKA,POTOCAR,SLO,39+  5. | top  1. [7.00],23+,
25,SAM,AVEZOU,FRA,37+  14. | top  1. [13.10],23+,
25,HIDEMASA,NISHIDA,JPN,37+  14. | top  1. [13.10],23+,
27,ROMAIN,DESGRANGES,FRA,top  1. | 36+  22. [7.98],20,
