Rank,Name,,Country,Qualification,Final
1,BASSA,MAWEM,FRA,5.700,5.60
2,ASPAR,ASPAR,INA,5.720,5.62
3,REZA,ALIPOUR SHENAZANDIFARD,IRI,5.760,7.60
4,DMITRII,TIMOFEEV,RUS,5.770,fall
5,VLADISLAV,DEULIN,RUS,5.900,5.95
6,QIXIN,ZHONG,CHN,5.850,5.97
7,JINXIN,LI,CHN,6.080,6.75
8,ALFIAN,MUHAMMAD FAJRI,INA,5.920,false start
9,SABRI,SABRI,INA,6.050,5.97
10,VEDDRIQ,LEONARDO,INA,5.980,6.05
11,GIAN LUCA,ZODDA,ITA,6.130,6.27
12,GUILLAUME,MORO,FRA,6.140,6.56
13,ALEKSANDR,SHILOV,RUS,6.090,7.43
14,DANYIL,BOLDYREV,UKR,5.880,8.53
15,LUDOVICO,FOSSALI,ITA,6.140,fall
16,PENGHUI,LIN,CHN,6.190,fall
17,JAN,KRIZ,CZE,6.200,
18,HINAYAH,MUHAMMAD,INA,6.220,
19,KOSTIANTYN,PAVLENKO,UKR,6.280,
20,MARCIN,DZIENSKI,POL,6.530,
21,MILAD,ALIPOUR SHENAZANDIFAR,IRI,6.540,
22,YOSHIYUKI,OGATA,JPN,6.710,
23,TOMOA,NARASAKI,JPN,6.980,
24,PANGERAN,SEPTO WIBOWO SIBURIAN,INA,7.360,
25,EHSAN,DELFANIYAN,IRI,7.460,
26,JAKOB,SCHUBERT,AUT,7.670,
27,NICOLAS,COLLIN,BEL,8.210,
28,YURONG,DUAN,CHN,8.710,
29,AIDAN,DOYLE,CAN,8.840,
30,LOÏC,TIMMERMANS,BEL,9.110,
31,FEDIR,SAMOILOV,UKR,10.690,
32,JOHN,BROSLER,USA,false start,
32,ZHIXUAN,CHEN,CHN,false start,
32,STANISLAV,KOKORIN,RUS,false start,
32,SASCHA,LEHMANN,SUI,fall,
