Rank,Name,,Country,Qualification,Final
1,ALEXANDR,NIGMATULIN,KAZ,2.000,2.00
2,QIXIN,ZHONG,CHN,wildcard,-
3,IVAN,NOVIKOV,RUS,3.000,3.00
4,SERGEY,ABDRAKHMANOV,RUS,4.000,4.00
5,NING,ZHANG,CHN,5.000,5.00
6,SERGEI,SINITCYN,RUS,6.000,6.00
7,EVGENII,VAITSEKHOVSKII,RUS,7.000,7.00
8,LIBOR,HROZA,CZE,8.000,8.00
9,MAKSYM,STYENKOVYY,UKR,9.000,9.00
10,CSABA,KOMONDI,HUN,10.000,10.00
11,YEU-SHIANG,CHANG,TPE,11.000,11.00
12,JEDRZEJ,KOMOSINSKI,POL,12.000,12.00
13,GUANGPU,LI,CHN,13.000,13.00
14,ALEXANDER,KOSTERIN,RUS,14.000,14.00
15,STANISLAV,KOKORIN,RUS,15.000,15.00
16,YUHANG,ZHANG,CHN,16.000,16.00
17,JILONG,QIU,CHN,17.000,
18,JIUN-JIE,TZENG,TPE,18.000,
19,TOMASZ,OLEKSY,POL,19.000,
20,LUKASZ,SWIRK,POL,20.000,
21,MIKHAIL,YEKIMENKO,KAZ,21.000,
22,LUCAS,PRETI,ITA,22.000,
23,ALEXEY,MOLCHANOV,KAZ,23.000,
24,XIAOJIE,CHEN,CHN,24.000,
25,JIACUO,SUOLANG,CHN,25.000,
26,HAIBIN,QU,CHN,26.000,
27,ARTYOM,DEVYATERIKOV,KAZ,27.000,
28,CHI-WAI,LAI,HKG,28.000,
29,VALERIY,VOROBYEV,RUS,29.000,
30,MAKSYM,OSIPOV,UKR,30.000,
31,LUKA,KIVELA,CRO,31.000,
32,EN-CHIH,LEE,TPE,32.000,
33,VICTOR,KOZLOV,RUS,33.000,
34,TONNY,MAMIRI,INA,34.000,
35,ARTEM,AVDEENKO,KGZ,35.000,
36,KREŠIMIR,MORIĆ,CRO,36.000,
37,JERNEJ,KRUDER,SLO,37.000,
38,MARTIN,JAGGI,SUI,38.000,
39,NIKITA,DEVYATERIKOV,KAZ,39.000,
40,ROLANDS,RUGENS,LAT,40.000,
41,CÉDRIC,LACHAT,SUI,41.000,
42,C. M.,PRAVEEN,IND,42.000,
43,SEAN,MCCOLL,CAN,43.000,
44,SHIVALINGA M,MAHADEVA K,IND,44.000,
45,ERIC,LOPEZ MATEOS,ESP,45.000,
45,JINYU,PAN,CHN,45.000,
47,BLAGOVEST,LAZAROV,BUL,47.000,
48,MATEJ,SVUB,SVK,48.000,
49,KLEMEN,BECAN,SLO,49.000,
50,SOSO,KATSITADZE,GEO,50.000,
51,SEFTON,PRIESTLEY,NZL,51.000,
52,ANDREAS,ANDREOU,CYP,52.000,
