Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,STÉPHAN,JULIEN,FRA,2t2 4b6,1t1 3b3,2t2 3b3,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
2,TATSUYA,MURAOKA,JPN,3t9 5b17,2t5 3b8,1t1 2b6,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
3,RUSTAM,GELMANOV,RUS,2t4 4b8,3t4 4b5,1t2 2b2,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
4,JONAS,BAUMANN,GER,3t4 3b3,2t6 3b4,1t3 2b2,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
5,LOÏC,GAIDIOZ,FRA,2t4 4b8,2t4 3b3,0t 2b2,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
6,KLEMEN,BECAN,SLO,3t12 3b9,1t1 3b3,0t 2b2,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
7,JORG,VERHOEVEN,NED,3t14 5b16,1t1 3b8,,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
8,DMITRII,SHARAFUTDINOV,RUS,3t6 4b7,1t2 4b14,,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
9,OLIVIER,LEBRETON,FRA,3t4 3b4,1t2 3b11,,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
10,KEITA,MOGAKI,JPN,3t5 3b5,1t3 3b3,,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
11,STANISLAV,KLESHNOV,UKR,2t4 3b8,1t3 3b6,,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
12,TSUKURU,HORI,JPN,4t10 4b9,1t3 3b12,,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
13,GÉROME,POUVREAU,FRA,3t4 4b7,1t4 3b3,,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
14,GABRIELE,MORONI,ITA,4t9 4b8,1t5 3b7,,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
15,KAZUMA,WATANABE,JPN,2t2 2b2,0t 4b8,,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
16,GUILLAUME,GLAIRON MONDET,FRA,4t9 4b7,0t 3b5,,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
17,LUCAS,PRETI,ITA,2t2 3b3,0t 3b5,,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
18,SACHI,AMMA,JPN,2t4 3b4,0t 3b6,,Kazo_(JPN)_2009,11 April - 12 April 2009,Men
