Rank,Name,,Country,Qualification,Semi-Final,Final
1,PATXI,USOBIAGA LAKUNZA,ESP,top  1. | 34-  15. [13.42],42-,top
2,ADAM,ONDRA,CZE,top  1. | top  1. [8.66],top,45-
3,DAVID,LAMA,AUT,top  1. | 34-  15. [13.42],33,42-
4,SACHI,AMMA,JPN,top  1. | top  1. [8.66],32+,41+
5,SEAN,MCCOLL,CAN,top  1. | top  1. [8.66],40,37+
6,VALERIY,KRYUKOV,UKR,top  1. | top  1. [8.66],41+,34-
7,CÉDRIC,LACHAT,SUI,top  1. | 34-  15. [13.42],41,32
8,TATSUMI,NITTA,JPN,top  1. | 31-  25. [16.43],40+,27-
9,MANUEL,ROMAIN,FRA,top  1. | top  1. [8.66],32,
9,SANGWON,SON,KOR,top  1. | top  1. [8.66],32,
11,EVGENY,OVCHINNIKOV,RUS,33-  33. | top  1. [15.85],32,
12,MIKHAIL,CHERNIKOV,RUS,top  1. | top  1. [8.66],32-,
13,AKITO,MATSUSHIMA,JPN,38-  20. | 30+  30. [26.40],32-,
14,THOMAS,TAUPORN,GER,top  1. | 32-  24. [15.49],31+,
15,ROMAIN,DESGRANGES,FRA,top  1. | 34-  15. [13.42],30,
16,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [8.66],29,
17,KLEMEN,BECAN,SLO,36-  24. | top  1. [13.83],29,
18,TOMÁS,MRÁZEK,CZE,top  1. | 34-  15. [13.42],28,
19,FABIEN,COMINA,FRA,35+  28. | top  1. [14.49],28-,
20,HYUNBIN,MIN,KOR,top  1. | top  1. [8.66],27+,
21,FLAVIO,CRESPI,ITA,top  1. | 33   22. [14.83],22-,
22,ERIC,LOPEZ MATEOS,ESP,36-  24. | 31-  25. [26.24],22-,
23,MARKUS,HOPPE,GER,36-  24. | 34-  15. [21.42],19,
24,MAGNUS,MIDTBOE,NOR,top  1. | top  1. [8.66],9-,
25,JORG,VERHOEVEN,NED,37   23. | top  1. [13.13],9-,
26,JAKOB,SCHUBERT,AUT,top  1. | 32+  23. [15.17],9-,
27,JAHA,KIM,KOR,37+  22. | 30+  30. [27.35],,
28,SYLVAIN,MILLET,FRA,35-  29. | 31-  25. [28.46],,
28,KAZUMA,WATANABE,JPN,35-  29. | 31-  25. [28.46],,
30,JAN,HOJER,GER,36-  24. | 30   39. [31.74],,
