Rank,Name,,Country,Qualification,Semi-Final,Final
31,MATEJ,SOVA,SLO,30-  37. | 31-  25. [32.45],,
32,MARTIN,JAGGI,SUI,33   32. | 30+  30. [32.98],,
33,IVAN,KAUROV,RUS,33-  33. | 30+  30. [33.75],,
34,VICTOR,KOZLOV,RUS,32-  35. | 30+  30. [34.74],,
35,HIDEKAZU,ITO,JPN,35-  29. | 29-  41. [35.50],,
36,FLAVIEN,GUERIMAND,FRA,18   72. | 34-  15. [36.00],,
37,CHRISTIAN,BINDHAMMER,GER,30-  37. | 30+  30. [36.41],,
38,JIHWAN,PARK,KOR,38-  20. | 13-  66. [37.34],,
39,NICKY,DE LEEUW,NED,32-  35. | 28+  44. [39.52],,
40,GABRIELE,MORONI,ITA,29   45. | 30+  30. [39.76],,
40,XIANGYANG,YE,CHN,29   45. | 30+  30. [39.76],,
42,JANGHYUK,KIM,KOR,30-  37. | 29-  41. [40.47],,
43,EVGENII,ZAZULIN,RUS,21-  52. | 30+  30. [43.05],,
44,IVAYLO,RADKOV,BUL,29+  42. | 27   45. [43.99],,
45,DIEGO MARTÍN,MARSELLA PRADO,ARG,29   45. | 29-  41. [44.19],,
46,ANDRÉ,NERES,POR,30-  37. | 26   49. [44.38],,
47,MAGNUS,HÖGSTRÖM,SWE,29+  42. | 27-  46. [44.47],,
48,QINGHUA,WANG,CHN,29+  42. | 26+  47. [45.19],,
49,BLAGOVEST,LAZAROV,BUL,29   45. | 26-  53. [49.64],,
50,IVAYLO,KRASTEV,BUL,20+  58. | 30   39. [49.88],,
51,PETER,WÜRTH,GER,21-  52. | 26   49. [52.46],,
52,MASAHIRO,HIGUCHI,JPN,30-  37. | 8+  73. [53.36],,
53,CALLUM,HYLAND,AUS,24   51. | 25   55. [53.44],,
54,ROLANDS,RUGENS,LAT,27-  49. | 20   59. [53.77],,
55,JINYU,PAN,CHN,25-  50. | 23   58. [53.85],,
56,GEIR,SÖDERIN,SWE,20+  58. | 26+  47. [54.70],,
57,YEU-SHIANG,CHANG,TPE,20+  58. | 26   49. [56.40],,
57,ARTYOM,DEVYATERIKOV,KAZ,20+  58. | 26   49. [56.40],,
59,KA-WAI,CHU,HKG,20+  58. | 25+  54. [58.33],,
60,SEFTON,PRIESTLEY,NZL,21-  52. | 13   63. [59.06],,
61,C. M.,PRAVEEN,IND,20+  58. | 25   55. [59.40],,
61,HAIBIN,QU,CHN,20+  58. | 25   55. [59.40],,
63,TOMAS,GREKSAK,SVK,21-  52. | 13-  66. [60.88],,
64,IGOR,GUSAK,UKR,21-  52. | 8   74. [63.72],,
65,JIACUO,SUOLANG,CHN,21-  52. | 7+  76. [64.36],,
66,SAMSUDING,DOLOH,THA,20+  58. | 13-  66. [65.45],,
66,LUKA,KIVELA,CRO,20+  58. | 13-  66. [65.45],,
68,ALEXEY,MOLCHANOV,KAZ,20   69. | 14+  62. [65.88],,
69,PRASHANT,AALLAY,IND,16   73. | 17-  60. [66.41],,
70,ZIDA,MA,CHN,20+  58. | 12+  71. [66.88],,
71,VILIMANTAS,PETRASIUNAS,LTU,20   69. | 13   63. [66.93],,
71,SERGEI,SHAFEROV,BLR,20   69. | 13   63. [66.93],,
73,KREŠIMIR,MORIĆ,CRO,16   73. | 15+  61. [66.96],,
74,LUCAS,PRETI,ITA,20+  58. [71.44],,
75,GIORGI,GABULDANI,GEO,13   77. | 13-  66. [72.36],,
76,LUKA,TRUMBIC,CRO,15-  75. | 12-  72. [73.48],,
77,ILIJA,RISTOVSKI,MKD,13+  76. | 8   74. [75.25],,
78,ANDREAS,ANDREOU,CYP,8+  78. | 5   77. [77.50],,
