Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
1,DMITRII,SHARAFUTDINOV,RUS,5t12 5b5,4t8 4b8,4t9 4b9,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
2,JAKOB,SCHUBERT,AUT,5t9 5b5,4t7 4b7,3t5 3b5,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
3,TSUKURU,HORI,JPN,4t5 5b5,4t6 4b5,3t6 3b6,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
4,RUSTAM,GELMANOV,RUS,5t6 5b6,4t7 4b7,3t9 3b9,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
5,THOMAS,CALEYRON,FRA,3t3 5b5,4t5 4b5,2t5 3b7,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
6,GUILLAUME,GLAIRON MONDET,FRA,5t6 5b5,4t6 4b6,2t15 3b16,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
7,VALERIY,KRYUKOV,UKR,4t9 5b6,4t9 4b9,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
8,JONAS,BAUMANN,GER,1t1 5b6,3t3 4b4,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
9,JORG,VERHOEVEN,NED,4t6 5b5,3t9 4b10,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
10,JERNEJ,KRUDER,SLO,5t6 5b5,2t3 4b4,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
11,MINORU,NAKANO,JPN,4t8 5b7,2t4 3b6,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
12,QINGHUA,WANG,CHN,1t1 5b8,2t5 2b4,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
13,JAN,HOJER,GER,5t7 5b5,2t6 4b7,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
14,SIN-FAI,HO,HKG,2t3 5b11,1t1 3b8,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
15,HAIBIN,QU,CHN,1t1 5b6,1t1 2b2,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
16,HONGSHU,QIU,CHN,2t2 5b7,1t1 2b4,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
17,SHINTA,OZAWA,JPN,3t6 5b8,1t4 3b10,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
18,ZIDA,MA,CHN,2t6 4b6,0t 3b12,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
19,JABEE,KIM,KOR,4t7 4b4,0t 2b4,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
20,KHAIRUL HAFIZ,ABU HASSAN,MAS,2t8 4b13,0t 2b12,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
21,VLAS,GAVRILOV,RUS,1t1 5b13,,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
22,BEIJI,LI,CHN,1t1 4b7,,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
23,CHANGFENG,QU,CHN,1t1 3b5,,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
24,THATTANA,RAKSACHAT,THA,1t2 4b6,,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
25,ABDUL QAYUM,BIN ABD JALANI,MAS,1t2 3b9,,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
26,ALEXEY,NAZAROV,KAZ,1t2 3b12,,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
27,ANDREW ANG,YUAN HANN,MAS,1t2 2b4,,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
28,WINAI,RUANGRIT,THA,0t 3b12,,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Men
1,ANNA,STÖHR,AUT,5t6 5b5,4t8 4b5,3t5 4b6,Chongqing_(CHN)_2013,22 March - 23 March 2013,Women
2,MOMOKA,ODA,JPN,5t5 5b5,3t5 4b6,2t3 3b3,Chongqing_(CHN)_2013,22 March - 23 March 2013,Women
3,ALEX,PUCCIO,USA,5t5 5b5,3t4 4b5,2t3 3b4,Chongqing_(CHN)_2013,22 March - 23 March 2013,Women
4,AKIYO,NOGUCHI,JPN,5t5 5b5,3t3 4b4,2t5 3b6,Chongqing_(CHN)_2013,22 March - 23 March 2013,Women
5,SHAUNA,COXSEY,GBR,5t5 5b5,3t5 4b7,1t1 3b3,Chongqing_(CHN)_2013,22 March - 23 March 2013,Women
6,MONIKA,RETSCHY,GER,5t7 5b6,3t6 4b7,0t 3b3,Chongqing_(CHN)_2013,22 March - 23 March 2013,Women
7,JULIANE,WURM,GER,5t5 5b5,3t6 3b3,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Women
8,KATHARINA,SAURWEIN,AUT,5t5 5b5,3t7 4b5,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Women
9,JAIN,KIM,KOR,5t5 5b5,3t12 3b11,,Chongqing_(CHN)_2013,22 March - 23 March 2013,Women
