title,date,category,url
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017,7 April - 8 April 2017,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=985&result=3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2017,7 April - 8 April 2017,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=985&result=7
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",22 April - 23 April 2017,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=986&result=3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",22 April - 23 April 2017,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=986&result=7
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",22 April - 23 April 2017,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=986&result=2
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2017",22 April - 23 April 2017,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=986&result=6
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",29 April - 30 April 2017,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=987&result=3
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",29 April - 30 April 2017,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=987&result=7
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",29 April - 30 April 2017,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=987&result=2
"IFSC Climbing Worldcup (B,S) - Nanjing (CHN) 2017",29 April - 30 April 2017,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=987&result=6
"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",6 May - 7 May 2017,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=988&result=3
"IFSC Climbing Worldcup (B) - Hachioji, Tokyo (JPN) 2017",6 May - 7 May 2017,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=988&result=7
IFSC Climbing Worldcup (B) - Vail (USA) 2017,9 June - 10 June 2017,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=989&result=3
IFSC Climbing Worldcup (B) - Vail (USA) 2017,9 June - 10 June 2017,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=989&result=7
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,24 June - 25 June 2017,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=990&result=3
IFSC Climbing Worldcup (B) - Navi Mumbai (IND) 2017,24 June - 25 June 2017,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=990&result=7
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",7 July - 8 July 2017,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=991&result=1
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",7 July - 8 July 2017,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=991&result=5
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",7 July - 8 July 2017,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=991&result=2
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2017",7 July - 8 July 2017,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=991&result=6
IFSC Climbing Worldcup (L) - Chamonix (FRA) 2017,12 July - 13 July 2017,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1164&result=1
IFSC Climbing Worldcup (L) - Chamonix (FRA) 2017,12 July - 13 July 2017,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1164&result=5
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,28 July - 29 July 2017,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1165&result=1
IFSC Climbing Worldcup (L) - Briançon (FRA) 2017,28 July - 29 July 2017,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1165&result=5
IFSC Climbing Worldcup (B) - Munich (GER) 2017,18 August - 19 August 2017,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=992&result=3
IFSC Climbing Worldcup (B) - Munich (GER) 2017,18 August - 19 August 2017,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=992&result=7
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",25 August - 26 August 2017,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=993&result=1
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",25 August - 26 August 2017,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=993&result=5
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",25 August - 26 August 2017,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=993&result=2
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2017",25 August - 26 August 2017,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=993&result=6
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",23 September - 24 September 2017,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=994&result=1
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",23 September - 24 September 2017,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=994&result=5
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",23 September - 24 September 2017,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=994&result=2
"IFSC Climbing Worldcup (L,S) - Edinburgh (GBR) 2017",23 September - 24 September 2017,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=994&result=6
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",7 October - 8 October 2017,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=995&result=1
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",7 October - 8 October 2017,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=995&result=5
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",7 October - 8 October 2017,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=995&result=2
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2017",7 October - 8 October 2017,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=995&result=6
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",14 October - 15 October 2017,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=996&result=1
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",14 October - 15 October 2017,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=996&result=5
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",14 October - 15 October 2017,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=996&result=2
"IFSC Climbing Worldcup (L,S) - Xiamen (CHN) 2017",14 October - 15 October 2017,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=996&result=6
IFSC Climbing Worldcup (L) - Kranj (SLO) 2017,11 November - 12 November 2017,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=997&result=1
IFSC Climbing Worldcup (L) - Kranj (SLO) 2017,11 November - 12 November 2017,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=997&result=5
