title,date,category,url
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018,13 April - 14 April 2018,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1047&result=3
IFSC Climbing Worldcup (B) - Meiringen (SUI) 2018,13 April - 14 April 2018,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1047&result=7
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",21 April - 22 April 2018,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1048&result=3
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",21 April - 22 April 2018,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1048&result=7
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",21 April - 22 April 2018,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1048&result=2
"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",21 April - 22 April 2018,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1048&result=6
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018",5 May - 6 May 2018,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1049&result=3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018",5 May - 6 May 2018,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1049&result=7
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018",5 May - 6 May 2018,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1049&result=2
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018",5 May - 6 May 2018,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1049&result=6
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018",12 May - 13 May 2018,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1050&result=3
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018",12 May - 13 May 2018,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1050&result=7
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018",12 May - 13 May 2018,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1050&result=2
"IFSC Climbing Worldcup (B,S) - Tai'an (CHN) 2018",12 May - 13 May 2018,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1050&result=6
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2 June - 3 June 2018,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1051&result=3
IFSC Climbing Worldcup (B) - Hachioji (JPN) 2018,2 June - 3 June 2018,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1051&result=7
IFSC Climbing Worldcup (B) - Vail (USA) 2018,8 June - 9 June 2018,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1052&result=3
IFSC Climbing Worldcup (B) - Vail (USA) 2018,8 June - 9 June 2018,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1052&result=7
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",6 July - 7 July 2018,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1053&result=1
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",6 July - 7 July 2018,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1053&result=5
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",6 July - 7 July 2018,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1053&result=2
"IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018",6 July - 7 July 2018,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1053&result=6
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018",11 July - 13 July 2018,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1054&result=1
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018",11 July - 13 July 2018,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1054&result=5
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018",11 July - 13 July 2018,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1054&result=2
"IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018",11 July - 13 July 2018,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1054&result=6
IFSC Climbing Worldcup (L) - Briançon (FRA) 2018,20 July - 21 July 2018,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1055&result=1
IFSC Climbing Worldcup (L) - Briançon (FRA) 2018,20 July - 21 July 2018,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1055&result=5
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",27 July - 28 July 2018,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1056&result=1
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",27 July - 28 July 2018,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1056&result=5
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",27 July - 28 July 2018,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1056&result=2
"IFSC Climbing Worldcup (L,S) - Arco (ITA) 2018",27 July - 28 July 2018,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1056&result=6
IFSC Climbing Worldcup (B) - Munich (GER) 2018,17 August - 18 August 2018,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1057&result=3
IFSC Climbing Worldcup (B) - Munich (GER) 2018,17 August - 18 August 2018,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1057&result=7
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6 September - 16 September 2018,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1061&result=1
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6 September - 16 September 2018,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1061&result=5
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6 September - 16 September 2018,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=1061&result=3
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6 September - 16 September 2018,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=1061&result=7
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6 September - 16 September 2018,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1061&result=2
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6 September - 16 September 2018,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1061&result=6
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6 September - 16 September 2018,COMBINED Men,https://components.ifsc-climbing.org/result-complete/?event=1061&result=4
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6 September - 16 September 2018,COMBINED Women,https://components.ifsc-climbing.org/result-complete/?event=1061&result=8
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,15 September - 16 September 2018,COMBINED Men,https://components.ifsc-climbing.org/result-complete/?event=1062&result=4
IFSC Climbing World Championships Combined - Innsbruck (AUT) 2018,15 September - 16 September 2018,COMBINED Women,https://components.ifsc-climbing.org/result-complete/?event=1062&result=8
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018,29 September - 30 September 2018,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1058&result=1
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018,29 September - 30 September 2018,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1058&result=5
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",20 October - 21 October 2018,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1059&result=1
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",20 October - 21 October 2018,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1059&result=5
"IFSC Climbing Worldcup (L,S) - Wujiang (CHN) 2018",20 October - 21 October 2018,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1059&result=2
