title,date,category,url
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014",26 April - 27 April 2014,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=849&result=3
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014",26 April - 27 April 2014,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=849&result=7
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014",26 April - 27 April 2014,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=849&result=2
"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2014",26 April - 27 April 2014,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=849&result=6
"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",3 May - 4 May 2014,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=850&result=3
"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",3 May - 4 May 2014,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=850&result=7
"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",3 May - 4 May 2014,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=850&result=2
"IFSC Climbing Worldcup (B,S) - Baku (AZE) 2014",3 May - 4 May 2014,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=850&result=6
IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,10 May - 11 May 2014,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=851&result=3
IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,10 May - 11 May 2014,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=851&result=7
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2014,16 May - 17 May 2014,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=852&result=3
IFSC Climbing Worldcup (B) - Innsbruck (AUT) 2014,16 May - 17 May 2014,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=852&result=7
IFSC Climbing Worldcup (B) - Toronto (CAN) 2014,31 May - 1 June 2014,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=853&result=3
IFSC Climbing Worldcup (B) - Toronto (CAN) 2014,31 May - 1 June 2014,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=853&result=7
IFSC Climbing Worldcup (B) - Vail (USA) 2014,6 June - 7 June 2014,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=854&result=3
IFSC Climbing Worldcup (B) - Vail (USA) 2014,6 June - 7 June 2014,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=854&result=7
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",20 June - 22 June 2014,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=855&result=1
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",20 June - 22 June 2014,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=855&result=5
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",20 June - 22 June 2014,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=855&result=3
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",20 June - 22 June 2014,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=855&result=7
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",20 June - 22 June 2014,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=855&result=2
"IFSC Climbing Worldcup (L, B, S) - Haiyang (CHN) 2014",20 June - 22 June 2014,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=855&result=6
IFSC Climbing Worldcup (B) - Laval (FRA) 2014,27 June - 28 June 2014,BOULDER Men,https://components.ifsc-climbing.org/result-complete/?event=856&result=3
IFSC Climbing Worldcup (B) - Laval (FRA) 2014,27 June - 28 June 2014,BOULDER Women,https://components.ifsc-climbing.org/result-complete/?event=856&result=7
