title,date,category,url
"IFSC - Climbing World Cup (L,S) - Chamonix (FRA) 2022",8 July - 10 July 2022,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1240&result=6
IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,22 July - 23 July 2022,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1241&result=1
IFSC - Climbing World Cup (L) - Briançon (FRA) 2022,22 July - 23 July 2022,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1241&result=5
IFSC - Climbing World Cup (L) - Koper (SLO) 2022,2 September - 3 September 2022,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1242&result=1
IFSC - Climbing World Cup (L) - Koper (SLO) 2022,2 September - 3 September 2022,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1242&result=5
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",9 September - 11 September 2022,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1288&result=1
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",9 September - 11 September 2022,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1288&result=5
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",9 September - 11 September 2022,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1288&result=2
"IFSC - Climbing World Cup (L,S) - Edinburgh (GBR) 2022",9 September - 11 September 2022,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1288&result=6
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",24 September - 26 September 2022,LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1243&result=1
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",24 September - 26 September 2022,LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1243&result=5
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",24 September - 26 September 2022,SPEED Men,https://components.ifsc-climbing.org/result-complete/?event=1243&result=2
"IFSC - Climbing World Cup (L,S) - Jakarta (INA) 2022",24 September - 26 September 2022,SPEED Women,https://components.ifsc-climbing.org/result-complete/?event=1243&result=6
"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",20 October - 22 October 2022,BOULDER&LEAD Men,https://components.ifsc-climbing.org/result-complete/?event=1234&result=617
"IFSC - Climbing World Cup (B&L) - Morioka, Iwate (JPN) 2022",20 October - 22 October 2022,BOULDER&LEAD Women,https://components.ifsc-climbing.org/result-complete/?event=1234&result=618
